DateTime,PM0.1,PM0.1-0.5,PM0.5-1.0,PM1.0-2.5,PM2.5-10,PM>10,PM1,PM2.5_NanoSampler
2023-10-05 01:00:00,0.4513888888888585,1.597222222221892,2.638888888888926,2.3611111111110628,8.784722222222237,2.951388888888949,4.687499999999677,7.04861111111074
2023-10-06 01:00:00,0.4513888888888585,1.597222222221892,2.638888888888926,2.3611111111110628,8.784722222222237,2.951388888888949,4.687499999999677,7.04861111111074
2023-10-07 01:00:00,0.4513888888888585,1.597222222221892,2.638888888888926,2.3611111111110628,8.784722222222237,2.951388888888949,4.687499999999677,7.04861111111074
2023-10-09 01:00:00,0.8680555555555564,0.8333333333333957,1.5972222222222776,1.8055555555555305,5.590277777777779,1.875000000000044,3.2986111111112297,5.10416666666676
2023-10-10 01:00:00,0.8680555555555564,0.8333333333333957,1.5972222222222776,1.8055555555555305,5.590277777777779,1.875000000000044,3.2986111111112297,5.10416666666676
2023-10-11 01:00:00,0.8680555555555564,0.8333333333333957,1.5972222222222776,1.8055555555555305,5.590277777777779,1.875000000000044,3.2986111111112297,5.10416666666676
2023-10-12 01:00:00,0.8680555555555564,0.8333333333333957,1.5972222222222776,1.8055555555555305,5.590277777777779,1.875000000000044,3.2986111111112297,5.10416666666676
2023-10-13 01:00:00,0.8680555555555564,0.8333333333333957,1.5972222222222776,1.8055555555555305,5.590277777777779,1.875000000000044,3.2986111111112297,5.10416666666676
2023-10-14 01:00:00,0.8680555555555564,0.8333333333333957,1.5972222222222776,1.8055555555555305,5.590277777777779,1.875000000000044,3.2986111111112297,5.10416666666676
2023-10-15 01:00:00,0.6249999999999505,0.6250000000002396,1.2847222222222543,1.5625000000000209,6.458333333333335,2.1180555555555536,2.5347222222224444,4.097222222222465
2023-10-16 01:00:00,0.6249999999999505,0.6250000000002396,1.2847222222222543,1.5625000000000209,6.458333333333335,2.1180555555555536,2.5347222222224444,4.097222222222465
2023-10-17 01:00:00,0.6249999999999505,0.6250000000002396,1.2847222222222543,1.5625000000000209,6.458333333333335,2.1180555555555536,2.5347222222224444,4.097222222222465
2023-10-18 01:00:00,0.6249999999999505,0.6250000000002396,1.2847222222222543,1.5625000000000209,6.458333333333335,2.1180555555555536,2.5347222222224444,4.097222222222465
2023-10-19 01:00:00,0.6249999999999505,0.6250000000002396,1.2847222222222543,1.5625000000000209,6.458333333333335,2.1180555555555536,2.5347222222224444,4.097222222222465
2023-10-20 01:00:00,0.6249999999999505,0.6250000000002396,1.2847222222222543,1.5625000000000209,6.458333333333335,2.1180555555555536,2.5347222222224444,4.097222222222465
2023-10-24 01:00:00,0.8680555555555564,0.451388888888762,1.8402777777777872,1.5277777777777637,7.256944444444475,3.472222222222225,3.159722222222106,4.687499999999869
2023-10-25 01:00:00,0.8680555555555564,0.451388888888762,1.8402777777777872,1.5277777777777637,7.256944444444475,3.472222222222225,3.159722222222106,4.687499999999869
2023-10-26 01:00:00,0.8680555555555564,0.451388888888762,1.8402777777777872,1.5277777777777637,7.256944444444475,3.472222222222225,3.159722222222106,4.687499999999869
2023-10-27 01:00:00,0.8680555555555564,0.451388888888762,1.8402777777777872,1.5277777777777637,7.256944444444475,3.472222222222225,3.159722222222106,4.687499999999869
2023-10-28 01:00:00,0.8680555555555564,0.451388888888762,1.8402777777777872,1.5277777777777637,7.256944444444475,3.472222222222225,3.159722222222106,4.687499999999869
2023-10-29 01:00:00,0.8680555555555564,0.451388888888762,1.8402777777777872,1.5277777777777637,7.256944444444475,3.472222222222225,3.159722222222106,4.687499999999869
2023-11-02 01:00:00,1.1805555555554834,1.284722222222158,2.569444444444412,1.8402777777776909,0.2083333333333489,2.604166666666669,5.034722222222054,6.874999999999744
2023-11-03 01:00:00,1.1805555555554834,1.284722222222158,2.569444444444412,1.8402777777776909,0.2083333333333489,2.604166666666669,5.034722222222054,6.874999999999744
2023-11-04 01:00:00,1.1805555555554834,1.284722222222158,2.569444444444412,1.8402777777776909,0.2083333333333489,2.604166666666669,5.034722222222054,6.874999999999744
2023-11-05 01:00:00,1.1805555555554834,1.284722222222158,2.569444444444412,1.8402777777776909,0.2083333333333489,2.604166666666669,5.034722222222054,6.874999999999744
2023-11-06 01:00:00,1.1805555555554834,1.284722222222158,2.569444444444412,1.8402777777776909,0.2083333333333489,2.604166666666669,5.034722222222054,6.874999999999744
2023-11-07 01:00:00,1.1805555555554834,1.284722222222158,2.569444444444412,1.8402777777776909,0.2083333333333489,2.604166666666669,5.034722222222054,6.874999999999744
2023-11-09 01:00:00,0.9722222222222308,1.2152777777780297,1.8055555555555305,1.7013888888888558,5.97222222222222,2.2916666666666456,3.993055555555791,5.694444444444646
2023-11-10 01:00:00,0.9722222222222308,1.2152777777780297,1.8055555555555305,1.7013888888888558,5.97222222222222,2.2916666666666456,3.993055555555791,5.694444444444646
2023-11-11 01:00:00,0.9722222222222308,1.2152777777780297,1.8055555555555305,1.7013888888888558,5.97222222222222,2.2916666666666456,3.993055555555791,5.694444444444646
2023-11-12 01:00:00,0.9722222222222308,1.2152777777780297,1.8055555555555305,1.7013888888888558,5.97222222222222,2.2916666666666456,3.993055555555791,5.694444444444646
2023-11-13 01:00:00,0.9722222222222308,1.2152777777780297,1.8055555555555305,1.7013888888888558,5.97222222222222,2.2916666666666456,3.993055555555791,5.694444444444646
2023-11-14 01:00:00,0.9722222222222308,1.2152777777780297,1.8055555555555305,1.7013888888888558,5.97222222222222,2.2916666666666456,3.993055555555791,5.694444444444646
2023-11-16 01:00:00,1.0763888888889053,2.048611111110654,3.5763888888889,3.298611111111037,10.486111111111091,3.9930555555555975,6.701388888888459,9.999999999999496
