DateTime,temperature,wind_speed,air_pressure,humidity,wind_direction,rainfall,PM2.5,PM10,PM0.1,PM0.1-0.5,PM0.5-1.0,PM1.0-2.5,PM2.5-10,PM>10,PM1,PM2.5_NanoSampler
2017-07-22,28.900000000000002,1.375,1008.74875,74.125,52.5,0.0,29.0,70.0,,,,,,,,
2017-07-23,29.8875,1.375,1008.01625,71.25,80.0,0.0,30.0,66.0,,,,,,,,
2017-07-24,29.724999999999998,2.875,1007.6112499999999,70.25,128.75,0.0,30.0,64.0,,,,,,,,
2017-07-25,26.825,0.5,1006.8199999999999,85.375,38.75,6.2,27.0,63.0,,,,,,,,
2017-07-26,29.224999999999998,3.0,1005.93875,74.25,110.0,0.0,24.0,58.0,,,,,,,,
2017-07-27,28.65,1.875,1006.72375,77.375,95.0,4.6,32.0,68.0,,,,,,,,
2017-07-28,28.8625,1.125,1008.4862499999999,74.875,61.25,1.2,15.0,44.0,,,,,,,,
2017-07-29,29.7875,1.625,1008.13375,70.0,91.25,0.0,11.0,39.0,,,,,,,,
2017-07-30,28.8375,2.75,1007.58375,74.0,105.0,0.0,21.0,41.0,,,,,,,,
2017-07-31,27.35,2.375,1008.1175,83.75,90.0,6.8,14.0,28.0,,,,,,,,
2017-08-01,29.2125,2.875,1008.8225,72.75,88.75,0.0,11.0,26.0,,,,,,,,
2017-08-02,28.9,1.875,1008.4325,72.875,92.5,0.0,12.0,31.0,,,,,,,,
2017-08-03,28.55,3.0,1006.9675,76.0,97.5,23.4,18.0,40.0,,,,,,,,
2017-08-04,27.3,2.125,1006.1275,82.125,97.5,14.0,13.0,26.0,,,,,,,,
2017-08-05,27.975,1.5,1006.19125,76.25,100.0,0.0,11.0,27.0,,,,,,,,
2017-08-06,26.8375,0.375,1007.4825000000001,84.625,25.0,1.4,16.0,36.0,,,,,,,,
2017-08-07,27.9125,0.75,1007.95375,80.875,10.0,4.0,,37.0,,,,,,,,
2017-08-08,28.175,0.5,1008.51625,80.375,38.75,0.0,,33.0,2.128764278296956,2.0768431983382967,4.413291796469385,3.71235721703008,7.99584631360332,3.608515057113194,8.618899273104638,12.331256490134718
2017-08-09,27.849999999999998,0.0,1009.6525,80.75,0.0,1.8,12.0,30.0,2.128764278296956,2.0768431983382967,4.413291796469385,3.71235721703008,7.99584631360332,3.608515057113194,8.618899273104638,12.331256490134718
2017-08-10,27.075,1.5,1008.7725,83.5,63.75,15.6,14.0,36.0,2.128764278296956,2.0768431983382967,4.413291796469385,3.71235721703008,7.99584631360332,3.608515057113194,8.618899273104638,12.331256490134718
2017-08-11,26.3375,0.375,1009.035,87.625,1.25,3.6,10.0,32.0,2.128764278296956,2.0768431983382967,4.413291796469385,3.71235721703008,7.99584631360332,3.608515057113194,8.618899273104638,12.331256490134718
2017-08-12,26.675,0.0,1009.0575,85.25,0.0,14.4,9.0,31.0,2.128764278296956,2.0768431983382967,4.413291796469385,3.71235721703008,7.99584631360332,3.608515057113194,8.618899273104638,12.331256490134718
2017-08-13,26.4125,1.5,1009.2275,86.25,63.75,12.4,9.0,31.0,2.128764278296956,2.0768431983382967,4.413291796469385,3.71235721703008,7.99584631360332,3.608515057113194,8.618899273104638,12.331256490134718
2017-08-14,27.1625,1.5,1009.3275,82.625,81.25,6.4,11.0,29.0,2.128764278296956,2.0768431983382967,4.413291796469385,3.71235721703008,7.99584631360332,3.608515057113194,8.618899273104638,12.331256490134718
2017-08-15,26.675,1.25,1009.415,86.75,65.0,1.4,8.0,24.0,2.710320901994814,3.562136042621608,6.478957584768543,3.1749473423368184,8.079337545946464,3.949324742906755,12.751414529384965,15.92636187172178
2017-08-16,27.7375,2.75,1007.405,79.25,98.75,0.6,11.0,35.0,2.710320901994814,3.562136042621608,6.478957584768543,3.1749473423368184,8.079337545946464,3.949324742906755,12.751414529384965,15.92636187172178
2017-08-17,28.975,4.125,1006.94125,71.25,142.5,0.0,8.0,30.0,2.710320901994814,3.562136042621608,6.478957584768543,3.1749473423368184,8.079337545946464,3.949324742906755,12.751414529384965,15.92636187172178
2017-08-18,28.887500000000003,0.875,1007.15125,75.125,33.75,0.0,15.0,39.0,2.710320901994814,3.562136042621608,6.478957584768543,3.1749473423368184,8.079337545946464,3.949324742906755,12.751414529384965,15.92636187172178
2017-08-19,28.8,0.375,1007.3987500000001,74.0,22.5,3.2,17.0,36.0,2.710320901994814,3.562136042621608,6.478957584768543,3.1749473423368184,8.079337545946464,3.949324742906755,12.751414529384965,15.92636187172178
2017-08-20,28.6625,2.625,1007.135,75.25,118.75,0.0,16.0,40.0,2.710320901994814,3.562136042621608,6.478957584768543,3.1749473423368184,8.079337545946464,3.949324742906755,12.751414529384965,15.92636187172178
2017-08-21,26.9375,1.25,1006.745,81.875,73.75,12.8,28.0,52.0,2.710320901994814,3.562136042621608,6.478957584768543,3.1749473423368184,8.079337545946464,3.949324742906755,12.751414529384965,15.92636187172178
2017-08-22,29.0375,1.125,1006.3625,77.125,62.5,0.0,23.0,44.0,,,,,,,,
2017-08-23,29.15,2.625,1006.86625,73.75,116.25,0.0,20.0,41.0,,,,,,,,
2017-08-24,28.95,0.75,1006.4037500000001,77.375,22.5,0.0,25.0,52.0,,,,,,,,
2017-08-25,28.6375,1.375,1006.56375,79.0,80.0,1.0,26.0,47.0,,,,,,,,
2017-08-26,27.3,1.875,1005.9925,80.125,80.0,3.4,17.0,38.0,,,,,,,,
2017-08-27,27.375,0.5,1005.49,82.625,42.5,0.4,16.0,41.0,,,,,,,,
2017-08-28,25.975,0.375,1007.495,86.75,26.25,3.6,8.0,29.0,,,,,,,,
2017-08-29,27.4375,1.25,1007.42875,81.125,82.5,14.4,17.0,41.0,,,,,,,,
2017-08-30,27.537499999999998,0.0,1007.89,81.875,0.0,29.0,11.0,35.0,,,,,,,,
2017-08-31,28.575,0.875,1007.95875,76.625,56.25,0.0,14.0,39.0,,,,,,,,
2017-09-01,28.4,0.0,1008.7675,81.25,0.0,0.8,15.0,39.0,,,,,,,,
2017-09-02,28.6625,1.25,1008.095,75.625,106.25,2.6,17.0,33.0,,,,,,,,
2017-09-03,26.8,1.0,1008.065,86.5,62.5,8.0,13.0,34.0,,,,,,,,
2017-09-04,28.4375,1.875,1007.9275,77.75,101.25,0.0,11.0,32.0,,,,,,,,
2017-09-05,28.325,2.0,1008.0625,79.75,92.5,28.2,12.0,28.0,,,,,,,,
2017-09-06,28.4,3.0,1007.7375000000001,79.125,85.0,4.0,14.0,32.0,,,,,,,,
2017-09-07,27.8125,1.375,1007.93375,80.625,60.0,0.0,19.0,44.0,,,,,,,,
2017-09-08,28.3125,0.625,1007.9187499999999,81.25,3.75,0.0,17.0,34.0,1.285943619446808,3.379340209244273,4.964340484376196,2.87094389457898,6.788586084056609,3.170000550264344,9.62962431306728,12.50056820764626
2017-09-09,28.15,0.75,1007.38375,80.125,51.25,14.0,26.0,49.0,1.285943619446808,3.379340209244273,4.964340484376196,2.87094389457898,6.788586084056609,3.170000550264344,9.62962431306728,12.50056820764626
2017-09-10,27.1125,1.25,1008.3512499999999,87.125,52.5,5.2,16.0,33.0,1.285943619446808,3.379340209244273,4.964340484376196,2.87094389457898,6.788586084056609,3.170000550264344,9.62962431306728,12.50056820764626
2017-09-11,27.0375,0.0,1009.34125,84.625,0.0,0.2,7.0,29.0,1.285943619446808,3.379340209244273,4.964340484376196,2.87094389457898,6.788586084056609,3.170000550264344,9.62962431306728,12.50056820764626
2017-09-12,27.8125,1.875,1008.845,82.625,55.0,1.4,12.0,32.0,1.285943619446808,3.379340209244273,4.964340484376196,2.87094389457898,6.788586084056609,3.170000550264344,9.62962431306728,12.50056820764626
2017-09-13,26.587500000000002,0.375,1008.99125,86.625,40.0,0.8,12.0,34.0,1.285943619446808,3.379340209244273,4.964340484376196,2.87094389457898,6.788586084056609,3.170000550264344,9.62962431306728,12.50056820764626
2017-09-14,26.6,0.75,1007.0275,86.75,28.75,16.6,12.0,36.0,1.285943619446808,3.379340209244273,4.964340484376196,2.87094389457898,6.788586084056609,3.170000550264344,9.62962431306728,12.50056820764626
2017-09-15,26.9,1.5,1006.09625,84.375,78.75,18.2,10.0,29.0,0.0,2.06333133775304,3.264374952266272,2.6484551499518663,7.575813568466938,3.2643749522661865,5.327706290019313,7.976161439971179
2017-09-16,27.162499999999998,1.125,1007.8175,80.625,60.0,0.4,9.0,27.0,0.0,2.06333133775304,3.264374952266272,2.6484551499518663,7.575813568466938,3.2643749522661865,5.327706290019313,7.976161439971179
2017-09-17,27.5625,0.625,1009.74,80.375,43.75,0.0,12.0,32.0,0.0,2.06333133775304,3.264374952266272,2.6484551499518663,7.575813568466938,3.2643749522661865,5.327706290019313,7.976161439971179
2017-09-18,26.5375,0.75,1010.73,89.0,38.75,48.6,16.0,40.0,0.0,2.06333133775304,3.264374952266272,2.6484551499518663,7.575813568466938,3.2643749522661865,5.327706290019313,7.976161439971179
2017-09-19,27.2875,1.125,1009.61125,84.0,60.0,2.2,10.0,34.0,0.0,2.06333133775304,3.264374952266272,2.6484551499518663,7.575813568466938,3.2643749522661865,5.327706290019313,7.976161439971179
2017-09-20,27.6625,1.0,1008.24,82.75,32.5,0.0,13.0,36.0,0.0,2.06333133775304,3.264374952266272,2.6484551499518663,7.575813568466938,3.2643749522661865,5.327706290019313,7.976161439971179
2017-09-21,25.3,2.125,1007.26875,90.75,48.75,7.4,8.0,26.0,0.0,2.06333133775304,3.264374952266272,2.6484551499518663,7.575813568466938,3.2643749522661865,5.327706290019313,7.976161439971179
2017-09-22,25.6625,0.5,1007.5975000000001,87.875,22.5,2.6,12.0,34.0,,,,,,,,
2017-09-23,26.3125,1.25,1008.6575,85.75,36.25,2.4,13.0,39.0,,,,,,,,
2017-09-24,27.4625,1.375,1008.0875,82.375,62.5,0.2,8.0,28.0,,,,,,,,
2017-09-25,28.9,1.875,1007.13125,73.75,82.5,0.0,12.0,32.0,,,,,,,,
2017-09-26,26.3125,0.875,1008.32375,87.0,38.75,36.6,11.0,31.0,,,,,,,,
2017-09-27,27.6,1.375,1008.87625,80.125,58.75,0.0,9.0,36.0,,,,,,,,
2017-09-28,26.45,1.25,1008.6025,85.125,72.5,60.8,12.0,39.0,,,,,,,,
2017-09-29,26.0875,0.75,1008.73625,88.625,1.25,35.8,,31.0,,,,,,,,
2017-09-30,26.85,0.5,1009.525,83.875,31.25,0.1,,24.0,,,,,,,,
2017-10-01,27.2375,1.25,1009.02625,83.5,86.25,3.6,,35.0,,,,,,,,
2017-10-02,27.6375,0.625,1007.81375,81.25,25.0,0.0,,31.0,,,,,,,,
2017-10-03,25.9375,0.5,1007.74375,86.25,27.5,0.0,,45.0,,,,,,,,
2017-10-04,26.775,1.125,1008.155,83.375,57.5,0.2,,36.0,,,,,,,,
2017-10-05,27.6625,2.25,1007.93125,79.875,31.25,0.0,,32.0,,,,,,,,
2017-10-06,27.7625,2.0,1008.3025,81.125,35.0,0.0,,33.0,,,,,,,,
2017-10-07,27.6125,0.5,1007.87125,82.375,5.0,0.0,,35.0,,,,,,,,
2017-10-08,27.6625,1.125,1006.5287500000001,81.25,57.5,0.0,,30.0,2.31121131330487,2.9449305443717173,4.920643441229707,3.578649775439702,7.977406791084443,3.690482580922306,10.176785298906294,13.755435074345996
2017-10-09,27.0875,1.25,1005.34875,85.375,20.0,6.5,,32.0,2.31121131330487,2.9449305443717173,4.920643441229707,3.578649775439702,7.977406791084443,3.690482580922306,10.176785298906294,13.755435074345996
2017-10-10,26.725,1.125,1004.7975,87.375,56.25,49.6,,23.0,2.31121131330487,2.9449305443717173,4.920643441229707,3.578649775439702,7.977406791084443,3.690482580922306,10.176785298906294,13.755435074345996
2017-10-11,27.9375,1.0,1005.84875,82.75,22.5,0.0,,27.0,2.31121131330487,2.9449305443717173,4.920643441229707,3.578649775439702,7.977406791084443,3.690482580922306,10.176785298906294,13.755435074345996
2017-10-12,27.6375,2.75,1006.59875,80.625,98.75,1.0,,29.0,2.31121131330487,2.9449305443717173,4.920643441229707,3.578649775439702,7.977406791084443,3.690482580922306,10.176785298906294,13.755435074345996
2017-10-13,26.75,1.75,1006.6875,85.0,103.75,3.4,,33.0,2.31121131330487,2.9449305443717173,4.920643441229707,3.578649775439702,7.977406791084443,3.690482580922306,10.176785298906294,13.755435074345996
2017-10-14,27.8375,2.0,1006.725,79.125,66.25,0.2,,30.0,2.31121131330487,2.9449305443717173,4.920643441229707,3.578649775439702,7.977406791084443,3.690482580922306,10.176785298906294,13.755435074345996
2017-10-15,28.6,2.125,1007.3525,79.0,98.75,0.0,,39.0,1.2536964038118223,2.2939976750601603,3.974484343999248,3.067555030603365,6.028412494924914,2.8808342896101498,7.52217842287123,10.589733453474595
2017-10-16,28.275000000000002,2.5,1007.50875,75.75,118.75,0.0,,43.0,1.2536964038118223,2.2939976750601603,3.974484343999248,3.067555030603365,6.028412494924914,2.8808342896101498,7.52217842287123,10.589733453474595
2017-10-17,27.9875,0.75,1007.26625,76.875,50.0,0.0,,38.0,1.2536964038118223,2.2939976750601603,3.974484343999248,3.067555030603365,6.028412494924914,2.8808342896101498,7.52217842287123,10.589733453474595
2017-10-18,28.325,1.125,1008.00125,78.75,6.25,0.0,,47.0,1.2536964038118223,2.2939976750601603,3.974484343999248,3.067555030603365,6.028412494924914,2.8808342896101498,7.52217842287123,10.589733453474595
2017-10-19,29.075000000000003,1.5,1009.1875,77.375,50.0,0.0,,42.0,1.2536964038118223,2.2939976750601603,3.974484343999248,3.067555030603365,6.028412494924914,2.8808342896101498,7.52217842287123,10.589733453474595
2017-10-20,29.3875,1.375,1010.02875,78.0,45.0,0.0,,43.0,1.2536964038118223,2.2939976750601603,3.974484343999248,3.067555030603365,6.028412494924914,2.8808342896101498,7.52217842287123,10.589733453474595
2017-10-21,28.675,1.5,1009.7775,77.0,72.5,0.0,,49.0,1.2536964038118223,2.2939976750601603,3.974484343999248,3.067555030603365,6.028412494924914,2.8808342896101498,7.52217842287123,10.589733453474595
2017-10-22,27.625,1.125,1009.10625,80.125,101.25,0.0,,46.0,,,,,,,,
2017-10-23,27.6375,0.0,1009.1387500000001,81.375,0.0,0.0,,47.0,,,,,,,,
2017-10-24,27.6,1.5,1009.90125,80.125,48.75,0.0,,44.0,,,,,,,,
2017-10-25,27.625,2.625,1011.21,81.25,50.0,11.2,,31.0,,,,,,,,
2017-10-26,27.6125,0.875,1010.3775,84.125,17.5,19.6,,28.0,,,,,,,,
2017-10-27,27.2625,1.625,1008.8275,83.625,45.0,3.4,,29.0,,,,,,,,
2017-10-28,26.35,1.75,1009.2,86.875,65.0,9.0,,29.0,,,,,,,,
2017-10-29,26.1,0.625,1009.1775,91.5,11.25,25.8,11.0,30.0,,,,,,,,
2017-10-30,26.2875,0.875,1008.85375,88.625,8.75,2.6,14.0,35.0,,,,,,,,
2017-10-31,27.5125,2.125,1008.45625,79.125,57.5,0.0,23.0,52.0,,,,,,,,
2017-11-01,27.3375,2.0,1008.17,84.875,52.5,18.0,20.0,41.0,,,,,,,,
2017-11-02,26.025,1.5,1006.56125,91.0,85.0,18.4,,23.0,,,,,,,,
2017-11-03,24.5625,1.125,1006.03375,96.0,43.75,55.8,7.0,24.0,,,,,,,,
2017-11-04,25.0125,1.25,1005.48625,94.5,21.25,51.2,7.0,22.0,,,,,,,,
2017-11-05,24.3625,0.0,1005.82625,96.625,0.0,84.4,15.0,30.0,,,,,,,,
2017-11-06,26.1875,1.5,1006.015,88.75,91.25,5.0,,28.0,,,,,,,,
2017-11-07,27.15,1.25,1006.5675,85.875,46.25,0.8,,36.0,,,,,,,,
2017-11-08,25.5875,0.875,1007.53625,91.5,56.25,30.6,,27.0,0.4621947781234305,2.7731686687402988,2.054199013881819,1.463616797390721,4.596270293560473,1.3352293590231252,5.2895624607455485,6.753179258136269
2017-11-09,26.075,1.25,1007.64125,88.0,50.0,1.0,,30.0,0.4621947781234305,2.7731686687402988,2.054199013881819,1.463616797390721,4.596270293560473,1.3352293590231252,5.2895624607455485,6.753179258136269
2017-11-10,26.8,1.0,1007.43625,85.0,13.75,11.0,,25.0,0.4621947781234305,2.7731686687402988,2.054199013881819,1.463616797390721,4.596270293560473,1.3352293590231252,5.2895624607455485,6.753179258136269
2017-11-11,25.625,0.75,1007.9862499999999,92.0,78.75,20.0,,24.0,0.4621947781234305,2.7731686687402988,2.054199013881819,1.463616797390721,4.596270293560473,1.3352293590231252,5.2895624607455485,6.753179258136269
2017-11-12,26.0875,1.0,1007.6625,87.75,42.5,0.0,,25.0,0.4621947781234305,2.7731686687402988,2.054199013881819,1.463616797390721,4.596270293560473,1.3352293590231252,5.2895624607455485,6.753179258136269
2017-11-13,26.675,1.0,1006.7,87.125,73.75,7.5,,40.0,0.4621947781234305,2.7731686687402988,2.054199013881819,1.463616797390721,4.596270293560473,1.3352293590231252,5.2895624607455485,6.753179258136269
2017-11-14,27.2625,0.375,1007.1587499999999,86.0,40.0,14.4,,35.0,0.4621947781234305,2.7731686687402988,2.054199013881819,1.463616797390721,4.596270293560473,1.3352293590231252,5.2895624607455485,6.753179258136269
2017-11-15,27.55,0.0,1007.61625,82.375,0.0,2.8,,30.0,0.7588269895397346,2.1194822811280742,1.6746526665703814,1.3606552915884125,3.8203013956137166,1.491487531164281,4.55296193723819,5.9136172288266025
2017-11-16,28.0,0.375,1007.825,82.625,3.75,1.4,,32.0,0.7588269895397346,2.1194822811280742,1.6746526665703814,1.3606552915884125,3.8203013956137166,1.491487531164281,4.55296193723819,5.9136172288266025
2017-11-17,28.0125,2.0,1007.765,79.875,63.75,0.0,,26.0,0.7588269895397346,2.1194822811280742,1.6746526665703814,1.3606552915884125,3.8203013956137166,1.491487531164281,4.55296193723819,5.9136172288266025
2017-11-18,27.6875,1.5,1007.39625,80.625,62.5,0.0,,34.0,0.7588269895397346,2.1194822811280742,1.6746526665703814,1.3606552915884125,3.8203013956137166,1.491487531164281,4.55296193723819,5.9136172288266025
2017-11-19,27.8875,0.375,1007.27375,81.625,32.5,0.0,,40.0,0.7588269895397346,2.1194822811280742,1.6746526665703814,1.3606552915884125,3.8203013956137166,1.491487531164281,4.55296193723819,5.9136172288266025
2017-11-20,27.65,1.125,1007.65125,82.25,87.5,0.0,,43.0,0.7588269895397346,2.1194822811280742,1.6746526665703814,1.3606552915884125,3.8203013956137166,1.491487531164281,4.55296193723819,5.9136172288266025
2017-11-21,27.7875,1.875,1006.67125,82.0,45.0,0.6,,55.0,0.7588269895397346,2.1194822811280742,1.6746526665703814,1.3606552915884125,3.8203013956137166,1.491487531164281,4.55296193723819,5.9136172288266025
2017-11-22,27.6625,1.125,1006.51875,81.875,13.75,7.8,,36.0,,,,,,,,
2017-11-23,26.2875,1.625,1007.26375,87.375,62.5,5.8,,25.0,,,,,,,,
2017-11-24,26.8,0.75,1007.90125,84.375,17.5,17.4,,29.0,,,,,,,,
2017-11-25,25.1,0.0,1009.05125,93.125,0.0,112.8,,28.0,,,,,,,,
2017-11-26,23.925,0.875,1009.12875,97.75,55.0,138.0,,23.0,,,,,,,,
2017-11-27,25.75,0.875,1007.6375,90.875,5.0,54.0,,30.0,,,,,,,,
2017-11-28,24.625,0.5,1007.725,95.75,11.25,46.8,,26.0,,,,,,,,
2017-11-29,23.925,1.625,1007.875,97.25,132.5,159.8,,22.0,,,,,,,,
2017-11-30,25.275,1.125,1006.1775,92.875,21.25,99.4,,,,,,,,,,
2017-12-01,25.5125,4.25,1006.6925,91.5,51.25,35.4,9.0,26.0,,,,,,,,
2017-12-02,26.2375,2.125,1006.89625,90.0,60.0,54.2,10.0,30.0,,,,,,,,
2017-12-03,26.25,1.75,1006.91875,89.75,61.25,4.6,8.0,24.0,,,,,,,,
2017-12-04,27.9125,3.125,1006.17375,83.75,85.0,2.2,,,,,,,,,,
2017-12-05,27.3,1.625,1006.4025,86.0,33.75,10.6,,,,,,,,,,
2017-12-06,26.2,2.125,1007.6675,88.25,52.5,0.0,,,,,,,,,,
2017-12-07,27.5375,0.375,1008.875,82.25,43.75,34.0,,,,,,,,,,
2017-12-08,27.2375,2.375,1010.05,84.375,60.0,4.6,12.0,35.0,0.7831440167797687,3.2006755468387422,2.6558797090791337,3.609272425158733,6.401351093677957,2.6218299692191107,6.639699272697644,10.248971697856376
2017-12-09,26.0375,2.375,1010.10625,87.75,42.5,9.6,11.0,34.0,0.7831440167797687,3.2006755468387422,2.6558797090791337,3.609272425158733,6.401351093677957,2.6218299692191107,6.639699272697644,10.248971697856376
2017-12-10,26.3375,0.625,1011.17125,84.5,2.5,0.0,15.0,47.0,0.7831440167797687,3.2006755468387422,2.6558797090791337,3.609272425158733,6.401351093677957,2.6218299692191107,6.639699272697644,10.248971697856376
2017-12-11,26.675,1.75,1010.7125,81.375,20.0,0.0,22.0,55.0,0.7831440167797687,3.2006755468387422,2.6558797090791337,3.609272425158733,6.401351093677957,2.6218299692191107,6.639699272697644,10.248971697856376
2017-12-12,26.225,2.0,1011.05625,83.0,25.0,0.0,26.0,57.0,0.7831440167797687,3.2006755468387422,2.6558797090791337,3.609272425158733,6.401351093677957,2.6218299692191107,6.639699272697644,10.248971697856376
2017-12-13,26.825,0.5,1010.2125,83.25,10.0,0.0,19.0,,0.7831440167797687,3.2006755468387422,2.6558797090791337,3.609272425158733,6.401351093677957,2.6218299692191107,6.639699272697644,10.248971697856376
2017-12-14,26.925,1.25,1010.22875,81.125,26.25,0.0,22.0,,0.7831440167797687,3.2006755468387422,2.6558797090791337,3.609272425158733,6.401351093677957,2.6218299692191107,6.639699272697644,10.248971697856376
2017-12-15,26.3625,0.0,1010.10625,81.625,0.0,0.0,28.0,60.0,,,,,,,,
2017-12-16,26.75,2.125,1010.45,84.125,26.25,2.4,23.0,44.0,,,,,,,,
2017-12-17,26.1125,1.0,1011.39625,85.75,12.5,33.8,12.0,,,,,,,,,
2017-12-18,26.1625,3.5,1011.8,80.25,48.75,1.8,7.0,44.0,,,,,,,,
2017-12-19,26.425,3.375,1011.6975,77.125,60.0,0.0,14.0,,,,,,,,,
2017-12-20,25.35,2.875,1012.8525,81.25,70.0,3.6,21.0,,,,,,,,,
2017-12-21,25.6,3.375,1012.46625,78.625,106.25,4.0,20.0,37.0,,,,,,,,
2017-12-22,24.6625,1.375,1010.075,90.875,123.75,45.2,19.0,37.0,,,,,,,,
2017-12-23,24.25,0.75,1008.1125,93.875,86.25,21.0,15.0,22.0,,,,,,,,
2017-12-24,26.7,1.5,1007.355,84.25,27.5,0.0,10.0,19.0,,,,,,,,
2017-12-25,27.1,1.625,1007.40875,81.5,60.0,3.8,12.0,30.0,,,,,,,,
2017-12-26,25.2625,1.25,1008.295,88.375,53.75,1.6,13.0,25.0,,,,,,,,
2017-12-27,26.05,1.125,1008.6075,84.375,23.75,0.0,9.0,17.0,,,,,,,,
2017-12-28,27.125,3.375,1008.84875,82.625,102.5,0.0,8.0,20.0,,,,,,,,
2017-12-29,27.0,3.375,1009.3050000000001,85.5,51.25,5.2,9.0,20.0,,,,,,,,
2017-12-30,27.3125,3.5,1009.3362500000001,81.25,51.25,0.4,9.0,22.0,,,,,,,,
2017-12-31,27.6875,5.125,1008.7275,75.125,42.5,0.0,10.0,25.0,,,,,,,,
2018-01-01,26.975,2.5,1007.97625,76.5,41.25,1.4,10.0,27.0,,,,,,,,
2018-01-02,26.7625,2.875,1007.595,77.625,58.75,0.4,15.0,30.0,,,,,,,,
2018-01-03,27.1125,3.25,1007.57875,75.375,82.5,0.6,10.0,31.0,,,,,,,,
2018-01-04,27.175,0.0,1007.4575,79.25,0.0,0.6,11.0,25.0,,,,,,,,
2018-01-05,27.1,0.0,1007.31,81.625,0.0,0.0,14.0,34.0,,,,,,,,
2018-01-06,27.875,0.0,1006.8675000000001,79.5,0.0,0.0,13.0,23.0,,,,,,,,
2018-01-07,26.7375,0.5,1008.1,85.75,8.75,5.8,10.0,19.0,,,,,,,,
2018-01-08,26.5125,1.625,1009.15,86.125,22.5,4.6,13.0,20.0,0.3171150144446243,2.536920115556995,2.8540351300013995,3.382560154075676,9.883417950190037,2.2462313523158937,5.708070260003019,9.090630414078696
2018-01-09,27.2625,1.0,1010.195,81.75,17.5,0.0,9.0,19.0,0.3171150144446243,2.536920115556995,2.8540351300013995,3.382560154075676,9.883417950190037,2.2462313523158937,5.708070260003019,9.090630414078696
2018-01-10,27.0875,2.5,1011.4,82.0,42.5,11.6,8.0,20.0,0.3171150144446243,2.536920115556995,2.8540351300013995,3.382560154075676,9.883417950190037,2.2462313523158937,5.708070260003019,9.090630414078696
2018-01-11,24.0375,1.125,1011.49875,95.375,18.75,52.4,6.0,18.0,0.3171150144446243,2.536920115556995,2.8540351300013995,3.382560154075676,9.883417950190037,2.2462313523158937,5.708070260003019,9.090630414078696
2018-01-12,25.0375,1.25,1011.16,86.875,13.75,16.4,12.0,28.0,0.3171150144446243,2.536920115556995,2.8540351300013995,3.382560154075676,9.883417950190037,2.2462313523158937,5.708070260003019,9.090630414078696
2018-01-13,23.85,0.375,1011.31875,92.875,42.5,73.0,19.0,34.0,0.3171150144446243,2.536920115556995,2.8540351300013995,3.382560154075676,9.883417950190037,2.2462313523158937,5.708070260003019,9.090630414078696
2018-01-14,22.8875,0.375,1011.15625,93.25,45.0,3.2,17.0,26.0,0.3171150144446243,2.536920115556995,2.8540351300013995,3.382560154075676,9.883417950190037,2.2462313523158937,5.708070260003019,9.090630414078696
2018-01-15,24.8,0.5,1009.9475,87.875,13.75,0.0,15.0,31.0,,,,,,,,
2018-01-16,26.3,2.0,1008.5175,80.625,17.5,0.0,13.0,27.0,,,,,,,,
2018-01-17,26.8875,3.125,1007.87125,78.125,36.25,0.0,14.0,27.0,,,,,,,,
2018-01-18,27.4125,2.0,1007.8149999999999,79.5,33.75,0.0,16.0,36.0,,,,,,,,
2018-01-19,27.05,2.0,1008.2625,79.5,23.75,0.6,13.0,28.0,,,,,,,,
2018-01-20,24.9125,2.125,1007.7725,92.0,31.25,42.4,12.0,,,,,,,,,
2018-01-21,27.2875,3.125,1007.165,80.0,60.0,0.0,10.0,15.0,,,,,,,,
2018-01-22,27.325,1.0,1006.9675,81.625,12.5,0.4,9.0,14.0,,,,,,,,
2018-01-23,26.7625,1.75,1007.22875,83.0,36.25,0.0,,8.0,,,,,,,,
2018-01-24,27.275,1.25,1006.28,82.375,23.75,2.4,9.0,17.0,,,,,,,,
2018-01-25,27.2625,1.625,1006.04125,80.625,31.25,0.0,11.0,19.0,,,,,,,,
2018-01-26,27.575,1.875,1006.77625,78.5,22.5,0.0,11.0,18.0,,,,,,,,
2018-01-27,27.5875,1.25,1007.08625,79.875,42.5,0.0,8.0,14.0,,,,,,,,
2018-01-28,27.7625,1.625,1007.695,78.125,61.25,0.0,11.0,21.0,,,,,,,,
2018-01-29,27.5375,1.625,1009.04375,80.625,50.0,0.0,11.0,20.0,,,,,,,,
2018-01-30,27.9,0.5,1008.7975,80.125,3.75,0.0,11.0,19.0,,,,,,,,
2018-01-31,28.025,1.5,1009.38,77.125,42.5,0.0,7.0,14.0,,,,,,,,
2018-02-01,28.1125,2.75,1009.98125,78.625,28.75,,7.0,17.0,,,,,,,,
2018-02-02,27.6,5.375,1010.31875,78.125,53.75,,10.0,25.0,,,,,,,,
2018-02-03,27.35,4.625,1010.9825,75.0,97.5,,11.0,29.0,,,,,,,,
2018-02-04,27.1125,4.125,1011.27125,74.0,80.0,,12.0,32.0,,,,,,,,
2018-02-05,27.1375,3.625,1012.72625,74.125,52.5,,13.0,31.0,,,,,,,,
2018-02-06,26.45,7.125,1012.58375,70.125,71.25,,16.0,34.0,,,,,,,,
2018-02-07,27.0125,2.625,1011.1175000000001,71.875,51.25,,17.0,36.0,,,,,,,,
