Date,05T,59T,61T ,52T ,54T ,08T ,24T ,26T ,27T ,30T ,32T,35T,36T ,40T,46T,44T ,75T,76T,77T 
2016-10-25 00:00:00,35,18.0,,33.0,,29.0,38.0,30.0,,30.0,29.0,17.0,16.0,13.0,,22.0,4.0,11.0,18.0
2016-10-26 00:00:00,30,21.0,16.0,26.0,,23.0,46.0,22.0,,,17.0,16.0,14.0,10.0,,26.0,,8.0,14.0
2016-10-27 00:00:00,26,16.0,14.0,20.0,,17.0,46.0,10.0,,11.0,8.0,14.0,17.0,12.0,,25.0,4.0,7.0,10.0
2016-10-28 00:00:00,33,18.0,17.0,26.0,,26.0,45.0,12.0,,24.0,21.0,16.0,11.0,11.0,,24.0,3.0,7.0,13.0
2016-10-29 00:00:00,30,15.0,14.0,25.0,,20.0,32.0,11.0,,22.0,13.0,16.0,13.0,14.0,,9.0,5.0,7.0,13.0
2016-10-30 00:00:00,25,14.0,14.0,23.0,,17.0,30.0,9.0,,11.0,9.0,16.0,15.0,13.0,,6.0,6.0,8.0,12.0
2016-10-31 00:00:00,23,13.0,10.0,17.0,,13.0,28.0,10.0,,12.0,6.0,19.0,12.0,14.0,,9.0,6.0,9.0,10.0
2016-11-01 00:00:00,22,14.0,12.0,20.0,,18.0,31.0,13.0,,15.0,11.0,16.0,11.0,12.0,,12.0,,13.0,10.0
2016-11-02 00:00:00,27,14.0,12.0,19.0,,16.0,24.0,17.0,,,12.0,15.0,11.0,10.0,,13.0,5.0,9.0,14.0
2016-11-03 00:00:00,30,18.0,21.0,30.0,,23.0,27.0,17.0,,14.0,13.0,18.0,10.0,12.0,,9.0,8.0,11.0,15.0
2016-11-04 00:00:00,43,26.0,31.0,39.0,,35.0,33.0,25.0,,17.0,17.0,23.0,15.0,14.0,,8.0,6.0,15.0,15.0
2016-11-05 00:00:00,66,33.0,41.0,56.0,,56.0,52.0,21.0,,24.0,24.0,24.0,15.0,17.0,,9.0,6.0,16.0,20.0
2016-11-06 00:00:00,75,45.0,54.0,75.0,,69.0,39.0,34.0,,27.0,49.0,25.0,20.0,18.0,,10.0,7.0,18.0,27.0
2016-11-07 00:00:00,62,64.0,49.0,81.0,,60.0,48.0,26.0,,21.0,31.0,27.0,23.0,16.0,,16.0,8.0,20.0,25.0
2016-11-08 00:00:00,28,22.0,23.0,29.0,,25.0,27.0,33.0,,16.0,20.0,21.0,15.0,10.0,,20.0,5.0,15.0,23.0
2016-11-09 00:00:00,32,26.0,23.0,30.0,,26.0,42.0,23.0,,13.0,18.0,14.0,9.0,8.0,,13.0,3.0,6.0,14.0
2016-11-10 00:00:00,30,26.0,20.0,27.0,,26.0,45.0,30.0,,13.0,19.0,16.0,11.0,11.0,,10.0,3.0,5.0,12.0
2016-11-11 00:00:00,26,17.0,15.0,25.0,,18.0,28.0,16.0,,18.0,11.0,14.0,10.0,8.0,,7.0,,7.0,10.0
2016-11-12 00:00:00,32,23.0,19.0,32.0,,25.0,35.0,19.0,,15.0,9.0,15.0,,10.0,,7.0,3.0,12.0,15.0
2016-11-13 00:00:00,25,17.0,19.0,23.0,,18.0,31.0,16.0,,24.0,12.0,17.0,17.0,12.0,,9.0,4.0,8.0,17.0
2016-11-14 00:00:00,36,27.0,22.0,43.0,,29.0,51.0,19.0,,23.0,20.0,19.0,18.0,14.0,,8.0,3.0,19.0,15.0
2016-11-15 00:00:00,32,21.0,15.0,38.0,,28.0,40.0,22.0,49.0,17.0,31.0,18.0,16.0,14.0,,9.0,4.0,14.0,15.0
2016-11-16 00:00:00,39,18.0,17.0,25.0,,21.0,33.0,29.0,,18.0,20.0,21.0,20.0,13.0,,8.0,5.0,13.0,16.0
2016-11-17 00:00:00,36,23.0,22.0,31.0,,23.0,32.0,26.0,,18.0,16.0,25.0,24.0,18.0,,7.0,7.0,21.0,19.0
2016-11-18 00:00:00,35,24.0,22.0,32.0,,23.0,26.0,23.0,,18.0,18.0,26.0,22.0,16.0,,11.0,6.0,18.0,18.0
2016-11-19 00:00:00,34,27.0,,43.0,,29.0,42.0,24.0,,19.0,16.0,24.0,22.0,20.0,,12.0,5.0,17.0,24.0
2016-11-20 00:00:00,45,25.0,,40.0,,34.0,32.0,18.0,,11.0,24.0,23.0,15.0,19.0,,11.0,8.0,20.0,15.0
2016-11-21 00:00:00,51,36.0,,56.0,,42.0,45.0,23.0,,20.0,28.0,24.0,12.0,15.0,,12.0,7.0,20.0,17.0
2016-11-22 00:00:00,46,32.0,,49.0,,34.0,43.0,24.0,,26.0,30.0,27.0,16.0,16.0,,19.0,8.0,18.0,22.0
2016-11-23 00:00:00,48,37.0,44.0,55.0,,43.0,39.0,26.0,,18.0,23.0,31.0,19.0,16.0,,26.0,7.0,27.0,13.0
2016-11-24 00:00:00,27,21.0,21.0,30.0,,21.0,32.0,26.0,,14.0,14.0,31.0,22.0,24.0,,13.0,8.0,19.0,11.0
2016-11-25 00:00:00,36,25.0,28.0,35.0,,30.0,28.0,21.0,,21.0,17.0,27.0,21.0,21.0,19.0,,6.0,18.0,10.0
2016-11-26 00:00:00,29,18.0,26.0,30.0,,25.0,25.0,21.0,44.0,,17.0,25.0,23.0,16.0,20.0,10.0,5.0,16.0,15.0
2016-11-27 00:00:00,21,10.0,17.0,16.0,,12.0,21.0,25.0,36.0,14.0,7.0,24.0,17.0,17.0,19.0,14.0,8.0,11.0,16.0
2016-11-28 00:00:00,26,14.0,20.0,19.0,,16.0,21.0,29.0,28.0,13.0,9.0,28.0,19.0,16.0,33.0,12.0,5.0,16.0,20.0
2016-11-29 00:00:00,32,22.0,27.0,34.0,,22.0,25.0,34.0,49.0,17.0,14.0,32.0,23.0,20.0,36.0,8.0,9.0,16.0,25.0
2016-11-30 00:00:00,49,26.0,36.0,40.0,,38.0,31.0,26.0,46.0,16.0,17.0,35.0,25.0,26.0,33.0,14.0,12.0,24.0,21.0
2016-12-01 00:00:00,33,23.0,29.0,,,25.0,27.0,,52.0,9.0,13.0,36.0,27.0,19.0,37.0,8.0,11.0,25.0,18.0
2016-12-02 00:00:00,37,24.0,31.0,,,29.0,24.0,,39.0,15.0,18.0,34.0,25.0,18.0,32.0,6.0,11.0,27.0,24.0
2016-12-03 00:00:00,38,26.0,33.0,37.0,,28.0,25.0,34.0,44.0,17.0,18.0,35.0,24.0,17.0,41.0,7.0,9.0,25.0,22.0
2016-12-04 00:00:00,34,23.0,31.0,32.0,,27.0,28.0,31.0,,17.0,13.0,29.0,22.0,18.0,37.0,6.0,6.0,18.0,20.0
2016-12-05 00:00:00,31,23.0,32.0,36.0,,23.0,21.0,33.0,,15.0,16.0,29.0,25.0,17.0,34.0,,8.0,18.0,25.0
2016-12-06 00:00:00,36,23.0,34.0,38.0,,29.0,24.0,32.0,,17.0,18.0,30.0,17.0,18.0,48.0,,17.0,19.0,27.0
2016-12-07 00:00:00,53,32.0,45.0,56.0,,44.0,41.0,49.0,,25.0,32.0,40.0,,29.0,57.0,8.0,19.0,26.0,41.0
2016-12-08 00:00:00,62,39.0,54.0,68.0,,57.0,42.0,50.0,,26.0,37.0,41.0,26.0,31.0,54.0,8.0,20.0,43.0,33.0
2016-12-09 00:00:00,62,35.0,51.0,63.0,,56.0,35.0,47.0,,29.0,31.0,38.0,34.0,29.0,54.0,10.0,18.0,36.0,40.0
2016-12-10 00:00:00,54,39.0,51.0,61.0,,54.0,50.0,49.0,,28.0,31.0,40.0,24.0,31.0,65.0,9.0,15.0,37.0,48.0
2016-12-11 00:00:00,67,45.0,63.0,80.0,,59.0,51.0,56.0,,35.0,42.0,41.0,32.0,27.0,63.0,18.0,15.0,44.0,50.0
2016-12-12 00:00:00,62,41.0,62.0,76.0,,54.0,58.0,48.0,,39.0,54.0,48.0,29.0,28.0,53.0,25.0,12.0,42.0,56.0
2016-12-13 00:00:00,61,39.0,54.0,76.0,,53.0,67.0,45.0,,42.0,55.0,38.0,28.0,32.0,43.0,37.0,13.0,30.0,70.0
2016-12-14 00:00:00,55,41.0,53.0,63.0,,44.0,48.0,41.0,,34.0,37.0,32.0,18.0,26.0,41.0,38.0,11.0,26.0,33.0
2016-12-15 00:00:00,28,18.0,24.0,26.0,,17.0,30.0,28.0,,10.0,14.0,30.0,20.0,22.0,28.0,29.0,12.0,37.0,15.0
2016-12-16 00:00:00,25,16.0,,28.0,,17.0,20.0,20.0,33.0,7.0,9.0,30.0,16.0,12.0,22.0,25.0,5.0,17.0,14.0
2016-12-17 00:00:00,34,22.0,,42.0,,27.0,27.0,23.0,42.0,,19.0,18.0,11.0,9.0,30.0,20.0,11.0,14.0,22.0
2016-12-18 00:00:00,45,32.0,,54.0,,41.0,,35.0,59.0,27.0,29.0,22.0,16.0,17.0,35.0,10.0,14.0,20.0,30.0
2016-12-19 00:00:00,52,35.0,,60.0,,45.0,,37.0,67.0,36.0,38.0,30.0,22.0,22.0,41.0,11.0,9.0,23.0,28.0
2016-12-20 00:00:00,53,35.0,,60.0,,44.0,,40.0,74.0,54.0,36.0,33.0,25.0,19.0,51.0,9.0,9.0,28.0,31.0
2016-12-21 00:00:00,66,40.0,,76.0,,59.0,,43.0,84.0,37.0,49.0,33.0,23.0,18.0,47.0,6.0,11.0,25.0,29.0
2016-12-22 00:00:00,38,24.0,,39.0,,33.0,,52.0,72.0,31.0,25.0,,24.0,20.0,39.0,,11.0,35.0,24.0
2016-12-23 00:00:00,29,16.0,,26.0,,21.0,,43.0,58.0,15.0,20.0,,25.0,22.0,36.0,9.0,14.0,39.0,22.0
2016-12-24 00:00:00,38,24.0,,36.0,,34.0,,47.0,59.0,24.0,22.0,37.0,27.0,23.0,38.0,7.0,12.0,35.0,26.0
2016-12-25 00:00:00,50,34.0,,56.0,,50.0,58.0,41.0,73.0,35.0,25.0,38.0,25.0,24.0,43.0,9.0,11.0,38.0,34.0
2016-12-26 00:00:00,59,37.0,,64.0,,54.0,58.0,37.0,77.0,33.0,29.0,38.0,23.0,27.0,51.0,17.0,13.0,37.0,30.0
2016-12-27 00:00:00,32,20.0,29.0,34.0,,27.0,38.0,39.0,47.0,25.0,24.0,38.0,26.0,23.0,28.0,11.0,12.0,28.0,26.0
2016-12-28 00:00:00,29,17.0,27.0,30.0,,24.0,27.0,32.0,36.0,15.0,16.0,39.0,29.0,19.0,38.0,13.0,9.0,28.0,23.0
2016-12-29 00:00:00,49,31.0,45.0,50.0,,42.0,33.0,42.0,56.0,22.0,27.0,35.0,25.0,18.0,57.0,10.0,11.0,29.0,45.0
2016-12-30 00:00:00,49,29.0,49.0,51.0,,48.0,26.0,50.0,47.0,24.0,31.0,32.0,16.0,19.0,62.0,11.0,15.0,35.0,34.0
2016-12-31 00:00:00,46,27.0,41.0,50.0,,45.0,22.0,41.0,41.0,28.0,30.0,32.0,17.0,23.0,53.0,9.0,19.0,36.0,28.0
,,,,,,,,,,,,,,,,,,,
หมายเหตุ ,N/A : ไม่มีข้อมูล,,,,,,,,,,,,,,,,,,
