Date,05T,59T,61T,50T,52T,53T,54T,08T,19T,24T,26T,27T,30T,32T,35T,36T,40T,44T,46T,62T,63T,75T,76T,77T,79T,80T
2017-10-29 00:00:00,42,42.0,51.0,49.0,61.0,34.0,,54.0,49.0,,55.0,70.0,33.0,47.0,22.0,17.0,21.0,11.0,40.0,4.0,15.0,,28.0,45.0,48.0,9.0
2017-10-30 00:00:00,40,43.0,51.0,46.0,,36.0,,52.0,48.0,,57.0,63.0,32.0,46.0,37.0,22.0,29.0,14.0,38.0,7.0,17.0,,38.0,48.0,49.0,14.0
2017-10-31 00:00:00,33,37.0,45.0,42.0,,33.0,,46.0,40.0,,44.0,58.0,27.0,41.0,38.0,24.0,29.0,23.0,39.0,15.0,30.0,31.0,45.0,39.0,42.0,25.0
2017-11-01 00:00:00,35,37.0,47.0,43.0,58.0,32.0,,46.0,37.0,,43.0,59.0,25.0,35.0,35.0,27.0,29.0,20.0,41.0,14.0,28.0,28.0,38.0,33.0,45.0,22.0
2017-11-02 00:00:00,33,39.0,44.0,43.0,,31.0,,47.0,39.0,,42.0,63.0,18.0,35.0,32.0,22.0,25.0,,34.0,,19.0,23.0,36.0,32.0,39.0,9.0
2017-11-03 00:00:00,32,36.0,43.0,40.0,,32.0,,46.0,41.0,,47.0,65.0,22.0,40.0,31.0,23.0,25.0,7.0,42.0,,11.0,31.0,35.0,43.0,38.0,7.0
2017-11-04 00:00:00,44,45.0,57.0,51.0,,39.0,,59.0,51.0,,50.0,,30.0,47.0,44.0,33.0,33.0,7.0,35.0,,7.0,37.0,,47.0,47.0,5.0
2017-11-05 00:00:00,24,23.0,35.0,33.0,,25.0,,35.0,32.0,,35.0,,17.0,25.0,39.0,25.0,31.0,15.0,33.0,3.0,12.0,32.0,,26.0,35.0,19.0
2017-11-06 00:00:00,38,38.0,49.0,48.0,,32.0,,51.0,41.0,,33.0,,18.0,38.0,36.0,26.0,30.0,,32.0,6.0,14.0,27.0,33.0,39.0,27.0,13.0
2017-11-07 00:00:00,28,,38.0,38.0,,25.0,,41.0,37.0,,31.0,,29.0,42.0,31.0,20.0,22.0,,27.0,5.0,19.0,22.0,18.0,38.0,26.0,14.0
2017-11-08 00:00:00,25,,37.0,36.0,42.0,25.0,,35.0,27.0,,38.0,,21.0,28.0,21.0,16.0,16.0,,19.0,,13.0,15.0,20.0,24.0,29.0,10.0
2017-11-09 00:00:00,18,,26.0,29.0,36.0,19.0,,26.0,29.0,,30.0,,20.0,20.0,20.0,12.0,15.0,,17.0,,12.0,11.0,17.0,20.0,22.0,7.0
2017-11-10 00:00:00,18,,24.0,28.0,30.0,18.0,,25.0,26.0,,23.0,,16.0,22.0,17.0,12.0,10.0,,13.0,,14.0,10.0,18.0,15.0,21.0,6.0
2017-11-11 00:00:00,12,,20.0,21.0,26.0,14.0,,22.0,25.0,,22.0,,,21.0,19.0,10.0,12.0,,17.0,4.0,12.0,,17.0,18.0,19.0,8.0
2017-11-12 00:00:00,18,,24.0,26.0,32.0,17.0,,28.0,28.0,,18.0,,,29.0,18.0,10.0,12.0,,18.0,,10.0,,22.0,22.0,19.0,5.0
2017-11-13 00:00:00,24,,33.0,33.0,36.0,20.0,,33.0,38.0,,15.0,,,24.0,21.0,16.0,16.0,,24.0,,13.0,11.0,21.0,25.0,15.0,8.0
2017-11-14 00:00:00,29,,34.0,39.0,48.0,23.0,,39.0,35.0,,,,,38.0,23.0,18.0,14.0,,23.0,5.0,13.0,12.0,26.0,23.0,27.0,6.0
2017-11-15 00:00:00,24,,31.0,38.0,43.0,21.0,,43.0,38.0,,,,,40.0,23.0,18.0,15.0,,19.0,,12.0,14.0,24.0,24.0,29.0,4.0
2017-11-16 00:00:00,18,,21.0,24.0,27.0,15.0,,23.0,25.0,,,,25.0,31.0,24.0,18.0,19.0,,12.0,5.0,17.0,11.0,22.0,20.0,21.0,8.0
2017-11-17 00:00:00,25,,30.0,32.0,40.0,19.0,,34.0,37.0,53.0,22.0,,45.0,37.0,26.0,18.0,13.0,,17.0,6.0,18.0,10.0,16.0,24.0,22.0,9.0
2017-11-18 00:00:00,42,,45.0,45.0,56.0,25.0,,54.0,43.0,54.0,21.0,40.0,37.0,40.0,19.0,17.0,14.0,,17.0,11.0,16.0,10.0,21.0,50.0,22.0,11.0
2017-11-19 00:00:00,28,,36.0,37.0,45.0,25.0,,37.0,37.0,52.0,17.0,30.0,27.0,38.0,22.0,18.0,16.0,,13.0,8.0,18.0,13.0,20.0,39.0,15.0,9.0
2017-11-20 00:00:00,14,,19.0,23.0,28.0,16.0,,24.0,19.0,37.0,11.0,27.0,15.0,12.0,24.0,,15.0,,11.0,7.0,16.0,15.0,16.0,11.0,13.0,12.0
2017-11-21 00:00:00,11,,17.0,19.0,24.0,13.0,,17.0,19.0,,10.0,,13.0,,23.0,,14.0,,10.0,6.0,,9.0,14.0,12.0,13.0,7.0
2017-11-22 00:00:00,19,,22.0,27.0,34.0,16.0,,26.0,25.0,24.0,15.0,,14.0,20.0,20.0,,11.0,,11.0,5.0,,,24.0,17.0,16.0,8.0
2017-11-23 00:00:00,10,15.0,17.0,17.0,23.0,12.0,,19.0,19.0,20.0,21.0,,11.0,14.0,23.0,18.0,14.0,,9.0,,13.0,10.0,22.0,13.0,19.0,5.0
2017-11-24 00:00:00,10,20.0,18.0,20.0,26.0,13.0,,17.0,16.0,15.0,21.0,,8.0,14.0,25.0,17.0,11.0,,,,14.0,11.0,20.0,15.0,21.0,7.0
2017-11-25 00:00:00,20,23.0,29.0,29.0,35.0,20.0,,30.0,21.0,31.0,23.0,,10.0,20.0,24.0,14.0,,,,,14.0,14.0,19.0,18.0,21.0,6.0
2017-11-26 00:00:00,21,23.0,29.0,31.0,35.0,21.0,,30.0,26.0,26.0,23.0,,11.0,21.0,21.0,12.0,,,,,8.0,,21.0,19.0,22.0,5.0
2017-11-27 00:00:00,17,23.0,26.0,28.0,35.0,,,25.0,27.0,26.0,21.0,,13.0,22.0,25.0,17.0,,,,,13.0,,22.0,22.0,27.0,7.0
2017-11-28 00:00:00,23,24.0,34.0,33.0,42.0,,,31.0,38.0,28.0,24.0,,19.0,29.0,32.0,23.0,,,18.0,,10.0,,21.0,25.0,25.0,5.0
2017-11-29 00:00:00,22,25.0,24.0,27.0,41.0,29.0,,26.0,29.0,23.0,22.0,,19.0,30.0,27.0,15.0,,,20.0,,9.0,12.0,21.0,20.0,23.0,4.0
2017-11-30 00:00:00,,23.0,27.0,30.0,40.0,29.0,,25.0,27.0,24.0,21.0,,18.0,24.0,25.0,17.0,,,18.0,4.0,11.0,11.0,21.0,16.0,26.0,3.0
2017-12-01 00:00:00,,28.0,34.0,30.0,42.0,30.0,,32.0,28.0,27.0,24.0,,19.0,26.0,24.0,15.0,,9.0,18.0,,13.0,,25.0,16.0,24.0,8.0
2017-12-02 00:00:00,,24.0,31.0,31.0,42.0,27.0,,35.0,31.0,24.0,,,12.0,23.0,26.0,13.0,,10.0,16.0,,11.0,13.0,20.0,12.0,25.0,7.0
2017-12-03 00:00:00,,27.0,25.0,26.0,35.0,20.0,,30.0,20.0,31.0,,,12.0,,26.0,15.0,,8.0,20.0,,10.0,,25.0,9.0,25.0,5.0
2017-12-04 00:00:00,,19.0,22.0,27.0,35.0,18.0,,28.0,22.0,29.0,25.0,,11.0,,27.0,,,,18.0,6.0,14.0,15.0,30.0,13.0,24.0,6.0
2017-12-05 00:00:00,11,19.0,24.0,20.0,32.0,17.0,,26.0,22.0,21.0,,,10.0,,29.0,,,,19.0,,13.0,17.0,27.0,14.0,23.0,5.0
2017-12-06 00:00:00,20,28.0,31.0,33.0,47.0,22.0,,36.0,27.0,32.0,,,18.0,29.0,33.0,23.0,,,23.0,,11.0,,34.0,17.0,31.0,7.0
2017-12-07 00:00:00,23,36.0,34.0,35.0,53.0,24.0,,37.0,34.0,44.0,,,23.0,27.0,37.0,28.0,,,32.0,7.0,15.0,,36.0,31.0,36.0,8.0
2017-12-08 00:00:00,26,29.0,39.0,38.0,50.0,28.0,,46.0,36.0,52.0,44.0,,30.0,28.0,39.0,29.0,,12.0,21.0,8.0,17.0,22.0,37.0,18.0,35.0,10.0
2017-12-09 00:00:00,17,23.0,28.0,25.0,37.0,21.0,,31.0,30.0,41.0,40.0,,16.0,25.0,41.0,,,11.0,31.0,8.0,17.0,22.0,40.0,27.0,34.0,10.0
2017-12-10 00:00:00,39,38.0,54.0,50.0,60.0,40.0,,58.0,48.0,53.0,47.0,,28.0,44.0,36.0,,,15.0,36.0,15.0,21.0,21.0,35.0,44.0,43.0,13.0
2017-12-11 00:00:00,50,61.0,68.0,69.0,88.0,48.0,,81.0,58.0,68.0,49.0,,35.0,56.0,26.0,,,22.0,41.0,13.0,26.0,23.0,39.0,35.0,42.0,20.0
2017-12-12 00:00:00,25,34.0,42.0,38.0,44.0,29.0,,47.0,38.0,66.0,40.0,,31.0,44.0,30.0,14.0,,26.0,33.0,21.0,27.0,24.0,27.0,52.0,38.0,20.0
2017-12-13 00:00:00,16,26.0,33.0,32.0,33.0,24.0,,38.0,29.0,42.0,25.0,27.0,21.0,33.0,26.0,15.0,22.0,19.0,46.0,18.0,28.0,23.0,,40.0,25.0,19.0
2017-12-14 00:00:00,20,26.0,34.0,34.0,36.0,24.0,,44.0,27.0,48.0,21.0,28.0,18.0,29.0,22.0,13.0,20.0,22.0,42.0,16.0,24.0,,25.0,37.0,26.0,18.0
2017-12-15 00:00:00,28,40.0,46.0,42.0,44.0,31.0,,52.0,42.0,69.0,33.0,53.0,25.0,34.0,30.0,15.0,24.0,28.0,31.0,17.0,25.0,16.0,28.0,44.0,33.0,21.0
2017-12-16 00:00:00,25,28.0,38.0,38.0,42.0,27.0,,48.0,35.0,32.0,43.0,59.0,22.0,25.0,29.0,19.0,27.0,23.0,12.0,14.0,24.0,17.0,32.0,24.0,39.0,15.0
2017-12-17 00:00:00,9,18.0,17.0,15.0,20.0,12.0,,22.0,20.0,16.0,29.0,24.0,11.0,19.0,33.0,23.0,23.0,12.0,18.0,11.0,21.0,11.0,29.0,20.0,26.0,12.0
2017-12-18 00:00:00,29,29.0,39.0,33.0,38.0,24.0,,40.0,36.0,36.0,41.0,48.0,20.0,37.0,30.0,20.0,20.0,7.0,32.0,8.0,17.0,19.0,31.0,38.0,40.0,10.0
2017-12-19 00:00:00,38,30.0,54.0,42.0,48.0,35.0,,51.0,38.0,41.0,51.0,57.0,22.0,40.0,35.0,22.0,28.0,14.0,50.0,9.0,23.0,30.0,41.0,38.0,,13.0
2017-12-20 00:00:00,41,39.0,59.0,51.0,55.0,39.0,,54.0,42.0,43.0,66.0,72.0,22.0,42.0,38.0,25.0,37.0,21.0,43.0,14.0,30.0,34.0,39.0,43.0,49.0,18.0
2017-12-21 00:00:00,47,55.0,59.0,53.0,57.0,35.0,,58.0,55.0,47.0,64.0,70.0,21.0,41.0,39.0,27.0,35.0,20.0,46.0,13.0,27.0,40.0,49.0,37.0,49.0,20.0
2017-12-22 00:00:00,50,58.0,64.0,58.0,69.0,36.0,,61.0,66.0,50.0,53.0,74.0,34.0,63.0,39.0,26.0,40.0,19.0,42.0,7.0,22.0,30.0,52.0,55.0,56.0,22.0
2017-12-23 00:00:00,54,61.0,68.0,62.0,75.0,38.0,,70.0,77.0,64.0,58.0,96.0,52.0,78.0,40.0,34.0,41.0,15.0,34.0,,14.0,,60.0,55.0,57.0,21.0
2017-12-24 00:00:00,44,51.0,62.0,59.0,67.0,36.0,,65.0,62.0,44.0,44.0,78.0,37.0,63.0,34.0,24.0,34.0,10.0,25.0,11.0,17.0,18.0,40.0,31.0,44.0,10.0
2017-12-25 00:00:00,20,25.0,30.0,30.0,39.0,21.0,,37.0,35.0,29.0,47.0,46.0,14.0,30.0,29.0,20.0,24.0,12.0,35.0,12.0,23.0,30.0,45.0,37.0,35.0,13.0
2017-12-26 00:00:00,51,,62.0,60.0,70.0,35.0,,72.0,57.0,51.0,55.0,73.0,40.0,49.0,43.0,32.0,38.0,13.0,50.0,6.0,17.0,42.0,44.0,52.0,56.0,18.0
2017-12-27 00:00:00,38,,46.0,45.0,52.0,25.0,,56.0,48.0,32.0,23.0,45.0,32.0,,35.0,26.0,21.0,9.0,29.0,10.0,16.0,29.0,21.0,27.0,15.0,19.0
2017-12-28 00:00:00,18,21.0,26.0,29.0,37.0,18.0,,30.0,30.0,17.0,11.0,28.0,30.0,34.0,16.0,10.0,6.0,8.0,18.0,7.0,17.0,,9.0,23.0,8.0,10.0
2017-12-29 00:00:00,14,15.0,20.0,24.0,31.0,15.0,,24.0,23.0,19.0,12.0,24.0,24.0,29.0,19.0,15.0,11.0,9.0,17.0,11.0,15.0,11.0,10.0,25.0,15.0,9.0
2017-12-30 00:00:00,14,22.0,22.0,24.0,31.0,16.0,,26.0,24.0,16.0,14.0,29.0,21.0,20.0,20.0,17.0,12.0,9.0,11.0,12.0,17.0,12.0,14.0,25.0,20.0,8.0
2017-12-31 00:00:00,15,18.0,24.0,23.0,28.0,14.0,,26.0,24.0,12.0,16.0,34.0,15.0,,21.0,14.0,12.0,10.0,11.0,15.0,18.0,12.0,15.0,15.0,19.0,9.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
หมายเหตุ,N/A : ไม่มีข้อมูล,,,,,,,,,,,,,,,,,,,,,,,,,
