Date,05T,59T,61T,50T,52T,53T,54T,08T,19T,24T,26T,27T,30T,32T,35T,36T,40T,44T,46T,62T,63T,75T,76T,77T,79T,80T
2017-01-01 00:00:00,33,21.0,28.0,,34.0,,,28.0,,17.0,24.0,27.0,17.0,21.0,30.0,,21.0,7.0,,,,16.0,20.0,18.0,,
2017-01-02 00:00:00,28,19.0,27.0,,32.0,,,26.0,,17.0,25.0,25.0,21.0,24.0,,,11.0,9.0,,,,5.0,18.0,15.0,,
2017-01-03 00:00:00,31,19.0,32.0,,34.0,,,28.0,,22.0,28.0,36.0,15.0,19.0,,13.0,12.0,6.0,,,,4.0,21.0,19.0,,
2017-01-04 00:00:00,37,21.0,34.0,,37.0,,,28.0,,32.0,35.0,49.0,22.0,24.0,19.0,,10.0,5.0,37.0,,,2.0,18.0,21.0,,
2017-01-05 00:00:00,45,29.0,40.0,,45.0,,,34.0,,34.0,39.0,48.0,23.0,24.0,,,7.0,7.0,42.0,,,,12.0,29.0,,
2017-01-06 00:00:00,43,27.0,38.0,,44.0,,,36.0,,31.0,31.0,38.0,,34.0,,13.0,7.0,5.0,37.0,,,5.0,10.0,20.0,,
2017-01-07 00:00:00,46,30.0,42.0,,52.0,,,41.0,,57.0,36.0,50.0,,42.0,22.0,15.0,10.0,,50.0,,,6.0,16.0,33.0,,
2017-01-08 00:00:00,43,35.0,43.0,,49.0,,,39.0,,59.0,40.0,51.0,,27.0,28.0,23.0,12.0,6.0,,,,6.0,29.0,25.0,,
2017-01-09 00:00:00,35,27.0,33.0,,39.0,,,30.0,,71.0,33.0,58.0,,20.0,28.0,,16.0,10.0,,,,6.0,24.0,30.0,,
2017-01-10 00:00:00,36,38.0,41.0,,51.0,,,45.0,,79.0,14.0,30.0,,,,20.0,12.0,12.0,,,,5.0,17.0,34.0,,
2017-01-11 00:00:00,25,17.0,24.0,,29.0,,,26.0,,70.0,10.0,17.0,,20.0,,12.0,6.0,10.0,40.0,,,,12.0,18.0,,
2017-01-12 00:00:00,19,17.0,22.0,,19.0,,,19.0,,47.0,9.0,8.0,13.0,13.0,18.0,12.0,10.0,12.0,57.0,,,,12.0,22.0,,
2017-01-13 00:00:00,29,20.0,30.0,,27.0,,,25.0,,59.0,12.0,13.0,21.0,14.0,21.0,14.0,14.0,14.0,45.0,,,6.0,24.0,30.0,,
2017-01-14 00:00:00,46,31.0,39.0,,44.0,,,39.0,,75.0,27.0,39.0,28.0,,26.0,14.0,14.0,18.0,36.0,,,8.0,32.0,37.0,,
2017-01-15 00:00:00,62,40.0,51.0,,54.0,,,60.0,,58.0,38.0,58.0,,40.0,27.0,18.0,17.0,14.0,,,,8.0,33.0,33.0,,
2017-01-16 00:00:00,43,28.0,38.0,,42.0,,,35.0,,46.0,49.0,51.0,28.0,20.0,32.0,19.0,18.0,12.0,,,,9.0,31.0,26.0,,
2017-01-17 00:00:00,36,23.0,35.0,,36.0,,,31.0,,63.0,53.0,47.0,16.0,16.0,35.0,26.0,24.0,6.0,26.0,,,9.0,46.0,23.0,,
2017-01-18 00:00:00,46,32.0,40.0,,42.0,,,34.0,,51.0,33.0,50.0,23.0,20.0,37.0,25.0,24.0,10.0,,,,12.0,40.0,26.0,,
2017-01-19 00:00:00,42,41.0,38.0,,47.0,,,34.0,,48.0,43.0,66.0,29.0,22.0,36.0,33.0,20.0,,37.0,,,10.0,33.0,32.0,,
2017-01-20 00:00:00,40,29.0,36.0,,36.0,,,36.0,,43.0,47.0,61.0,30.0,22.0,32.0,27.0,20.0,,24.0,,,12.0,30.0,28.0,,
2017-01-21 00:00:00,37,27.0,34.0,,35.0,,,30.0,,31.0,48.0,51.0,26.0,20.0,34.0,29.0,18.0,13.0,,,,11.0,28.0,28.0,,
2017-01-22 00:00:00,31,23.0,28.0,,31.0,,,24.0,,25.0,37.0,33.0,21.0,16.0,27.0,21.0,16.0,13.0,,,,7.0,35.0,21.0,,
2017-01-23 00:00:00,38,25.0,32.0,,35.0,,,29.0,,29.0,37.0,44.0,21.0,19.0,29.0,24.0,16.0,10.0,32.0,,,9.0,27.0,27.0,,
2017-01-24 00:00:00,43,34.0,40.0,,46.0,,,37.0,,32.0,39.0,53.0,21.0,26.0,34.0,21.0,18.0,16.0,41.0,,,9.0,31.0,30.0,,
2017-01-25 00:00:00,55,45.0,48.0,,57.0,,,49.0,,39.0,42.0,57.0,33.0,34.0,32.0,19.0,18.0,14.0,28.0,,,10.0,33.0,56.0,,
2017-01-26 00:00:00,35,32.0,32.0,,44.0,,,29.0,,33.0,34.0,54.0,16.0,16.0,30.0,15.0,22.0,9.0,,,,10.0,31.0,27.0,,
2017-01-27 00:00:00,38,27.0,35.0,,43.0,,,32.0,,37.0,36.0,44.0,17.0,20.0,33.0,20.0,16.0,,29.0,,,11.0,36.0,25.0,,
2017-01-28 00:00:00,45,29.0,39.0,,45.0,,,39.0,,42.0,41.0,44.0,20.0,23.0,32.0,24.0,17.0,,35.0,,,11.0,42.0,36.0,,
2017-01-29 00:00:00,58,47.0,53.0,,62.0,,,57.0,,80.0,44.0,53.0,,38.0,39.0,28.0,32.0,17.0,64.0,,,15.0,,42.0,,
2017-01-30 00:00:00,55,45.0,51.0,,58.0,,,52.0,,82.0,48.0,52.0,,42.0,40.0,28.0,36.0,20.0,62.0,,,16.0,47.0,55.0,,
2017-01-31 00:00:00,52,46.0,50.0,,58.0,,,52.0,,44.0,55.0,59.0,,36.0,52.0,40.0,37.0,13.0,33.0,,,17.0,57.0,48.0,,
2017-02-01 00:00:00,58,40.0,47.0,,54.0,,,49.0,,59.0,51.0,71.0,,31.0,51.0,39.0,33.0,13.0,44.0,,,17.0,48.0,41.0,,
2017-02-02 00:00:00,49,48.0,50.0,,59.0,,,45.0,,35.0,45.0,67.0,,30.0,44.0,33.0,21.0,23.0,24.0,,,17.0,45.0,31.0,,
2017-02-03 00:00:00,23,16.0,24.0,,21.0,,,19.0,,38.0,44.0,22.0,11.0,17.0,39.0,26.0,24.0,24.0,,,,13.0,37.0,23.0,,
2017-02-04 00:00:00,43,28.0,38.0,,35.0,,,37.0,,46.0,44.0,57.0,,,36.0,27.0,25.0,9.0,39.0,,,14.0,39.0,35.0,,
2017-02-05 00:00:00,56,45.0,49.0,,57.0,,,50.0,,65.0,43.0,53.0,,51.0,37.0,25.0,19.0,9.0,53.0,,,11.0,42.0,46.0,,
2017-02-06 00:00:00,70,52.0,62.0,,68.0,,,63.0,,77.0,36.0,56.0,,66.0,45.0,36.0,24.0,15.0,52.0,,,19.0,47.0,59.0,,
2017-02-07 00:00:00,51,42.0,45.0,,52.0,,,48.0,,89.0,24.0,32.0,,38.0,51.0,40.0,22.0,19.0,65.0,,,21.0,44.0,74.0,,
2017-02-08 00:00:00,37,31.0,35.0,,38.0,,,32.0,,86.0,23.0,24.0,,25.0,45.0,39.0,29.0,20.0,109.0,,,19.0,47.0,65.0,,
2017-02-09 00:00:00,47,41.0,48.0,,47.0,,,44.0,,86.0,40.0,35.0,23.0,28.0,46.0,41.0,34.0,18.0,56.0,,,23.0,51.0,60.0,,
2017-02-10 00:00:00,50,43.0,53.0,,52.0,,,48.0,,64.0,62.0,41.0,,41.0,50.0,40.0,47.0,16.0,34.0,,,31.0,65.0,63.0,,
2017-02-11 00:00:00,54,42.0,51.0,,52.0,,,52.0,,39.0,68.0,65.0,43.0,47.0,59.0,47.0,44.0,14.0,33.0,,,20.0,58.0,46.0,,
2017-02-12 00:00:00,45,38.0,51.0,,51.0,,,39.0,,31.0,66.0,39.0,28.0,31.0,63.0,51.0,34.0,15.0,48.0,,,18.0,46.0,35.0,,
2017-02-13 00:00:00,61,48.0,54.0,,62.0,,,,,47.0,63.0,62.0,34.0,42.0,60.0,49.0,38.0,16.0,50.0,,,23.0,56.0,61.0,,
2017-02-14 00:00:00,71,59.0,67.0,,75.0,,,,,52.0,76.0,81.0,,45.0,63.0,54.0,41.0,14.0,47.0,,,25.0,74.0,58.0,,
2017-02-15 00:00:00,64,53.0,59.0,,70.0,,,57.0,,48.0,77.0,82.0,31.0,38.0,62.0,48.0,31.0,10.0,40.0,,,23.0,56.0,44.0,,
2017-02-16 00:00:00,58,51.0,57.0,,66.0,,,51.0,,58.0,69.0,80.0,31.0,34.0,55.0,43.0,30.0,10.0,35.0,,,20.0,50.0,43.0,,
2017-02-17 00:00:00,59,47.0,,,60.0,,,54.0,,71.0,60.0,63.0,,45.0,52.0,39.0,31.0,11.0,53.0,,,21.0,,45.0,,
2017-02-18 00:00:00,64,51.0,,,73.0,,,65.0,,63.0,84.0,69.0,,61.0,51.0,39.0,34.0,9.0,42.0,,,22.0,,66.0,,
2017-02-19 00:00:00,76,70.0,,,86.0,,,80.0,,54.0,77.0,75.0,,67.0,62.0,44.0,38.0,9.0,44.0,,,19.0,81.0,62.0,,
2017-02-20 00:00:00,48,54.0,,,52.0,,,48.0,,87.0,55.0,41.0,,43.0,61.0,50.0,41.0,13.0,69.0,,,26.0,84.0,81.0,,
2017-02-21 00:00:00,33,37.0,,,37.0,,,34.0,,60.0,47.0,32.0,,25.0,50.0,37.0,34.0,13.0,81.0,,,26.0,69.0,56.0,,
2017-02-22 00:00:00,25,22.0,,,25.0,,,21.0,,51.0,31.0,14.0,,21.0,46.0,39.0,46.0,9.0,86.0,,,24.0,62.0,45.0,,
2017-02-23 00:00:00,17,16.0,,,18.0,,,16.0,,48.0,24.0,8.0,,15.0,37.0,26.0,37.0,9.0,79.0,,,20.0,,38.0,,
2017-02-24 00:00:00,14,15.0,15.0,,15.0,,,14.0,,36.0,16.0,4.0,,15.0,43.0,34.0,34.0,7.0,53.0,,,21.0,46.0,24.0,,
2017-02-25 00:00:00,18,17.0,24.0,,16.0,,,15.0,,35.0,16.0,6.0,17.0,17.0,42.0,38.0,41.0,9.0,,,,22.0,45.0,25.0,,
2017-02-26 00:00:00,22,24.0,27.0,,22.0,,,20.0,,40.0,20.0,6.0,14.0,14.0,52.0,47.0,32.0,9.0,,,,19.0,50.0,,,
2017-02-27 00:00:00,38,32.0,39.0,,42.0,,,35.0,,38.0,41.0,42.0,25.0,25.0,49.0,41.0,36.0,8.0,36.0,,,22.0,52.0,,,
2017-02-28 00:00:00,62,56.0,60.0,,71.0,,,62.0,,56.0,66.0,70.0,38.0,48.0,48.0,39.0,40.0,10.0,38.0,,,22.0,53.0,55.0,,
2017-03-01 00:00:00,61,50.0,57.0,,67.0,,,57.0,,70.0,76.0,60.0,36.0,49.0,53.0,38.0,44.0,12.0,39.0,,,21.0,53.0,52.0,,
2017-03-02 00:00:00,67,55.0,61.0,,70.0,,,64.0,,47.0,82.0,62.0,46.0,58.0,60.0,48.0,51.0,13.0,41.0,,,20.0,65.0,52.0,,
2017-03-03 00:00:00,65,63.0,65.0,,86.0,,,68.0,,60.0,76.0,64.0,66.0,57.0,78.0,67.0,51.0,13.0,62.0,,,23.0,73.0,68.0,,
2017-03-04 00:00:00,44,48.0,48.0,,50.0,,,41.0,,79.0,59.0,33.0,48.0,43.0,61.0,48.0,67.0,16.0,77.0,,,33.0,58.0,76.0,,
2017-03-05 00:00:00,34,36.0,37.0,,38.0,,,33.0,,51.0,41.0,30.0,33.0,28.0,63.0,55.0,87.0,19.0,78.0,,,,61.0,49.0,,
2017-03-06 00:00:00,32,34.0,36.0,,37.0,,,29.0,,40.0,31.0,23.0,27.0,27.0,67.0,54.0,84.0,22.0,85.0,,,,47.0,37.0,,
2017-03-07 00:00:00,28,28.0,30.0,,29.0,,,26.0,,44.0,33.0,16.0,30.0,25.0,67.0,54.0,85.0,23.0,71.0,,,46.0,48.0,37.0,,
2017-03-08 00:00:00,29,32.0,31.0,,31.0,,,30.0,,45.0,26.0,18.0,26.0,28.0,72.0,61.0,73.0,16.0,52.0,,,46.0,41.0,42.0,,
2017-03-09 00:00:00,28,30.0,29.0,,29.0,,,26.0,,42.0,25.0,17.0,21.0,21.0,47.0,42.0,52.0,12.0,,,,35.0,28.0,32.0,,
2017-03-10 00:00:00,23,24.0,23.0,,21.0,,,20.0,,32.0,21.0,10.0,19.0,18.0,50.0,36.0,40.0,10.0,45.0,,,26.0,22.0,31.0,,
2017-03-11 00:00:00,25,22.0,23.0,,24.0,,,21.0,,42.0,30.0,12.0,25.0,21.0,45.0,34.0,48.0,13.0,53.0,,,22.0,28.0,33.0,,
2017-03-12 00:00:00,26,27.0,25.0,,27.0,,,23.0,,38.0,28.0,16.0,22.0,18.0,40.0,33.0,24.0,16.0,50.0,,,24.0,24.0,36.0,,
2017-03-13 00:00:00,31,35.0,32.0,,40.0,,,32.0,,43.0,25.0,24.0,21.0,21.0,44.0,36.0,34.0,19.0,55.0,,,17.0,34.0,31.0,,
2017-03-14 00:00:00,25,28.0,26.0,,27.0,,,23.0,,52.0,30.0,12.0,21.0,20.0,59.0,45.0,69.0,23.0,95.0,,,19.0,68.0,33.0,,
2017-03-15 00:00:00,26,22.0,26.0,,25.0,,,23.0,,38.0,25.0,11.0,23.0,22.0,59.0,45.0,56.0,24.0,78.0,,,38.0,74.0,27.0,,
2017-03-16 00:00:00,27,26.0,24.0,,26.0,,,22.0,,43.0,25.0,14.0,18.0,22.0,58.0,38.0,72.0,20.0,,,,63.0,116.0,27.0,,
2017-03-17 00:00:00,27,27.0,25.0,,25.0,,,24.0,,50.0,23.0,18.0,22.0,21.0,62.0,47.0,47.0,16.0,,,,59.0,50.0,25.0,,
2017-03-18 00:00:00,17,17.0,17.0,,18.0,,,16.0,,42.0,17.0,12.0,19.0,16.0,56.0,,54.0,17.0,,,,31.0,42.0,21.0,,
2017-03-19 00:00:00,16,,15.0,,15.0,,,14.0,,33.0,17.0,16.0,15.0,14.0,57.0,40.0,36.0,18.0,,,,17.0,38.0,21.0,,
2017-03-20 00:00:00,14,14.0,14.0,,14.0,,,13.0,,41.0,17.0,10.0,12.0,12.0,105.0,84.0,49.0,30.0,,,,28.0,68.0,24.0,,
2017-03-21 00:00:00,26,20.0,24.0,,30.0,,,25.0,,40.0,22.0,20.0,8.0,,77.0,73.0,59.0,13.0,,,,42.0,64.0,22.0,,
2017-03-22 00:00:00,26,29.0,25.0,,29.0,,,24.0,,49.0,39.0,31.0,10.0,17.0,71.0,64.0,62.0,12.0,,,,50.0,70.0,27.0,,
2017-03-23 00:00:00,19,22.0,18.0,,19.0,,,16.0,,36.0,22.0,15.0,10.0,12.0,114.0,98.0,95.0,15.0,,,,56.0,111.0,19.0,,
2017-03-24 00:00:00,18,15.0,17.0,,18.0,,,15.0,,37.0,20.0,11.0,10.0,14.0,110.0,96.0,72.0,10.0,,,,64.0,69.0,18.0,,
2017-03-25 00:00:00,23,22.0,23.0,,21.0,,,20.0,,38.0,32.0,19.0,,20.0,67.0,57.0,43.0,11.0,,,,59.0,57.0,24.0,,
2017-03-26 00:00:00,25,24.0,29.0,,21.0,,,17.0,,33.0,18.0,12.0,21.0,19.0,64.0,51.0,44.0,13.0,,,,48.0,67.0,30.0,,
2017-03-27 00:00:00,23,25.0,24.0,,30.0,,,23.0,,40.0,12.0,30.0,21.0,16.0,45.0,32.0,18.0,7.0,,,,16.0,60.0,21.0,,
2017-03-28 00:00:00,38,29.0,34.0,,38.0,,,31.0,,35.0,38.0,45.0,22.0,19.0,49.0,29.0,25.0,9.0,,,,,43.0,25.0,,
2017-03-29 00:00:00,32,30.0,29.0,,31.0,,,26.0,,53.0,30.0,24.0,33.0,23.0,54.0,41.0,30.0,9.0,32.0,,,31.0,47.0,28.0,,
2017-03-30 00:00:00,24,30.0,28.0,,23.0,,,24.0,,33.0,15.0,13.0,18.0,18.0,52.0,34.0,35.0,12.0,35.0,,,29.0,43.0,26.0,,
2017-03-31 00:00:00,15,16.0,,,16.0,,,12.0,,22.0,14.0,9.0,9.0,,56.0,49.0,35.0,10.0,29.0,,,26.0,40.0,21.0,,
2017-04-01 00:00:00,21,15.0,,,23.0,,,22.0,,28.0,18.0,24.0,15.0,16.0,58.0,49.0,24.0,10.0,14.0,,,14.0,46.0,15.0,,
2017-04-02 00:00:00,29,23.0,,,30.0,,,23.0,,27.0,33.0,31.0,20.0,22.0,,17.0,15.0,11.0,27.0,,,10.0,34.0,24.0,,
2017-04-03 00:00:00,42,36.0,,,45.0,,,37.0,,41.0,33.0,39.0,27.0,24.0,41.0,27.0,26.0,5.0,21.0,,,16.0,35.0,28.0,,
2017-04-04 00:00:00,39,35.0,,,50.0,,,42.0,,44.0,39.0,48.0,33.0,29.0,52.0,38.0,34.0,9.0,35.0,,,23.0,32.0,29.0,,
2017-04-05 00:00:00,47,40.0,,,46.0,,,40.0,,59.0,29.0,41.0,39.0,30.0,61.0,45.0,39.0,11.0,53.0,,,,35.0,26.0,,
2017-04-06 00:00:00,,27.0,,,33.0,,,29.0,,42.0,23.0,23.0,16.0,22.0,71.0,61.0,55.0,12.0,34.0,,,27.0,49.0,18.0,,
2017-04-07 00:00:00,,21.0,,,17.0,,,18.0,,42.0,17.0,15.0,12.0,14.0,78.0,69.0,50.0,8.0,31.0,,,35.0,53.0,17.0,,
2017-04-08 00:00:00,,12.0,14.0,,14.0,,,12.0,,34.0,10.0,9.0,13.0,15.0,90.0,74.0,37.0,17.0,25.0,,,37.0,44.0,19.0,,
2017-04-09 00:00:00,,10.0,12.0,,,,,10.0,,40.0,10.0,6.0,9.0,9.0,86.0,72.0,44.0,,26.0,,,,31.0,19.0,,
2017-04-10 00:00:00,,10.0,10.0,,,,,7.0,,29.0,11.0,7.0,11.0,9.0,68.0,52.0,43.0,,28.0,,,,24.0,19.0,,
2017-04-11 00:00:00,,10.0,10.0,,9.0,,,9.0,,20.0,11.0,7.0,9.0,7.0,68.0,50.0,52.0,13.0,23.0,,,50.0,21.0,15.0,,
2017-04-12 00:00:00,,8.0,11.0,,7.0,,,8.0,,27.0,8.0,5.0,,6.0,81.0,66.0,38.0,18.0,28.0,,,53.0,20.0,14.0,,
2017-04-13 00:00:00,,10.0,12.0,,10.0,,,8.0,,24.0,9.0,4.0,9.0,8.0,65.0,48.0,23.0,19.0,14.0,,,,22.0,13.0,,
2017-04-14 00:00:00,,17.0,16.0,,19.0,,,16.0,,16.0,11.0,11.0,12.0,11.0,30.0,15.0,10.0,11.0,16.0,,,,13.0,19.0,,
2017-04-15 00:00:00,,16.0,18.0,,15.0,,,12.0,,23.0,13.0,9.0,13.0,12.0,28.0,13.0,10.0,9.0,25.0,,,,10.0,18.0,,
2017-04-16 00:00:00,,15.0,16.0,,16.0,,,12.0,,28.0,12.0,9.0,13.0,13.0,24.0,14.0,14.0,12.0,23.0,,,7.0,10.0,19.0,,
2017-04-17 00:00:00,,20.0,20.0,,21.0,,,19.0,,31.0,14.0,14.0,22.0,18.0,22.0,15.0,12.0,14.0,31.0,,,,10.0,23.0,,
2017-04-18 00:00:00,12,14.0,,,18.0,,,15.0,,36.0,13.0,,18.0,15.0,25.0,11.0,8.0,20.0,29.0,,,,8.0,25.0,,
2017-04-19 00:00:00,,10.0,,,14.0,,,8.0,,25.0,11.0,,11.0,10.0,33.0,22.0,18.0,18.0,23.0,,,,12.0,14.0,,
2017-04-20 00:00:00,,21.0,20.0,,24.0,,,19.0,,26.0,15.0,,16.0,12.0,38.0,24.0,24.0,16.0,24.0,,,20.0,18.0,21.0,,
2017-04-21 00:00:00,,28.0,31.0,,37.0,,,29.0,,34.0,26.0,29.0,24.0,20.0,52.0,39.0,38.0,16.0,34.0,,,32.0,31.0,26.0,,
2017-04-22 00:00:00,43,45.0,46.0,,48.0,,,43.0,,51.0,39.0,42.0,35.0,35.0,73.0,55.0,49.0,18.0,50.0,,,40.0,40.0,37.0,,
2017-04-23 00:00:00,43,43.0,44.0,,48.0,,,42.0,,48.0,40.0,44.0,43.0,37.0,79.0,58.0,60.0,20.0,45.0,,,28.0,39.0,42.0,,
2017-04-24 00:00:00,,39.0,38.0,,40.0,,,35.0,,47.0,36.0,37.0,30.0,27.0,73.0,60.0,58.0,15.0,37.0,,,23.0,39.0,28.0,,
2017-04-25 00:00:00,,31.0,31.0,,36.0,,,30.0,,38.0,28.0,31.0,29.0,29.0,71.0,57.0,49.0,26.0,29.0,,,31.0,28.0,31.0,,
2017-04-26 00:00:00,,33.0,31.0,,36.0,,,32.0,,45.0,27.0,31.0,28.0,27.0,67.0,57.0,48.0,19.0,38.0,,,37.0,33.0,35.0,,
2017-04-27 00:00:00,,31.0,29.0,,34.0,,,29.0,,43.0,30.0,29.0,29.0,26.0,78.0,64.0,58.0,17.0,50.0,,,45.0,35.0,27.0,,
2017-04-28 00:00:00,,31.0,28.0,,33.0,,,25.0,,44.0,,26.0,25.0,21.0,72.0,53.0,46.0,18.0,28.0,,,38.0,36.0,22.0,,
2017-04-29 00:00:00,26,37.0,28.0,,38.0,,,27.0,,39.0,,38.0,23.0,23.0,26.0,13.0,13.0,17.0,29.0,,,17.0,13.0,17.0,,
2017-04-30 00:00:00,25,29.0,30.0,,34.0,,,27.0,,,,22.0,27.0,18.0,29.0,17.0,20.0,15.0,34.0,,,16.0,16.0,22.0,,
2017-05-01 00:00:00,9,15.0,13.0,,17.0,,,12.0,,31.0,,15.0,12.0,9.0,45.0,32.0,30.0,18.0,32.0,,,26.0,16.0,18.0,,
2017-05-02 00:00:00,12,16.0,16.0,,18.0,,,14.0,,42.0,,14.0,13.0,13.0,41.0,33.0,34.0,18.0,36.0,,,36.0,24.0,21.0,,
2017-05-03 00:00:00,15,24.0,17.0,,19.0,,,14.0,,48.0,,19.0,15.0,13.0,43.0,31.0,39.0,19.0,33.0,,,45.0,29.0,20.0,,
2017-05-04 00:00:00,17,25.0,20.0,,21.0,,,15.0,,37.0,,17.0,15.0,15.0,50.0,33.0,31.0,20.0,34.0,,,46.0,32.0,20.0,,
2017-05-05 00:00:00,19,21.0,21.0,,24.0,,,18.0,,35.0,,,27.0,9.0,31.0,25.0,17.0,12.0,15.0,,,33.0,24.0,13.0,,
2017-05-06 00:00:00,30,38.0,32.0,,42.0,,,27.0,,53.0,,,35.0,19.0,16.0,18.0,15.0,13.0,20.0,,,25.0,14.0,23.0,,
2017-05-07 00:00:00,12,20.0,17.0,,19.0,,,13.0,,34.0,,,21.0,13.0,,22.0,21.0,19.0,19.0,,,19.0,16.0,17.0,,
2017-05-08 00:00:00,14,22.0,21.0,,20.0,,,14.0,,48.0,,,18.0,13.0,22.0,24.0,18.0,13.0,29.0,,,22.0,16.0,28.0,,
2017-05-09 00:00:00,11,20.0,21.0,,17.0,,,14.0,,36.0,,,12.0,15.0,,31.0,28.0,16.0,24.0,,,,21.0,19.0,,
2017-05-10 00:00:00,18,32.0,23.0,,26.0,,,22.0,,40.0,,,16.0,12.0,20.0,32.0,26.0,23.0,15.0,,,17.0,13.0,11.0,,
2017-05-11 00:00:00,14,21.0,20.0,,28.0,,,17.0,,47.0,10.0,,19.0,,19.0,,13.0,18.0,15.0,,,14.0,14.0,7.0,,
2017-05-12 00:00:00,,26.0,23.0,,21.0,,,19.0,,55.0,8.0,,12.0,,15.0,22.0,11.0,14.0,15.0,,,8.0,11.0,12.0,,
2017-05-13 00:00:00,,26.0,23.0,,24.0,,,17.0,,54.0,8.0,,12.0,,11.0,18.0,8.0,15.0,21.0,,,5.0,7.0,15.0,,
2017-05-14 00:00:00,,17.0,15.0,,16.0,,,15.0,,32.0,9.0,,14.0,,5.0,7.0,8.0,14.0,18.0,,,6.0,8.0,13.0,,
2017-05-15 00:00:00,,16.0,13.0,,10.0,,,10.0,,28.0,7.0,,14.0,,7.0,10.0,8.0,22.0,15.0,,,,5.0,17.0,,
2017-05-16 00:00:00,,17.0,13.0,,19.0,,,14.0,,34.0,8.0,16.0,12.0,,7.0,12.0,4.0,17.0,10.0,,,,8.0,13.0,,
2017-05-17 00:00:00,,15.0,10.0,,15.0,,,,,21.0,5.0,,14.0,,5.0,,2.0,25.0,14.0,,,5.0,,7.0,,
2017-05-18 00:00:00,,21.0,15.0,,16.0,,,16.0,,25.0,12.0,,18.0,,6.0,8.0,2.0,27.0,10.0,,,,8.0,16.0,,
2017-05-19 00:00:00,18,35.0,25.0,,31.0,,,24.0,,35.0,17.0,,17.0,,12.0,13.0,7.0,14.0,15.0,,,,14.0,19.0,,
2017-05-20 00:00:00,20,35.0,29.0,,33.0,,,30.0,,40.0,16.0,,17.0,,22.0,24.0,15.0,18.0,19.0,,,,18.0,20.0,,
2017-05-21 00:00:00,17,21.0,22.0,,23.0,,,23.0,,38.0,20.0,,19.0,,26.0,30.0,19.0,15.0,28.0,,,13.0,23.0,21.0,,
2017-05-22 00:00:00,19,27.0,25.0,,25.0,,,22.0,,38.0,16.0,,19.0,,30.0,38.0,25.0,14.0,23.0,,,20.0,21.0,22.0,,
2017-05-23 00:00:00,,27.0,24.0,,24.0,,,26.0,,30.0,15.0,,23.0,,26.0,27.0,23.0,9.0,25.0,,,19.0,18.0,22.0,,
2017-05-24 00:00:00,,24.0,20.0,,22.0,,,21.0,,47.0,9.0,17.0,12.0,,21.0,22.0,21.0,13.0,18.0,,,13.0,18.0,14.0,,
2017-05-25 00:00:00,14,26.0,16.0,,17.0,,,,,40.0,5.0,19.0,14.0,9.0,26.0,28.0,17.0,12.0,18.0,,,11.0,13.0,15.0,,
2017-05-26 00:00:00,13,20.0,15.0,,24.0,,,19.0,,43.0,9.0,27.0,22.0,9.0,13.0,15.0,7.0,20.0,18.0,,,6.0,5.0,,,
2017-05-27 00:00:00,19,25.0,19.0,,26.0,,,25.0,,41.0,9.0,,14.0,7.0,14.0,15.0,9.0,18.0,30.0,,,8.0,3.0,,,
2017-05-28 00:00:00,9,26.0,13.0,,21.0,,,15.0,,33.0,7.0,,10.0,6.0,18.0,17.0,13.0,18.0,31.0,,,15.0,3.0,10.0,,
2017-05-29 00:00:00,8,20.0,13.0,,19.0,,,16.0,,38.0,9.0,15.0,14.0,8.0,20.0,18.0,14.0,19.0,31.0,,,18.0,4.0,11.0,,
2017-05-30 00:00:00,12,24.0,14.0,,22.0,,,21.0,,33.0,11.0,16.0,16.0,13.0,16.0,21.0,9.0,21.0,20.0,,,18.0,8.0,15.0,,
2017-05-31 00:00:00,13,26.0,18.0,,24.0,,,22.0,,33.0,11.0,25.0,14.0,15.0,17.0,16.0,7.0,16.0,17.0,,,6.0,10.0,18.0,,
2017-06-01 00:00:00,9,23.0,18.0,,15.0,,,18.0,,25.0,10.0,16.0,14.0,,20.0,21.0,9.0,22.0,19.0,,,9.0,9.0,19.0,,
2017-06-02 00:00:00,11,28.0,13.0,,21.0,,,15.0,,23.0,7.0,16.0,11.0,,20.0,18.0,8.0,18.0,19.0,,,11.0,6.0,14.0,,
2017-06-03 00:00:00,,14.0,7.0,,11.0,,,11.0,,17.0,7.0,10.0,10.0,,16.0,16.0,6.0,21.0,11.0,,,8.0,5.0,12.0,,
2017-06-04 00:00:00,,14.0,8.0,,14.0,,,11.0,,6.0,5.0,10.0,12.0,,,11.0,4.0,18.0,,,,5.0,2.0,10.0,,
2017-06-05 00:00:00,,14.0,10.0,,16.0,,,15.0,,13.0,8.0,,7.0,,19.0,18.0,5.0,22.0,,,,7.0,,7.0,,
2017-06-06 00:00:00,5,14.0,10.0,,14.0,,,15.0,,,8.0,,9.0,,22.0,22.0,10.0,12.0,14.0,,,10.0,,12.0,8.0,
2017-06-07 00:00:00,6,18.0,11.0,14.0,15.0,11.0,,17.0,4.0,20.0,7.0,11.0,7.0,6.0,,18.0,6.0,13.0,,9.0,24.0,7.0,,10.0,6.0,12.0
2017-06-08 00:00:00,6,17.0,12.0,14.0,15.0,14.0,,14.0,4.0,14.0,9.0,12.0,8.0,6.0,,11.0,5.0,16.0,13.0,12.0,17.0,,3.0,9.0,7.0,13.0
