Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,44T,46T,47T,60T,62T,63T,57T,58T,67T,68T,69T,70T*,70T**,71T,72T,73T,74T,75T,76T,77T,78T,79T,80T,81T
2019-04-23 00:00:00,,15.0,17.0,20.0,,16.0,24.0,30.0,24.0,19.0,26.0,31.0,24.0,20.0,18.0,,,,16.0,20.0,17.0,,26.0,21.0,14.0,13.0,14.0,16.0,16.0,18.0,21.0,20.0,16.0,33.0,20.0,20.0,23.0,23.0,20.0,17.0,16.0,,,28.0,,11.0,23.0,23.0,47.0,56.0,34.0,27.0,23.0,,,17.0,21.0,82.0,,35.0,31.0,22.0,,15.0,17.0,
2019-04-24 00:00:00,,12.0,19.0,19.0,,14.0,24.0,37.0,21.0,17.0,22.0,30.0,21.0,18.0,26.0,,39.0,18.0,14.0,24.0,26.0,,44.0,29.0,27.0,14.0,14.0,17.0,16.0,15.0,20.0,18.0,13.0,41.0,29.0,28.0,30.0,32.0,35.0,34.0,15.0,,,37.0,,15.0,21.0,20.0,41.0,55.0,45.0,31.0,35.0,,,24.0,24.0,,,,39.0,30.0,,28.0,14.0,
2019-04-25 00:00:00,,15.0,19.0,20.0,,18.0,24.0,43.0,25.0,22.0,25.0,30.0,26.0,22.0,34.0,,44.0,22.0,20.0,27.0,31.0,,30.0,23.0,24.0,20.0,12.0,11.0,12.0,12.0,18.0,15.0,15.0,56.0,45.0,49.0,45.0,46.0,49.0,41.0,15.0,,,42.0,,15.0,17.0,19.0,39.0,96.0,59.0,50.0,48.0,,,17.0,26.0,37.0,,44.0,35.0,26.0,,32.0,14.0,
2019-04-26 00:00:00,,23.0,27.0,26.0,,25.0,29.0,41.0,30.0,26.0,31.0,39.0,31.0,25.0,33.0,,70.0,26.0,22.0,29.0,30.0,,33.0,19.0,22.0,21.0,16.0,11.0,13.0,13.0,19.0,20.0,17.0,50.0,43.0,52.0,57.0,55.0,54.0,42.0,25.0,,,48.0,,11.0,25.0,25.0,41.0,86.0,55.0,48.0,57.0,,,20.0,29.0,37.0,,46.0,54.0,29.0,,23.0,19.0,
2019-04-27 00:00:00,,16.0,23.0,25.0,,22.0,29.0,40.0,27.0,23.0,28.0,34.0,27.0,27.0,27.0,,39.0,23.0,24.0,30.0,22.0,,37.0,24.0,20.0,23.0,15.0,14.0,13.0,15.0,20.0,22.0,17.0,52.0,45.0,37.0,35.0,39.0,36.0,34.0,25.0,,,40.0,,,30.0,25.0,52.0,69.0,46.0,47.0,34.0,,,16.0,26.0,52.0,,34.0,71.0,29.0,,19.0,22.0,
2019-04-28 00:00:00,,9.0,12.0,15.0,,11.0,17.0,21.0,16.0,13.0,15.0,22.0,20.0,13.0,20.0,,33.0,17.0,18.0,20.0,19.0,,24.0,19.0,17.0,8.0,12.0,11.0,11.0,9.0,16.0,15.0,10.0,57.0,42.0,39.0,38.0,40.0,41.0,28.0,28.0,,,43.0,,18.0,19.0,17.0,53.0,,35.0,44.0,31.0,,,15.0,24.0,58.0,,37.0,44.0,24.0,,21.0,12.0,
2019-04-29 00:00:00,,6.0,13.0,14.0,,8.0,14.0,28.0,16.0,11.0,11.0,17.0,15.0,10.0,16.0,,29.0,15.0,15.0,18.0,14.0,,13.0,16.0,11.0,6.0,,8.0,9.0,8.0,10.0,12.0,6.0,63.0,56.0,39.0,37.0,40.0,40.0,20.0,19.0,,,40.0,,,18.0,20.0,95.0,116.0,34.0,50.0,28.0,,,18.0,25.0,90.0,,38.0,38.0,16.0,,15.0,18.0,
2019-04-30 00:00:00,,9.0,9.0,14.0,,8.0,15.0,34.0,18.0,15.0,14.0,20.0,18.0,13.0,27.0,,35.0,17.0,12.0,13.0,11.0,,19.0,18.0,11.0,11.0,,8.0,8.0,6.0,12.0,9.0,8.0,58.0,55.0,41.0,45.0,48.0,44.0,26.0,16.0,,,32.0,,,10.0,16.0,104.0,42.0,56.0,46.0,39.0,,,7.0,28.0,113.0,,,30.0,15.0,,14.0,9.0,
2019-05-01 00:00:00,,7.0,10.0,12.0,,7.0,14.0,21.0,14.0,12.0,13.0,20.0,15.0,10.0,17.0,,56.0,18.0,14.0,12.0,12.0,,,15.0,6.0,8.0,9.0,9.0,10.0,7.0,13.0,16.0,8.0,58.0,56.0,34.0,54.0,54.0,43.0,25.0,10.0,,,33.0,,7.0,9.0,15.0,143.0,35.0,70.0,50.0,42.0,,,8.0,28.0,126.0,,71.0,18.0,16.0,,7.0,10.0,
2019-05-02 00:00:00,,7.0,10.0,10.0,,9.0,12.0,28.0,14.0,10.0,12.0,17.0,14.0,9.0,21.0,,62.0,14.0,13.0,13.0,14.0,,,19.0,8.0,6.0,7.0,9.0,9.0,8.0,16.0,13.0,9.0,66.0,59.0,40.0,55.0,106.0,43.0,28.0,18.0,,,33.0,,9.0,12.0,16.0,176.0,38.0,82.0,53.0,85.0,,,10.0,31.0,110.0,,85.0,20.0,14.0,,5.0,11.0,
2019-05-03 00:00:00,,9.0,11.0,14.0,,,16.0,,17.0,14.0,15.0,22.0,17.0,12.0,14.0,,26.0,17.0,14.0,13.0,17.0,,19.0,17.0,18.0,8.0,6.0,7.0,10.0,9.0,14.0,16.0,10.0,71.0,63.0,35.0,51.0,77.0,36.0,20.0,17.0,,,35.0,,9.0,16.0,15.0,178.0,30.0,74.0,43.0,64.0,,,11.0,32.0,137.0,,89.0,18.0,18.0,,11.0,10.0,
2019-05-04 00:00:00,,11.0,11.0,13.0,,9.0,14.0,,18.0,12.0,14.0,20.0,19.0,11.0,18.0,,19.0,19.0,14.0,21.0,23.0,,27.0,16.0,16.0,9.0,9.0,15.0,13.0,12.0,15.0,15.0,9.0,54.0,47.0,23.0,32.0,79.0,25.0,19.0,17.0,,,34.0,,12.0,23.0,12.0,85.0,23.0,46.0,34.0,38.0,,,11.0,23.0,65.0,,,15.0,19.0,,8.0,8.0,
2019-05-05 00:00:00,,11.0,12.0,14.0,,12.0,15.0,,22.0,12.0,17.0,22.0,19.0,14.0,18.0,,14.0,20.0,15.0,,17.0,,22.0,19.0,18.0,11.0,10.0,9.0,9.0,7.0,12.0,,10.0,59.0,52.0,37.0,48.0,85.0,45.0,19.0,9.0,,,27.0,,12.0,10.0,8.0,80.0,38.0,46.0,44.0,35.0,,,10.0,21.0,63.0,,,24.0,16.0,,16.0,4.0,
2019-05-06 00:00:00,,19.0,22.0,23.0,,21.0,26.0,42.0,33.0,24.0,25.0,30.0,29.0,22.0,26.0,,16.0,25.0,19.0,,25.0,,36.0,22.0,26.0,20.0,12.0,14.0,15.0,16.0,21.0,18.0,16.0,60.0,54.0,41.0,44.0,72.0,44.0,31.0,11.0,,,36.0,,13.0,6.0,10.0,71.0,37.0,58.0,43.0,46.0,,,15.0,25.0,74.0,,,29.0,21.0,,24.0,4.0,
2019-05-07 00:00:00,,27.0,28.0,29.0,,27.0,32.0,45.0,35.0,29.0,31.0,32.0,33.0,28.0,39.0,,19.0,34.0,23.0,37.0,30.0,,41.0,33.0,30.0,29.0,17.0,19.0,23.0,21.0,27.0,30.0,24.0,59.0,55.0,43.0,50.0,69.0,47.0,37.0,18.0,,,37.0,,22.0,10.0,12.0,72.0,33.0,54.0,45.0,43.0,,,21.0,26.0,79.0,,62.0,32.0,33.0,,26.0,7.0,
2019-05-08 00:00:00,,32.0,31.0,30.0,,28.0,33.0,66.0,34.0,32.0,34.0,40.0,40.0,30.0,42.0,,24.0,36.0,23.0,31.0,31.0,,36.0,35.0,30.0,33.0,21.0,21.0,23.0,22.0,31.0,28.0,25.0,56.0,52.0,49.0,47.0,75.0,48.0,29.0,17.0,,,39.0,,27.0,13.0,15.0,60.0,37.0,47.0,47.0,39.0,,,21.0,22.0,85.0,,62.0,33.0,35.0,,25.0,9.0,
2019-05-09 00:00:00,,30.0,30.0,32.0,,32.0,34.0,50.0,38.0,33.0,35.0,41.0,37.0,31.0,40.0,,21.0,37.0,29.0,28.0,34.0,,36.0,,37.0,28.0,23.0,22.0,28.0,25.0,28.0,30.0,24.0,50.0,44.0,38.0,37.0,48.0,43.0,,17.0,,,24.0,,27.0,11.0,12.0,58.0,,37.0,47.0,33.0,,,28.0,18.0,83.0,,47.0,27.0,,,30.0,7.0,
2019-05-10 00:00:00,,29.0,32.0,28.0,,26.0,30.0,47.0,34.0,29.0,31.0,38.0,33.0,27.0,36.0,,29.0,35.0,33.0,34.0,28.0,,27.0,,29.0,26.0,22.0,23.0,26.0,25.0,27.0,26.0,27.0,48.0,40.0,36.0,33.0,43.0,36.0,,22.0,,,31.0,,24.0,13.0,14.0,52.0,16.0,33.0,46.0,31.0,,,21.0,21.0,70.0,,38.0,25.0,32.0,,27.0,11.0,
2019-05-11 00:00:00,,27.0,27.0,27.0,,23.0,32.0,41.0,33.0,28.0,32.0,38.0,33.0,27.0,38.0,,34.0,31.0,24.0,27.0,22.0,,30.0,,29.0,26.0,22.0,23.0,22.0,23.0,28.0,28.0,27.0,48.0,39.0,35.0,,50.0,38.0,,21.0,,,35.0,,24.0,13.0,14.0,52.0,14.0,33.0,45.0,30.0,,,19.0,28.0,72.0,,39.0,27.0,32.0,,26.0,10.0,
2019-05-12 00:00:00,,27.0,28.0,28.0,,24.0,29.0,38.0,33.0,28.0,31.0,37.0,31.0,25.0,30.0,,26.0,31.0,26.0,25.0,24.0,,29.0,28.0,26.0,24.0,19.0,26.0,22.0,25.0,29.0,26.0,31.0,36.0,32.0,40.0,36.0,59.0,39.0,,20.0,,,36.0,,23.0,13.0,14.0,50.0,11.0,35.0,36.0,37.0,,,14.0,29.0,76.0,,,34.0,33.0,,25.0,10.0,
2019-05-13 00:00:00,,26.0,19.0,20.0,,16.0,26.0,39.0,27.0,23.0,25.0,33.0,30.0,21.0,26.0,,24.0,27.0,19.0,22.0,18.0,,25.0,22.0,,19.0,19.0,29.0,22.0,28.0,18.0,20.0,14.0,34.0,25.0,23.0,17.0,23.0,22.0,,26.0,,,30.0,,21.0,14.0,17.0,39.0,,25.0,26.0,17.0,,,16.0,26.0,67.0,,,17.0,24.0,,18.0,10.0,
2019-05-14 00:00:00,,29.0,22.0,24.0,,21.0,28.0,38.0,31.0,27.0,29.0,41.0,33.0,23.0,23.0,,33.0,,19.0,22.0,14.0,,21.0,22.0,,26.0,21.0,30.0,28.0,29.0,18.0,26.0,15.0,27.0,18.0,15.0,19.0,,23.0,,18.0,,,19.0,,30.0,11.0,16.0,30.0,,17.0,24.0,25.0,,,17.0,18.0,30.0,,20.0,29.0,32.0,,16.0,11.0,
2019-05-15 00:00:00,,33.0,32.0,30.0,,30.0,37.0,48.0,35.0,35.0,36.0,45.0,38.0,26.0,31.0,,18.0,,20.0,28.0,26.0,,25.0,26.0,,25.0,16.0,16.0,21.0,16.0,21.0,20.0,18.0,25.0,17.0,19.0,21.0,19.0,21.0,,13.0,,,25.0,,21.0,9.0,12.0,23.0,,20.0,20.0,23.0,,,17.0,13.0,24.0,,22.0,26.0,26.0,,17.0,9.0,
2019-05-16 00:00:00,,,26.0,28.0,,27.0,29.0,40.0,31.0,26.0,30.0,38.0,34.0,26.0,37.0,,29.0,29.0,22.0,26.0,23.0,,23.0,22.0,,20.0,11.0,23.0,18.0,21.0,23.0,21.0,20.0,35.0,29.0,23.0,15.0,20.0,23.0,41.0,16.0,,,27.0,,15.0,7.0,11.0,27.0,17.0,22.0,31.0,20.0,,,16.0,18.0,32.0,,28.0,28.0,21.0,,19.0,5.0,
2019-05-17 00:00:00,,22.0,27.0,25.0,,23.0,27.0,37.0,29.0,27.0,27.0,33.0,33.0,23.0,35.0,,27.0,29.0,20.0,23.0,24.0,,25.0,26.0,27.0,23.0,18.0,18.0,21.0,20.0,26.0,28.0,22.0,41.0,36.0,30.0,24.0,27.0,28.0,25.0,15.0,,,35.0,,21.0,9.0,11.0,31.0,16.0,30.0,38.0,29.0,,,21.0,23.0,27.0,,33.0,29.0,28.0,,24.0,6.0,
2019-05-18 00:00:00,,23.0,26.0,27.0,,26.0,31.0,39.0,33.0,28.0,30.0,38.0,36.0,26.0,35.0,,30.0,29.0,21.0,27.0,24.0,,29.0,29.0,34.0,23.0,20.0,20.0,21.0,23.0,28.0,26.0,24.0,45.0,40.0,34.0,32.0,40.0,36.0,30.0,25.0,,,39.0,,22.0,11.0,14.0,31.0,17.0,44.0,39.0,38.0,,,23.0,26.0,30.0,,45.0,27.0,28.0,,23.0,9.0,
2019-05-19 00:00:00,,20.0,23.0,23.0,,22.0,26.0,31.0,29.0,25.0,26.0,34.0,29.0,22.0,31.0,,22.0,28.0,20.0,25.0,28.0,,32.0,32.0,30.0,17.0,19.0,17.0,18.0,20.0,24.0,26.0,19.0,43.0,33.0,29.0,34.0,37.0,33.0,25.0,21.0,,,41.0,,20.0,10.0,15.0,41.0,13.0,39.0,33.0,34.0,,,19.0,27.0,52.0,,54.0,25.0,27.0,,21.0,15.0,
2019-05-20 00:00:00,,17.0,24.0,21.0,,20.0,26.0,25.0,27.0,21.0,25.0,34.0,30.0,20.0,27.0,,26.0,25.0,18.0,22.0,22.0,,27.0,25.0,27.0,16.0,16.0,20.0,19.0,20.0,24.0,19.0,18.0,41.0,34.0,32.0,32.0,34.0,32.0,25.0,19.0,,,37.0,,14.0,11.0,13.0,50.0,14.0,42.0,38.0,36.0,,,16.0,28.0,64.0,,78.0,27.0,22.0,,17.0,10.0,
2019-05-21 00:00:00,,16.0,20.0,20.0,,20.0,24.0,33.0,27.0,20.0,24.0,31.0,30.0,20.0,31.0,,18.0,22.0,17.0,27.0,24.0,,21.0,25.0,27.0,21.0,19.0,17.0,17.0,17.0,23.0,23.0,16.0,35.0,27.0,20.0,19.0,,22.0,25.0,18.0,,,31.0,,17.0,11.0,13.0,41.0,13.0,20.0,30.0,17.0,,,16.0,24.0,67.0,,46.0,27.0,21.0,,17.0,7.0,
2019-05-22 00:00:00,,16.0,16.0,16.0,,16.0,16.0,30.0,23.0,15.0,20.0,28.0,24.0,15.0,21.0,,10.0,23.0,19.0,14.0,14.0,,21.0,25.0,25.0,16.0,14.0,18.0,15.0,18.0,24.0,18.0,15.0,19.0,10.0,6.0,8.0,,10.0,13.0,17.0,,,21.0,,19.0,10.0,11.0,21.0,16.0,16.0,13.0,9.0,,,15.0,,27.0,,26.0,16.0,26.0,,12.0,5.0,
2019-05-23 00:00:00,,16.0,18.0,17.0,,12.0,21.0,36.0,24.0,18.0,22.0,28.0,36.0,16.0,26.0,,25.0,22.0,19.0,20.0,14.0,,22.0,14.0,20.0,18.0,16.0,21.0,16.0,19.0,17.0,18.0,15.0,20.0,15.0,12.0,12.0,12.0,13.0,10.0,15.0,,,20.0,,17.0,13.0,13.0,18.0,,18.0,18.0,12.0,,,11.0,12.0,23.0,,29.0,18.0,19.0,,8.0,8.0,
2019-05-24 00:00:00,,15.0,18.0,15.0,,16.0,20.0,30.0,24.0,19.0,22.0,25.0,24.0,17.0,22.0,,23.0,21.0,16.0,28.0,12.0,,17.0,16.0,27.0,15.0,9.0,10.0,12.0,9.0,15.0,16.0,11.0,28.0,20.0,18.0,17.0,18.0,21.0,14.0,16.0,,,20.0,,7.0,14.0,15.0,24.0,8.0,20.0,27.0,19.0,,,,11.0,25.0,,25.0,22.0,16.0,,10.0,11.0,
2019-05-25 00:00:00,,18.0,20.0,20.0,,20.0,20.0,38.0,26.0,20.0,23.0,28.0,23.0,20.0,28.0,,12.0,22.0,15.0,23.0,18.0,,21.0,19.0,31.0,16.0,10.0,10.0,12.0,12.0,15.0,17.0,11.0,30.0,22.0,21.0,21.0,18.0,,18.0,15.0,,,24.0,,9.0,9.0,16.0,22.0,,20.0,29.0,16.0,,,10.0,12.0,26.0,,22.0,16.0,22.0,,16.0,9.0,
2019-05-26 00:00:00,,14.0,16.0,15.0,,15.0,17.0,30.0,21.0,15.0,18.0,24.0,26.0,15.0,24.0,,10.0,18.0,14.0,16.0,16.0,,14.0,16.0,25.0,17.0,9.0,11.0,14.0,9.0,11.0,,7.0,26.0,23.0,17.0,16.0,15.0,20.0,16.0,11.0,,,28.0,,9.0,16.0,25.0,19.0,11.0,18.0,25.0,18.0,,,11.0,14.0,21.0,,18.0,12.0,18.0,,14.0,16.0,
2019-05-27 00:00:00,,9.0,11.0,14.0,,13.0,15.0,31.0,18.0,13.0,15.0,22.0,16.0,13.0,23.0,,7.0,16.0,15.0,,14.0,,17.0,12.0,23.0,10.0,8.0,8.0,10.0,9.0,10.0,10.0,7.0,27.0,21.0,17.0,16.0,16.0,20.0,20.0,11.0,,,24.0,,7.0,20.0,33.0,18.0,11.0,17.0,25.0,23.0,,,11.0,19.0,30.0,,20.0,15.0,19.0,,8.0,16.0,
2019-05-28 00:00:00,,9.0,11.0,12.0,,11.0,14.0,24.0,19.0,16.0,16.0,23.0,20.0,13.0,15.0,,10.0,15.0,13.0,16.0,14.0,,16.0,8.0,24.0,8.0,6.0,10.0,,12.0,11.0,10.0,8.0,25.0,18.0,14.0,17.0,17.0,17.0,16.0,14.0,,,18.0,,,18.0,26.0,17.0,15.0,21.0,21.0,26.0,,,10.0,17.0,29.0,,22.0,16.0,13.0,,10.0,15.0,
2019-05-29 00:00:00,,5.0,7.0,12.0,,11.0,11.0,19.0,15.0,10.0,13.0,22.0,16.0,10.0,18.0,,11.0,12.0,15.0,16.0,9.0,,15.0,9.0,21.0,,4.0,8.0,9.0,9.0,10.0,11.0,7.0,20.0,12.0,14.0,10.0,12.0,13.0,12.0,16.0,,,15.0,,9.0,13.0,17.0,21.0,14.0,18.0,15.0,12.0,,,10.0,14.0,24.0,,15.0,9.0,10.0,,7.0,13.0,
2019-05-30 00:00:00,,10.0,6.0,10.0,,10.0,12.0,19.0,16.0,12.0,12.0,27.0,17.0,12.0,16.0,,,13.0,15.0,16.0,10.0,,16.0,5.0,20.0,4.0,,8.0,,8.0,11.0,9.0,7.0,14.0,8.0,7.0,5.0,5.0,8.0,12.0,14.0,,,16.0,,6.0,12.0,14.0,13.0,,11.0,8.0,6.0,,,8.0,,16.0,,8.0,8.0,10.0,,8.0,15.0,
2019-05-31 00:00:00,,11.0,11.0,15.0,,15.0,14.0,28.0,21.0,15.0,15.0,26.0,19.0,12.0,23.0,,10.0,16.0,12.0,19.0,12.0,,15.0,12.0,21.0,,,9.0,,6.0,14.0,,9.0,17.0,12.0,8.0,8.0,7.0,10.0,7.0,12.0,,,16.0,,13.0,12.0,15.0,7.0,,9.0,12.0,7.0,,,11.0,10.0,8.0,,7.0,10.0,16.0,,7.0,9.0,
2019-06-01 00:00:00,,11.0,11.0,14.0,,9.0,15.0,32.0,20.0,14.0,17.0,25.0,20.0,14.0,25.0,,10.0,17.0,14.0,16.0,14.0,,12.0,11.0,20.0,9.0,11.0,8.0,12.0,7.0,14.0,,10.0,17.0,12.0,10.0,8.0,11.0,10.0,14.0,15.0,,,17.0,,11.0,9.0,15.0,11.0,7.0,10.0,14.0,8.0,,,11.0,10.0,12.0,,9.0,7.0,16.0,,8.0,6.0,
2019-06-02 00:00:00,,8.0,13.0,10.0,,8.0,16.0,18.0,15.0,12.0,13.0,21.0,14.0,10.0,24.0,,6.0,12.0,12.0,14.0,12.0,,17.0,13.0,19.0,16.0,10.0,9.0,11.0,7.0,13.0,,10.0,17.0,12.0,7.0,8.0,9.0,7.0,7.0,14.0,,,14.0,,10.0,14.0,11.0,13.0,,11.0,16.0,4.0,,,11.0,6.0,17.0,,13.0,6.0,16.0,,5.0,6.0,
2019-06-03 00:00:00,,13.0,13.0,14.0,,11.0,17.0,19.0,22.0,15.0,17.0,24.0,21.0,11.0,17.0,,14.0,16.0,17.0,12.0,11.0,,20.0,,23.0,13.0,,15.0,11.0,13.0,17.0,,11.0,13.0,8.0,5.0,6.0,8.0,7.0,8.0,12.0,,,17.0,,12.0,11.0,11.0,13.0,17.0,8.0,9.0,6.0,,,8.0,9.0,15.0,,9.0,8.0,17.0,,7.0,6.0,
2019-06-04 00:00:00,,12.0,13.0,14.0,,16.0,18.0,25.0,21.0,15.0,19.0,24.0,19.0,14.0,18.0,,10.0,13.0,13.0,13.0,17.0,,19.0,,23.0,8.0,13.0,9.0,11.0,6.0,12.0,16.0,9.0,15.0,8.0,7.0,6.0,8.0,6.0,9.0,14.0,,,18.0,,13.0,9.0,12.0,13.0,18.0,10.0,8.0,7.0,,,10.0,9.0,17.0,,9.0,7.0,16.0,,8.0,7.0,
2019-06-05 00:00:00,,10.0,13.0,14.0,,10.0,18.0,27.0,20.0,15.0,17.0,27.0,17.0,12.0,19.0,,10.0,12.0,16.0,22.0,17.0,,22.0,,20.0,9.0,11.0,12.0,11.0,11.0,14.0,14.0,11.0,14.0,11.0,8.0,5.0,8.0,7.0,10.0,22.0,,,19.0,,13.0,12.0,12.0,10.0,12.0,14.0,9.0,9.0,,,12.0,10.0,15.0,,8.0,9.0,18.0,,8.0,8.0,
2019-06-06 00:00:00,,16.0,16.0,18.0,,17.0,22.0,31.0,24.0,20.0,23.0,32.0,23.0,16.0,21.0,,16.0,20.0,14.0,15.0,12.0,,17.0,14.0,22.0,23.0,7.0,14.0,13.0,12.0,16.0,14.0,14.0,15.0,10.0,7.0,8.0,8.0,7.0,18.0,7.0,,,20.0,,11.0,7.0,9.0,11.0,,12.0,11.0,,,,9.0,9.0,10.0,,9.0,10.0,13.0,,8.0,6.0,
2019-06-07 00:00:00,,23.0,19.0,19.0,,17.0,26.0,25.0,25.0,23.0,25.0,35.0,23.0,20.0,25.0,,21.0,23.0,16.0,15.0,17.0,,25.0,14.0,18.0,12.0,7.0,13.0,13.0,13.0,13.0,16.0,13.0,16.0,8.0,7.0,8.0,10.0,11.0,23.0,10.0,,,16.0,,7.0,11.0,10.0,13.0,14.0,12.0,12.0,,,,9.0,10.0,17.0,,11.0,10.0,12.0,,11.0,3.0,
2019-06-08 00:00:00,,10.0,12.0,14.0,,12.0,,23.0,18.0,13.0,19.0,32.0,14.0,14.0,21.0,,9.0,14.0,14.0,18.0,14.0,,21.0,8.0,19.0,12.0,7.0,8.0,9.0,6.0,15.0,11.0,10.0,17.0,10.0,11.0,15.0,14.0,14.0,24.0,9.0,,,17.0,,10.0,10.0,12.0,21.0,17.0,15.0,14.0,,,,7.0,10.0,17.0,,10.0,11.0,14.0,,7.0,5.0,
2019-06-09 00:00:00,,12.0,9.0,11.0,,11.0,,21.0,16.0,14.0,14.0,23.0,15.0,12.0,18.0,,6.0,11.0,12.0,10.0,11.0,,11.0,6.0,15.0,12.0,6.0,5.0,10.0,5.0,9.0,10.0,8.0,16.0,10.0,14.0,15.0,14.0,15.0,11.0,11.0,,,15.0,,7.0,9.0,11.0,16.0,16.0,12.0,15.0,,,,6.0,11.0,17.0,,10.0,8.0,10.0,,6.0,5.0,
2019-06-10 00:00:00,,8.0,8.0,10.0,,7.0,,25.0,14.0,12.0,11.0,16.0,13.0,11.0,19.0,,7.0,11.0,12.0,11.0,10.0,,14.0,6.0,16.0,,,15.0,10.0,7.0,11.0,9.0,7.0,12.0,5.0,7.0,11.0,9.0,8.0,,8.0,,,13.0,,4.0,12.0,17.0,13.0,14.0,14.0,8.0,,,,6.0,9.0,13.0,,11.0,9.0,11.0,,6.0,17.0,
2019-06-11 00:00:00,,9.0,10.0,14.0,,10.0,16.0,33.0,17.0,14.0,16.0,26.0,17.0,12.0,24.0,,23.0,12.0,11.0,,10.0,,17.0,,22.0,6.0,,8.0,11.0,7.0,12.0,6.0,7.0,12.0,9.0,3.0,11.0,9.0,8.0,16.0,12.0,,,17.0,,,21.0,22.0,9.0,20.0,10.0,9.0,7.0,,,7.0,8.0,8.0,,9.0,9.0,11.0,,9.0,16.0,
2019-06-12 00:00:00,,8.0,9.0,11.0,,8.0,13.0,26.0,13.0,11.0,12.0,16.0,15.0,9.0,21.0,,20.0,12.0,13.0,14.0,11.0,,20.0,7.0,20.0,3.0,8.0,6.0,11.0,8.0,14.0,8.0,8.0,15.0,10.0,11.0,8.0,10.0,9.0,16.0,17.0,,,16.0,,,13.0,21.0,10.0,16.0,12.0,12.0,8.0,,,7.0,11.0,12.0,,12.0,7.0,15.0,,10.0,16.0,
2019-06-13 00:00:00,,9.0,12.0,9.0,,12.0,15.0,21.0,14.0,11.0,12.0,19.0,17.0,11.0,21.0,,24.0,14.0,13.0,10.0,13.0,,18.0,12.0,22.0,5.0,7.0,,11.0,,14.0,10.0,9.0,13.0,14.0,10.0,8.0,8.0,7.0,15.0,16.0,,,17.0,,10.0,15.0,24.0,10.0,19.0,13.0,11.0,8.0,,,10.0,9.0,10.0,,11.0,7.0,15.0,,9.0,16.0,
2019-06-14 00:00:00,,8.0,7.0,10.0,,10.0,11.0,24.0,13.0,10.0,15.0,18.0,15.0,10.0,24.0,,22.0,13.0,13.0,18.0,11.0,,17.0,11.0,20.0,5.0,6.0,,12.0,,12.0,10.0,7.0,12.0,15.0,11.0,11.0,9.0,9.0,12.0,16.0,,29.0,18.0,,8.0,14.0,21.0,10.0,16.0,13.0,11.0,10.0,,,9.0,9.0,8.0,,10.0,9.0,13.0,,11.0,16.0,
2019-06-15 00:00:00,,10.0,11.0,12.0,,10.0,11.0,25.0,15.0,12.0,17.0,22.0,15.0,13.0,22.0,,10.0,14.0,12.0,12.0,9.0,,13.0,11.0,22.0,6.0,6.0,8.0,8.0,7.0,13.0,11.0,9.0,18.0,20.0,15.0,11.0,9.0,11.0,7.0,11.0,,15.0,19.0,,10.0,11.0,20.0,13.0,11.0,13.0,14.0,9.0,,,9.0,13.0,15.0,,12.0,9.0,16.0,,8.0,10.0,
2019-06-16 00:00:00,,11.0,11.0,15.0,,12.0,10.0,22.0,17.0,16.0,20.0,30.0,15.0,15.0,22.0,,8.0,12.0,12.0,13.0,8.0,,15.0,8.0,17.0,7.0,5.0,8.0,9.0,8.0,11.0,,7.0,15.0,14.0,11.0,11.0,7.0,8.0,7.0,11.0,,22.0,16.0,,7.0,16.0,24.0,10.0,14.0,11.0,11.0,6.0,,,8.0,6.0,12.0,,10.0,6.0,10.0,,10.0,14.0,
2019-06-17 00:00:00,,8.0,10.0,11.0,,11.0,9.0,22.0,13.0,10.0,16.0,17.0,13.0,10.0,19.0,,8.0,10.0,11.0,14.0,7.0,,9.0,6.0,19.0,4.0,3.0,6.0,8.0,6.0,10.0,,7.0,11.0,14.0,9.0,11.0,9.0,6.0,8.0,17.0,,32.0,15.0,,4.0,14.0,35.0,7.0,14.0,9.0,8.0,4.0,,,6.0,,10.0,,9.0,7.0,10.0,,6.0,20.0,
2019-06-18 00:00:00,,8.0,7.0,10.0,,6.0,9.0,22.0,12.0,10.0,14.0,22.0,14.0,7.0,19.0,,16.0,11.0,11.0,21.0,9.0,,12.0,6.0,20.0,3.0,4.0,6.0,10.0,8.0,9.0,7.0,6.0,12.0,15.0,10.0,11.0,7.0,6.0,9.0,10.0,,29.0,15.0,,5.0,12.0,22.0,8.0,14.0,8.0,9.0,4.0,,,7.0,,8.0,,7.0,8.0,10.0,,9.0,18.0,
2019-06-19 00:00:00,,8.0,7.0,10.0,,5.0,9.0,26.0,13.0,11.0,16.0,17.0,16.0,8.0,18.0,,,10.0,12.0,12.0,13.0,,16.0,12.0,19.0,3.0,4.0,7.0,10.0,7.0,10.0,8.0,7.0,15.0,14.0,12.0,10.0,8.0,8.0,14.0,13.0,,22.0,17.0,,5.0,12.0,22.0,10.0,9.0,9.0,11.0,9.0,,,,7.0,11.0,,8.0,6.0,11.0,,11.0,20.0,
