Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,44T,46T,47T,60T,62T,63T,57T,58T,67T,68T,69T,70T*,70T**,71T,72T,73T,74T,75T,76T,77T,78T,79T,80T,81T
2019-02-23 00:00:00,,13.0,17.0,19.0,,16.0,21.0,34.0,23.0,18.0,20.0,27.0,27.0,18.0,24.0,,16.0,15.0,17.0,19.0,22.0,,41.0,26.0,26.0,18.0,,15.0,12.0,12.0,14.0,19.0,14.0,71.0,64.0,90.0,57.0,89.0,77.0,36.0,21.0,,,67.0,,,15.0,17.0,46.0,67.0,64.0,73.0,67.0,74.0,,19.0,49.0,,,51.0,48.0,30.0,,42.0,13.0,
2019-02-24 00:00:00,,13.0,17.0,21.0,,15.0,21.0,26.0,22.0,18.0,21.0,31.0,29.0,18.0,21.0,,15.0,14.0,19.0,22.0,27.0,,39.0,28.0,25.0,18.0,,21.0,13.0,12.0,14.0,14.0,14.0,56.0,48.0,67.0,47.0,63.0,55.0,44.0,21.0,,,70.0,,,18.0,19.0,51.0,61.0,66.0,51.0,57.0,67.0,,20.0,58.0,,,52.0,37.0,27.0,,43.0,12.0,
2019-02-25 00:00:00,,14.0,18.0,23.0,,16.0,21.0,33.0,24.0,20.0,22.0,26.0,30.0,19.0,20.0,,15.0,15.0,21.0,22.0,28.0,,31.0,26.0,28.0,19.0,,21.0,16.0,19.0,15.0,26.0,19.0,55.0,46.0,85.0,55.0,72.0,68.0,36.0,22.0,,,61.0,,,17.0,20.0,53.0,67.0,70.0,58.0,73.0,66.0,,32.0,64.0,63.0,,61.0,39.0,24.0,,39.0,9.0,
2019-02-26 00:00:00,,17.0,19.0,21.0,,18.0,23.0,35.0,26.0,21.0,23.0,29.0,29.0,20.0,25.0,,16.0,16.0,20.0,29.0,27.0,,39.0,26.0,30.0,20.0,,19.0,14.0,19.0,20.0,18.0,16.0,63.0,58.0,76.0,52.0,77.0,84.0,34.0,13.0,,,57.0,,,15.0,18.0,45.0,81.0,68.0,60.0,60.0,82.0,,31.0,47.0,60.0,,65.0,43.0,32.0,,33.0,8.0,
2019-02-27 00:00:00,,19.0,24.0,29.0,,22.0,27.0,43.0,30.0,25.0,29.0,32.0,35.0,25.0,34.0,,22.0,20.0,25.0,36.0,41.0,,49.0,40.0,33.0,24.0,,26.0,22.0,25.0,20.0,28.0,20.0,63.0,62.0,68.0,38.0,72.0,88.0,34.0,18.0,,,62.0,,,19.0,19.0,50.0,,69.0,72.0,51.0,71.0,,42.0,27.0,50.0,,62.0,52.0,41.0,,40.0,11.0,
2019-02-28 00:00:00,,21.0,24.0,32.0,,25.0,33.0,43.0,34.0,27.0,30.0,38.0,39.0,28.0,31.0,,25.0,24.0,25.0,37.0,38.0,,54.0,37.0,35.0,26.0,,26.0,20.0,24.0,23.0,28.0,22.0,69.0,66.0,75.0,42.0,55.0,71.0,49.0,24.0,,,74.0,,,26.0,24.0,46.0,94.0,53.0,67.0,57.0,58.0,,38.0,33.0,54.0,,46.0,59.0,40.0,,43.0,15.0,
2019-03-01 00:00:00,,20.0,24.0,28.0,,24.0,29.0,40.0,31.0,25.0,28.0,36.0,34.0,25.0,33.0,,25.0,24.0,24.0,31.0,35.0,,43.0,32.0,37.0,26.0,,23.0,20.0,18.0,23.0,29.0,25.0,51.0,47.0,59.0,30.0,46.0,55.0,41.0,31.0,,,85.0,,,20.0,25.0,48.0,82.0,49.0,49.0,51.0,43.0,,42.0,40.0,56.0,,33.0,51.0,42.0,,47.0,23.0,
2019-03-02 00:00:00,,22.0,25.0,26.0,,26.0,31.0,37.0,32.0,25.0,29.0,36.0,37.0,26.0,30.0,,24.0,23.0,26.0,31.0,,,42.0,30.0,34.0,25.0,,29.0,19.0,17.0,24.0,24.0,23.0,49.0,42.0,60.0,35.0,51.0,54.0,43.0,29.0,,,77.0,,,22.0,25.0,50.0,96.0,52.0,46.0,47.0,44.0,,35.0,43.0,64.0,,40.0,49.0,37.0,,43.0,18.0,
2019-03-03 00:00:00,,18.0,24.0,24.0,,24.0,29.0,33.0,30.0,23.0,26.0,35.0,34.0,24.0,30.0,,20.0,20.0,21.0,27.0,34.0,,43.0,32.0,32.0,25.0,,18.0,,17.0,17.0,17.0,20.0,50.0,41.0,70.0,38.0,56.0,52.0,41.0,24.0,,,64.0,,,26.0,27.0,48.0,82.0,59.0,51.0,51.0,60.0,,25.0,46.0,58.0,,51.0,42.0,30.0,,39.0,24.0,
2019-03-04 00:00:00,,15.0,20.0,22.0,,17.0,22.0,34.0,25.0,19.0,20.0,26.0,33.0,19.0,23.0,,18.0,19.0,20.0,23.0,23.0,,32.0,24.0,23.0,20.0,,22.0,,12.0,20.0,18.0,17.0,40.0,36.0,57.0,39.0,63.0,55.0,40.0,28.0,,,49.0,,,29.0,28.0,45.0,75.0,63.0,52.0,49.0,58.0,,20.0,44.0,60.0,,61.0,33.0,27.0,,40.0,24.0,
2019-03-05 00:00:00,,22.0,24.0,27.0,,22.0,31.0,40.0,32.0,25.0,28.0,30.0,39.0,24.0,31.0,,24.0,20.0,27.0,34.0,32.0,,45.0,31.0,33.0,28.0,,23.0,20.0,14.0,26.0,31.0,26.0,30.0,25.0,45.0,40.0,59.0,50.0,36.0,32.0,,,48.0,,,20.0,25.0,36.0,48.0,54.0,42.0,45.0,71.0,,28.0,37.0,63.0,,60.0,26.0,38.0,,39.0,23.0,
2019-03-06 00:00:00,,23.0,25.0,28.0,,20.0,31.0,45.0,32.0,28.0,28.0,34.0,39.0,25.0,35.0,,24.0,30.0,27.0,31.0,27.0,,50.0,34.0,35.0,30.0,,16.0,15.0,12.0,20.0,22.0,20.0,32.0,23.0,42.0,34.0,54.0,38.0,38.0,22.0,,,68.0,,,24.0,25.0,31.0,46.0,54.0,28.0,,,,28.0,51.0,60.0,,64.0,24.0,32.0,,26.0,20.0,
2019-03-07 00:00:00,,11.0,13.0,19.0,,11.0,18.0,33.0,21.0,16.0,17.0,21.0,26.0,15.0,21.0,,14.0,16.0,15.0,21.0,27.0,,32.0,24.0,38.0,16.0,,18.0,13.0,12.0,17.0,15.0,11.0,40.0,31.0,67.0,50.0,60.0,56.0,51.0,26.0,,,59.0,,,22.0,25.0,38.0,56.0,74.0,28.0,,,,25.0,54.0,48.0,,68.0,29.0,28.0,,35.0,16.0,
2019-03-08 00:00:00,,12.0,16.0,19.0,,14.0,19.0,35.0,23.0,16.0,19.0,23.0,28.0,16.0,19.0,,13.0,18.0,20.0,26.0,27.0,,41.0,29.0,24.0,9.0,,19.0,16.0,19.0,20.0,19.0,15.0,48.0,43.0,53.0,45.0,58.0,44.0,51.0,26.0,,,61.0,,,28.0,29.0,40.0,74.0,71.0,36.0,50.0,,,21.0,55.0,58.0,,63.0,27.0,32.0,,35.0,16.0,
2019-03-09 00:00:00,,11.0,14.0,16.0,,14.0,19.0,26.0,22.0,15.0,17.0,23.0,26.0,15.0,16.0,,12.0,15.0,17.0,26.0,30.0,,44.0,26.0,17.0,9.0,,17.0,12.0,15.0,17.0,24.0,14.0,41.0,35.0,42.0,34.0,42.0,35.0,39.0,21.0,,,72.0,,,23.0,27.0,39.0,68.0,61.0,36.0,52.0,,,22.0,45.0,64.0,,55.0,39.0,25.0,,38.0,17.0,
2019-03-10 00:00:00,,11.0,14.0,17.0,,15.0,18.0,22.0,20.0,16.0,17.0,23.0,28.0,16.0,21.0,,11.0,14.0,16.0,23.0,29.0,,36.0,26.0,26.0,9.0,,19.0,11.0,17.0,18.0,17.0,13.0,60.0,52.0,52.0,49.0,54.0,46.0,42.0,19.0,,,63.0,,,21.0,21.0,51.0,88.0,76.0,46.0,60.0,,,22.0,51.0,87.0,,65.0,48.0,28.0,,40.0,18.0,
2019-03-11 00:00:00,,13.0,18.0,21.0,,19.0,23.0,34.0,27.0,23.0,22.0,28.0,30.0,24.0,34.0,,16.0,19.0,17.0,32.0,33.0,,46.0,32.0,50.0,20.0,,21.0,13.0,21.0,19.0,19.0,17.0,92.0,80.0,92.0,71.0,109.0,79.0,50.0,24.0,,,78.0,,,20.0,23.0,74.0,78.0,93.0,82.0,104.0,,,20.0,70.0,143.0,,85.0,56.0,31.0,,51.0,15.0,
2019-03-12 00:00:00,,33.0,31.0,36.0,,32.0,38.0,67.0,48.0,43.0,36.0,42.0,53.0,35.0,60.0,,37.0,33.0,30.0,35.0,39.0,,73.0,42.0,,56.0,,19.0,19.0,20.0,24.0,25.0,23.0,141.0,122.0,136.0,95.0,140.0,151.0,66.0,32.0,,,91.0,,,22.0,22.0,88.0,91.0,116.0,131.0,158.0,,,21.0,111.0,161.0,,102.0,92.0,43.0,,81.0,15.0,
2019-03-13 00:00:00,,17.0,20.0,25.0,,22.0,23.0,39.0,28.0,23.0,25.0,33.0,32.0,21.0,44.0,,19.0,23.0,24.0,35.0,47.0,,81.0,42.0,43.0,26.0,,18.0,14.0,17.0,22.0,21.0,20.0,122.0,119.0,136.0,98.0,125.0,118.0,72.0,27.0,,,109.0,,,20.0,21.0,86.0,95.0,148.0,130.0,158.0,,,25.0,114.0,182.0,,134.0,57.0,38.0,,84.0,19.0,
2019-03-14 00:00:00,,13.0,15.0,20.0,,16.0,20.0,29.0,25.0,19.0,20.0,26.0,26.0,,24.0,,14.0,16.0,16.0,25.0,37.0,,50.0,33.0,22.0,10.0,,13.0,9.0,19.0,16.0,21.0,15.0,141.0,126.0,140.0,110.0,115.0,121.0,56.0,19.0,,,95.0,,,19.0,23.0,99.0,97.0,168.0,141.0,147.0,,,31.0,120.0,206.0,,171.0,75.0,36.0,,70.0,15.0,
2019-03-15 00:00:00,,14.0,16.0,18.0,,13.0,19.0,33.0,23.0,16.0,19.0,27.0,28.0,19.0,22.0,,15.0,19.0,18.0,22.0,26.0,,36.0,23.0,18.0,9.0,,23.0,18.0,20.0,,26.0,18.0,158.0,146.0,129.0,99.0,119.0,97.0,50.0,22.0,,,106.0,,,26.0,27.0,140.0,98.0,167.0,143.0,108.0,,,27.0,118.0,216.0,,166.0,68.0,33.0,,44.0,20.0,
2019-03-16 00:00:00,,25.0,24.0,29.0,,23.0,28.0,41.0,37.0,31.0,29.0,43.0,44.0,32.0,34.0,,25.0,,28.0,39.0,33.0,,52.0,35.0,44.0,24.0,,28.0,20.0,28.0,27.0,26.0,24.0,141.0,,91.0,67.0,101.0,81.0,63.0,31.0,,,59.0,,,26.0,30.0,156.0,86.0,129.0,110.0,95.0,,,28.0,73.0,212.0,,132.0,47.0,40.0,,77.0,23.0,
2019-03-17 00:00:00,,26.0,33.0,30.0,,26.0,36.0,38.0,35.0,27.0,36.0,45.0,42.0,31.0,,,25.0,25.0,26.0,43.0,38.0,,52.0,46.0,60.0,20.0,,33.0,27.0,26.0,30.0,32.0,27.0,101.0,,89.0,65.0,99.0,85.0,67.0,34.0,,,70.0,,,33.0,35.0,111.0,90.0,92.0,90.0,66.0,,,35.0,60.0,204.0,,91.0,71.0,44.0,,60.0,27.0,
2019-03-18 00:00:00,,27.0,30.0,34.0,,29.0,34.0,47.0,37.0,33.0,34.0,43.0,46.0,34.0,,,29.0,29.0,25.0,40.0,42.0,,47.0,41.0,41.0,25.0,,35.0,23.0,29.0,30.0,34.0,27.0,97.0,88.0,87.0,59.0,106.0,77.0,55.0,34.0,,,80.0,,,35.0,33.0,98.0,110.0,81.0,77.0,69.0,,,35.0,67.0,135.0,,83.0,77.0,44.0,,51.0,25.0,
2019-03-19 00:00:00,,23.0,25.0,27.0,,24.0,28.0,48.0,32.0,28.0,29.0,36.0,41.0,28.0,33.0,,29.0,26.0,22.0,35.0,30.0,,45.0,34.0,,21.0,,27.0,21.0,26.0,30.0,25.0,24.0,62.0,56.0,51.0,33.0,44.0,51.0,48.0,31.0,,,73.0,,,23.0,25.0,67.0,76.0,65.0,50.0,41.0,,,31.0,52.0,131.0,,46.0,55.0,38.0,,47.0,18.0,
2019-03-20 00:00:00,,20.0,22.0,26.0,,20.0,27.0,46.0,29.0,25.0,27.0,34.0,36.0,26.0,31.0,,24.0,28.0,20.0,37.0,32.0,,50.0,36.0,,20.0,,27.0,16.0,29.0,25.0,27.0,21.0,55.0,47.0,49.0,32.0,46.0,50.0,46.0,24.0,,,,,,20.0,20.0,55.0,74.0,46.0,41.0,46.0,,,28.0,50.0,152.0,,56.0,52.0,35.0,,40.0,13.0,
2019-03-21 00:00:00,,18.0,21.0,27.0,,21.0,24.0,44.0,29.0,25.0,25.0,37.0,34.0,27.0,35.0,,26.0,23.0,17.0,37.0,39.0,,47.0,36.0,30.0,20.0,,20.0,13.0,21.0,20.0,17.0,15.0,59.0,51.0,42.0,28.0,51.0,33.0,42.0,22.0,,,,,,16.0,20.0,77.0,101.0,56.0,41.0,51.0,,,21.0,48.0,177.0,,65.0,44.0,27.0,,43.0,12.0,
2019-03-22 00:00:00,,22.0,27.0,27.0,,27.0,28.0,50.0,34.0,31.0,30.0,42.0,39.0,34.0,36.0,,36.0,27.0,22.0,34.0,32.0,,43.0,33.0,38.0,26.0,,15.0,15.0,22.0,21.0,21.0,17.0,123.0,103.0,86.0,61.0,81.0,78.0,48.0,30.0,,,72.0,,,18.0,20.0,112.0,149.0,86.0,85.0,72.0,,,24.0,53.0,196.0,,96.0,78.0,30.0,,52.0,18.0,
2019-03-23 00:00:00,,28.0,32.0,33.0,,32.0,35.0,48.0,37.0,33.0,35.0,46.0,42.0,,42.0,,34.0,30.0,31.0,39.0,45.0,,59.0,44.0,50.0,36.0,,27.0,20.0,,30.0,28.0,29.0,228.0,210.0,157.0,100.0,173.0,,59.0,33.0,,,89.0,,,19.0,28.0,135.0,206.0,126.0,183.0,116.0,,,27.0,95.0,228.0,,164.0,93.0,33.0,,68.0,24.0,
2019-03-24 00:00:00,,26.0,28.0,30.0,,24.0,30.0,37.0,31.0,26.0,30.0,35.0,40.0,,29.0,,29.0,30.0,32.0,36.0,31.0,,42.0,35.0,30.0,22.0,,22.0,16.0,24.0,24.0,21.0,24.0,189.0,139.0,151.0,71.0,160.0,124.0,56.0,36.0,,,,,,22.0,26.0,184.0,211.0,136.0,146.0,135.0,,,27.0,80.0,255.0,,192.0,87.0,30.0,,58.0,23.0,
2019-03-25 00:00:00,,18.0,22.0,23.0,,21.0,23.0,33.0,26.0,22.0,22.0,33.0,29.0,,21.0,,,24.0,26.0,28.0,22.0,,35.0,28.0,22.0,12.0,,22.0,14.0,18.0,21.0,18.0,18.0,118.0,101.0,76.0,54.0,75.0,57.0,39.0,25.0,,,53.0,,,23.0,27.0,147.0,125.0,76.0,89.0,62.0,,,19.0,34.0,235.0,,118.0,79.0,29.0,,26.0,21.0,
2019-03-26 00:00:00,,15.0,18.0,19.0,,15.0,23.0,30.0,24.0,20.0,22.0,29.0,25.0,22.0,20.0,,,25.0,23.0,24.0,31.0,,40.0,32.0,15.0,11.0,,16.0,12.0,21.0,19.0,18.0,20.0,100.0,75.0,47.0,34.0,49.0,54.0,37.0,12.0,,,51.0,,,19.0,19.0,79.0,173.0,45.0,83.0,42.0,,,22.0,41.0,136.0,,88.0,68.0,26.0,,21.0,9.0,
2019-03-27 00:00:00,,13.0,19.0,18.0,,12.0,24.0,37.0,22.0,17.0,20.0,24.0,24.0,22.0,24.0,,22.0,18.0,18.0,20.0,,,26.0,27.0,,11.0,,19.0,17.0,21.0,20.0,16.0,14.0,92.0,60.0,39.0,31.0,42.0,43.0,35.0,16.0,,,58.0,,,20.0,20.0,77.0,205.0,50.0,53.0,41.0,,,26.0,36.0,95.0,,86.0,36.0,32.0,,27.0,12.0,
2019-03-28 00:00:00,,14.0,16.0,20.0,,17.0,24.0,36.0,24.0,22.0,20.0,27.0,24.0,24.0,26.0,,27.0,21.0,19.0,21.0,24.0,,26.0,25.0,24.0,16.0,,21.0,14.0,20.0,19.0,18.0,13.0,82.0,63.0,39.0,25.0,36.0,40.0,29.0,27.0,,,45.0,,,22.0,23.0,86.0,150.0,38.0,51.0,38.0,,,23.0,27.0,,,55.0,31.0,25.0,,17.0,13.0,
2019-03-29 00:00:00,,15.0,17.0,20.0,,17.0,24.0,38.0,25.0,21.0,19.0,29.0,26.0,21.0,21.0,,28.0,24.0,19.0,22.0,25.0,,21.0,30.0,14.0,13.0,,16.0,15.0,16.0,20.0,17.0,15.0,129.0,110.0,77.0,49.0,67.0,71.0,36.0,26.0,,,44.0,,,18.0,20.0,89.0,218.0,72.0,89.0,62.0,,,20.0,41.0,147.0,,104.0,30.0,25.0,,21.0,15.0,
2019-03-30 00:00:00,,15.0,19.0,21.0,,16.0,25.0,38.0,23.0,21.0,19.0,30.0,25.0,21.0,27.0,,23.0,21.0,18.0,25.0,27.0,,31.0,40.0,22.0,13.0,,12.0,11.0,,19.0,22.0,14.0,213.0,205.0,118.0,82.0,97.0,92.0,34.0,,,,53.0,,,13.0,19.0,228.0,249.0,123.0,152.0,101.0,,,23.0,53.0,357.0,,199.0,42.0,28.0,,31.0,14.0,
2019-03-31 00:00:00,,15.0,20.0,22.0,,21.0,28.0,28.0,24.0,22.0,23.0,25.0,27.0,25.0,24.0,,24.0,23.0,18.0,23.0,22.0,,32.0,24.0,18.0,12.0,,13.0,12.0,16.0,18.0,17.0,13.0,109.0,92.0,80.0,56.0,80.0,73.0,35.0,22.0,,,62.0,,,14.0,19.0,254.0,192.0,106.0,82.0,77.0,,,14.0,54.0,341.0,,167.0,39.0,19.0,,37.0,13.0,
2019-04-01 00:00:00,,14.0,19.0,20.0,,18.0,24.0,33.0,24.0,22.0,19.0,29.0,27.0,21.0,19.0,,39.0,21.0,18.0,20.0,23.0,,25.0,17.0,15.0,9.0,,12.0,14.0,13.0,19.0,17.0,13.0,147.0,115.0,92.0,47.0,77.0,69.0,24.0,23.0,,,44.0,,,15.0,18.0,140.0,244.0,80.0,105.0,64.0,,,14.0,37.0,130.0,,146.0,52.0,,,21.0,12.0,
2019-04-02 00:00:00,,19.0,18.0,24.0,,23.0,28.0,38.0,26.0,25.0,23.0,34.0,30.0,25.0,25.0,,55.0,25.0,17.0,20.0,17.0,,36.0,23.0,18.0,13.0,,18.0,13.0,18.0,23.0,17.0,19.0,145.0,119.0,48.0,35.0,54.0,48.0,26.0,23.0,,,45.0,,,18.0,17.0,132.0,271.0,43.0,125.0,36.0,,,13.0,37.0,164.0,,105.0,50.0,19.0,,24.0,11.0,
2019-04-03 00:00:00,,13.0,16.0,,,16.0,22.0,51.0,25.0,19.0,18.0,28.0,27.0,21.0,23.0,,46.0,21.0,16.0,21.0,18.0,,38.0,20.0,17.0,11.0,,15.0,13.0,17.0,18.0,24.0,15.0,124.0,108.0,49.0,36.0,55.0,57.0,22.0,22.0,,,39.0,,,19.0,15.0,109.0,206.0,46.0,96.0,43.0,,,14.0,38.0,140.0,,111.0,48.0,20.0,,20.0,7.0,
2019-04-04 00:00:00,,14.0,20.0,19.0,,14.0,26.0,38.0,25.0,18.0,21.0,32.0,24.0,21.0,22.0,,39.0,19.0,17.0,23.0,24.0,,42.0,23.0,17.0,9.0,,14.0,13.0,14.0,18.0,18.0,15.0,126.0,116.0,74.0,54.0,69.0,64.0,35.0,21.0,,,40.0,,,19.0,,77.0,131.0,61.0,96.0,49.0,,,17.0,30.0,105.0,,107.0,55.0,25.0,,26.0,11.0,
2019-04-05 00:00:00,,11.0,,16.0,,12.0,20.0,36.0,19.0,15.0,15.0,25.0,22.0,16.0,17.0,,35.0,17.0,14.0,29.0,22.0,,37.0,22.0,19.0,8.0,,13.0,14.0,16.0,17.0,23.0,12.0,125.0,114.0,84.0,47.0,75.0,72.0,29.0,24.0,,,49.0,,,18.0,20.0,77.0,120.0,45.0,104.0,,,,17.0,31.0,116.0,,73.0,54.0,25.0,,32.0,13.0,
2019-04-06 00:00:00,,15.0,,22.0,,18.0,25.0,36.0,23.0,20.0,22.0,32.0,27.0,23.0,22.0,,44.0,22.0,16.0,,31.0,,35.0,24.0,18.0,13.0,,15.0,13.0,18.0,18.0,20.0,18.0,105.0,99.0,71.0,45.0,52.0,50.0,30.0,24.0,,,45.0,,,15.0,17.0,83.0,130.0,46.0,81.0,,,,19.0,35.0,132.0,,61.0,66.0,27.0,,27.0,15.0,
2019-04-07 00:00:00,,11.0,,16.0,,12.0,19.0,32.0,19.0,16.0,17.0,24.0,25.0,16.0,19.0,,26.0,18.0,28.0,,22.0,,24.0,21.0,19.0,9.0,,14.0,12.0,14.0,15.0,20.0,13.0,79.0,68.0,62.0,43.0,48.0,52.0,24.0,18.0,,,56.0,,,17.0,17.0,82.0,117.0,48.0,54.0,41.0,,,16.0,38.0,117.0,,96.0,70.0,24.0,,20.0,26.0,
2019-04-08 00:00:00,,17.0,,,,17.0,28.0,34.0,24.0,20.0,25.0,,29.0,20.0,21.0,,24.0,25.0,22.0,,20.0,,27.0,23.0,17.0,17.0,,16.0,10.0,15.0,19.0,16.0,16.0,69.0,60.0,60.0,44.0,41.0,45.0,29.0,20.0,,,38.0,,,16.0,19.0,63.0,78.0,42.0,59.0,35.0,,,16.0,35.0,96.0,,115.0,51.0,25.0,,16.0,15.0,
2019-04-09 00:00:00,,10.0,,,,10.0,18.0,35.0,19.0,16.0,15.0,24.0,23.0,16.0,26.0,,22.0,16.0,14.0,15.0,20.0,,29.0,19.0,17.0,10.0,,12.0,,12.0,14.0,14.0,11.0,72.0,65.0,67.0,,72.0,63.0,38.0,22.0,,,44.0,,,14.0,18.0,72.0,76.0,58.0,73.0,58.0,,,14.0,45.0,129.0,,108.0,51.0,22.0,,30.0,12.0,
2019-04-10 00:00:00,,11.0,14.0,15.0,,17.0,20.0,39.0,20.0,17.0,16.0,28.0,23.0,18.0,22.0,,23.0,18.0,15.0,17.0,17.0,,25.0,23.0,19.0,9.0,,15.0,9.0,13.0,17.0,16.0,14.0,83.0,73.0,75.0,69.0,68.0,71.0,38.0,18.0,,,43.0,,,20.0,22.0,79.0,83.0,74.0,70.0,60.0,,,17.0,53.0,148.0,,119.0,61.0,24.0,,33.0,12.0,
2019-04-11 00:00:00,,12.0,17.0,17.0,,13.0,20.0,35.0,20.0,16.0,16.0,28.0,22.0,18.0,22.0,,21.0,18.0,15.0,23.0,21.0,,22.0,24.0,19.0,10.0,10.0,,13.0,10.0,16.0,14.0,13.0,99.0,88.0,84.0,79.0,75.0,80.0,53.0,18.0,,,44.0,,18.0,20.0,23.0,82.0,96.0,100.0,97.0,79.0,,,17.0,53.0,162.0,,136.0,70.0,25.0,,39.0,16.0,
2019-04-12 00:00:00,,12.0,17.0,18.0,,17.0,20.0,30.0,21.0,19.0,18.0,32.0,22.0,19.0,23.0,,18.0,19.0,14.0,22.0,25.0,,23.0,26.0,23.0,14.0,10.0,12.0,12.0,8.0,16.0,13.0,12.0,102.0,93.0,88.0,73.0,90.0,82.0,46.0,20.0,,,47.0,,18.0,16.0,19.0,104.0,110.0,132.0,86.0,61.0,,,15.0,51.0,217.0,,209.0,52.0,24.0,,32.0,15.0,
2019-04-13 00:00:00,,12.0,13.0,16.0,,14.0,18.0,20.0,19.0,18.0,19.0,28.0,21.0,19.0,17.0,,17.0,19.0,14.0,19.0,23.0,,19.0,20.0,18.0,11.0,9.0,11.0,9.0,10.0,13.0,14.0,10.0,92.0,86.0,83.0,60.0,120.0,74.0,36.0,27.0,,,42.0,,18.0,16.0,,104.0,108.0,95.0,87.0,53.0,,,17.0,53.0,220.0,,154.0,43.0,21.0,,31.0,12.0,
2019-04-14 00:00:00,,7.0,11.0,13.0,,10.0,15.0,17.0,16.0,12.0,14.0,25.0,17.0,14.0,12.0,,30.0,15.0,13.0,16.0,19.0,,13.0,17.0,16.0,8.0,6.0,11.0,9.0,9.0,12.0,9.0,9.0,68.0,64.0,62.0,49.0,77.0,58.0,32.0,16.0,,,36.0,,12.0,22.0,20.0,85.0,94.0,66.0,58.0,42.0,,,13.0,45.0,124.0,,100.0,44.0,14.0,,28.0,12.0,
2019-04-15 00:00:00,,8.0,8.0,10.0,,10.0,14.0,17.0,14.0,11.0,14.0,25.0,16.0,13.0,14.0,,20.0,15.0,13.0,11.0,13.0,,11.0,15.0,11.0,6.0,12.0,10.0,10.0,11.0,11.0,13.0,8.0,64.0,54.0,59.0,51.0,103.0,61.0,22.0,15.0,,,34.0,,14.0,17.0,16.0,74.0,84.0,58.0,48.0,39.0,,,12.0,24.0,106.0,,90.0,36.0,19.0,,22.0,12.0,
2019-04-16 00:00:00,,9.0,11.0,14.0,,10.0,16.0,21.0,16.0,14.0,15.0,28.0,19.0,15.0,17.0,,22.0,17.0,14.0,15.0,13.0,,17.0,20.0,16.0,9.0,10.0,11.0,10.0,11.0,12.0,14.0,8.0,66.0,57.0,,36.0,107.0,47.0,28.0,20.0,,,32.0,,15.0,21.0,20.0,113.0,69.0,54.0,45.0,31.0,,,12.0,15.0,151.0,,89.0,35.0,17.0,,23.0,15.0,
2019-04-17 00:00:00,,9.0,10.0,13.0,,11.0,15.0,26.0,16.0,14.0,13.0,25.0,16.0,15.0,23.0,,25.0,18.0,13.0,12.0,17.0,,16.0,19.0,13.0,9.0,13.0,10.0,10.0,11.0,12.0,11.0,11.0,62.0,53.0,47.0,40.0,105.0,50.0,33.0,17.0,,,37.0,,15.0,23.0,22.0,162.0,82.0,56.0,47.0,35.0,,,13.0,22.0,170.0,,105.0,35.0,18.0,,29.0,18.0,
2019-04-18 00:00:00,,13.0,15.0,18.0,,16.0,21.0,33.0,21.0,18.0,19.0,31.0,20.0,20.0,17.0,,25.0,18.0,14.0,23.0,25.0,,26.0,25.0,17.0,12.0,14.0,10.0,,,13.0,14.0,10.0,47.0,37.0,48.0,44.0,68.0,52.0,35.0,17.0,,,31.0,,16.0,18.0,19.0,53.0,44.0,50.0,45.0,57.0,,,13.0,27.0,69.0,,,41.0,19.0,,35.0,20.0,
2019-04-19 00:00:00,,17.0,18.0,19.0,,16.0,22.0,38.0,22.0,21.0,21.0,31.0,24.0,20.0,22.0,,29.0,22.0,15.0,24.0,25.0,,24.0,22.0,23.0,17.0,13.0,11.0,10.0,9.0,15.0,14.0,11.0,59.0,49.0,39.0,46.0,70.0,48.0,41.0,19.0,,,44.0,,16.0,17.0,23.0,78.0,55.0,58.0,47.0,45.0,,,10.0,39.0,104.0,,50.0,37.0,19.0,,31.0,15.0,
2019-04-20 00:00:00,,25.0,28.0,29.0,,26.0,31.0,47.0,31.0,29.0,29.0,42.0,33.0,30.0,27.0,,66.0,29.0,19.0,27.0,36.0,,28.0,27.0,27.0,22.0,20.0,21.0,23.0,23.0,24.0,23.0,18.0,64.0,53.0,56.0,56.0,81.0,57.0,43.0,20.0,,,46.0,,19.0,26.0,29.0,81.0,38.0,68.0,55.0,71.0,,,18.0,30.0,79.0,,68.0,52.0,26.0,,37.0,15.0,
2019-04-21 00:00:00,,30.0,25.0,28.0,,30.0,32.0,45.0,33.0,32.0,30.0,49.0,38.0,32.0,34.0,,36.0,35.0,22.0,32.0,37.0,,30.0,34.0,33.0,34.0,20.0,25.0,22.0,29.0,31.0,,23.0,71.0,58.0,59.0,71.0,,63.0,50.0,25.0,,,48.0,,19.0,31.0,28.0,88.0,42.0,80.0,58.0,64.0,,,20.0,40.0,62.0,,79.0,54.0,28.0,,46.0,14.0,
2019-04-22 00:00:00,,17.0,21.0,20.0,,18.0,22.0,35.0,23.0,20.0,21.0,30.0,25.0,18.0,25.0,,31.0,23.0,16.0,28.0,29.0,,30.0,24.0,22.0,14.0,15.0,15.0,14.0,19.0,21.0,19.0,19.0,49.0,44.0,48.0,55.0,51.0,51.0,37.0,18.0,,,45.0,,17.0,26.0,25.0,77.0,43.0,47.0,45.0,43.0,,,14.0,57.0,74.0,,,54.0,18.0,,34.0,18.0,
