Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,44T,46T,47T,60T,62T,63T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T,75T,76T,77T,78T,79T,80T,81T,82T,83T,84T
2020-01-01 00:00:00,20.0,22.0,18.0,23.0,17.0,20.0,20.0,21.0,22.0,21.0,21.0,23.0,29.0,20.0,32.0,16.0,16.0,35.0,21.0,23.0,18.0,28.0,16.0,25.0,45.0,27.0,18.0,21.0,25.0,22.0,26.0,23.0,20.0,28.0,28.0,23.0,21.0,15.0,18.0,35.0,13.0,8.0,12.0,20.0,15.0,15.0,15.0,15.0,18.0,24.0,21.0,28.0,20.0,22.0,15.0,13.0,20.0,24.0,17.0,35.0,15.0,10.0,38.0,7.0,34.0,,,
2020-01-02 00:00:00,26.0,24.0,20.0,26.0,21.0,24.0,26.0,28.0,27.0,27.0,28.0,30.0,32.0,25.0,28.0,22.0,21.0,38.0,22.0,23.0,20.0,31.0,22.0,26.0,40.0,30.0,34.0,27.0,26.0,26.0,27.0,31.0,25.0,23.0,17.0,17.0,21.0,13.0,19.0,23.0,23.0,15.0,12.0,21.0,19.0,23.0,13.0,13.0,16.0,18.0,15.0,22.0,16.0,19.0,21.0,17.0,19.0,29.0,14.0,32.0,22.0,9.0,29.0,8.0,27.0,,,
2020-01-03 00:00:00,32.0,28.0,24.0,31.0,24.0,27.0,32.0,32.0,29.0,33.0,30.0,36.0,38.0,30.0,33.0,27.0,24.0,41.0,26.0,29.0,32.0,31.0,35.0,34.0,66.0,45.0,34.0,31.0,21.0,32.0,31.0,34.0,24.0,26.0,16.0,23.0,22.0,14.0,24.0,29.0,23.0,9.0,12.0,24.0,24.0,27.0,14.0,12.0,14.0,16.0,16.0,26.0,25.0,18.0,28.0,16.0,24.0,33.0,10.0,33.0,25.0,8.0,43.0,8.0,38.0,,,
2020-01-04 00:00:00,37.0,35.0,31.0,35.0,35.0,34.0,37.0,38.0,39.0,39.0,35.0,44.0,48.0,35.0,43.0,36.0,31.0,51.0,30.0,34.0,46.0,37.0,45.0,44.0,76.0,58.0,41.0,34.0,36.0,36.0,41.0,46.0,37.0,36.0,30.0,42.0,36.0,30.0,37.0,34.0,18.0,9.0,12.0,28.0,27.0,34.0,13.0,17.0,18.0,25.0,20.0,49.0,36.0,28.0,45.0,19.0,27.0,38.0,15.0,33.0,28.0,8.0,51.0,9.0,51.0,,,
2020-01-05 00:00:00,45.0,41.0,33.0,40.0,36.0,38.0,42.0,51.0,44.0,45.0,40.0,46.0,56.0,39.0,53.0,44.0,41.0,58.0,34.0,44.0,47.0,39.0,42.0,48.0,71.0,61.0,49.0,47.0,38.0,44.0,49.0,52.0,45.0,61.0,55.0,51.0,43.0,44.0,50.0,34.0,20.0,9.0,14.0,25.0,28.0,40.0,18.0,19.0,28.0,26.0,21.0,69.0,42.0,37.0,44.0,23.0,37.0,51.0,19.0,40.0,39.0,8.0,56.0,10.0,56.0,,,
2020-01-06 00:00:00,51.0,49.0,39.0,46.0,49.0,40.0,46.0,62.0,50.0,52.0,45.0,52.0,63.0,45.0,66.0,43.0,45.0,62.0,33.0,42.0,52.0,48.0,62.0,55.0,62.0,67.0,57.0,55.0,45.0,53.0,51.0,54.0,41.0,42.0,36.0,59.0,61.0,51.0,59.0,45.0,18.0,16.0,21.0,34.0,35.0,38.0,24.0,25.0,27.0,22.0,28.0,57.0,52.0,43.0,48.0,32.0,40.0,64.0,23.0,41.0,41.0,17.0,71.0,20.0,57.0,,,
2020-01-07 00:00:00,51.0,57.0,39.0,47.0,45.0,38.0,57.0,64.0,52.0,53.0,57.0,64.0,66.0,48.0,71.0,49.0,47.0,72.0,41.0,59.0,58.0,54.0,75.0,63.0,70.0,54.0,61.0,53.0,,49.0,63.0,68.0,54.0,31.0,27.0,64.0,84.0,60.0,72.0,59.0,31.0,28.0,19.0,60.0,46.0,46.0,20.0,22.0,31.0,18.0,39.0,55.0,60.0,50.0,50.0,34.0,33.0,59.0,32.0,41.0,48.0,17.0,72.0,15.0,53.0,,,
2020-01-08 00:00:00,53.0,64.0,47.0,53.0,52.0,49.0,60.0,58.0,55.0,55.0,59.0,63.0,76.0,49.0,59.0,53.0,50.0,76.0,48.0,51.0,61.0,54.0,76.0,57.0,82.0,61.0,58.0,49.0,43.0,55.0,65.0,66.0,59.0,56.0,51.0,73.0,66.0,54.0,61.0,53.0,18.0,12.0,12.0,42.0,39.0,61.0,14.0,15.0,43.0,18.0,36.0,70.0,60.0,59.0,48.0,34.0,48.0,55.0,31.0,54.0,45.0,9.0,83.0,8.0,55.0,,,
2020-01-09 00:00:00,60.0,55.0,47.0,49.0,49.0,47.0,53.0,74.0,56.0,63.0,56.0,70.0,67.0,60.0,81.0,51.0,54.0,68.0,55.0,63.0,57.0,61.0,67.0,56.0,90.0,88.0,53.0,51.0,46.0,51.0,55.0,57.0,53.0,58.0,58.0,64.0,49.0,58.0,55.0,55.0,12.0,7.0,12.0,43.0,40.0,50.0,17.0,16.0,48.0,29.0,33.0,68.0,72.0,56.0,48.0,33.0,50.0,56.0,31.0,53.0,48.0,8.0,71.0,8.0,74.0,,,
2020-01-10 00:00:00,97.0,100.0,63.0,72.0,78.0,70.0,78.0,96.0,82.0,101.0,77.0,102.0,112.0,82.0,94.0,86.0,86.0,108.0,48.0,67.0,60.0,72.0,68.0,59.0,88.0,109.0,51.0,58.0,41.0,66.0,67.0,60.0,59.0,49.0,47.0,64.0,61.0,60.0,65.0,62.0,17.0,13.0,15.0,46.0,44.0,47.0,18.0,21.0,44.0,23.0,44.0,65.0,87.0,57.0,47.0,41.0,44.0,55.0,37.0,50.0,46.0,7.0,82.0,11.0,77.0,,,
2020-01-11 00:00:00,46.0,46.0,35.0,46.0,35.0,42.0,47.0,57.0,49.0,49.0,46.0,65.0,55.0,47.0,61.0,37.0,37.0,53.0,28.0,51.0,60.0,54.0,76.0,64.0,73.0,59.0,34.0,20.0,18.0,29.0,37.0,43.0,37.0,35.0,35.0,52.0,62.0,55.0,60.0,59.0,21.0,18.0,16.0,50.0,50.0,41.0,18.0,19.0,29.0,24.0,45.0,62.0,86.0,45.0,44.0,50.0,22.0,26.0,40.0,54.0,69.0,12.0,68.0,13.0,70.0,,,
2020-01-12 00:00:00,36.0,37.0,26.0,35.0,33.0,33.0,38.0,38.0,39.0,39.0,38.0,55.0,47.0,42.0,40.0,27.0,31.0,43.0,25.0,38.0,47.0,43.0,60.0,51.0,61.0,32.0,27.0,21.0,22.0,26.0,30.0,33.0,32.0,42.0,40.0,74.0,79.0,81.0,87.0,64.0,29.0,22.0,19.0,40.0,50.0,31.0,20.0,20.0,21.0,25.0,46.0,64.0,93.0,36.0,51.0,50.0,27.0,24.0,38.0,58.0,57.0,12.0,53.0,18.0,41.0,,,
2020-01-13 00:00:00,33.0,33.0,26.0,36.0,33.0,30.0,34.0,39.0,42.0,39.0,38.0,45.0,47.0,40.0,41.0,31.0,34.0,47.0,30.0,40.0,44.0,37.0,63.0,55.0,45.0,27.0,32.0,27.0,27.0,26.0,34.0,37.0,31.0,86.0,80.0,106.0,82.0,88.0,96.0,51.0,25.0,18.0,16.0,42.0,49.0,35.0,18.0,22.0,38.0,26.0,45.0,66.0,87.0,54.0,53.0,40.0,42.0,29.0,40.0,72.0,47.0,18.0,62.0,16.0,32.0,,,
2020-01-14 00:00:00,34.0,36.0,27.0,35.0,30.0,29.0,35.0,42.0,37.0,34.0,38.0,47.0,44.0,37.0,44.0,30.0,28.0,41.0,31.0,36.0,50.0,36.0,87.0,59.0,42.0,25.0,37.0,29.0,29.0,29.0,37.0,42.0,28.0,48.0,45.0,81.0,57.0,65.0,66.0,59.0,17.0,11.0,12.0,45.0,72.0,40.0,17.0,16.0,38.0,24.0,53.0,49.0,72.0,63.0,60.0,45.0,58.0,29.0,38.0,61.0,59.0,13.0,62.0,10.0,29.0,,,
2020-01-15 00:00:00,35.0,38.0,30.0,37.0,31.0,31.0,39.0,45.0,39.0,36.0,38.0,49.0,45.0,40.0,45.0,30.0,28.0,42.0,31.0,34.0,44.0,40.0,82.0,58.0,49.0,23.0,35.0,29.0,29.0,29.0,33.0,40.0,31.0,35.0,34.0,77.0,54.0,68.0,69.0,51.0,22.0,17.0,18.0,59.0,79.0,38.0,22.0,21.0,23.0,24.0,58.0,28.0,81.0,48.0,68.0,56.0,30.0,35.0,41.0,53.0,77.0,13.0,69.0,16.0,33.0,,,
2020-01-16 00:00:00,37.0,41.0,33.0,39.0,37.0,37.0,40.0,47.0,42.0,38.0,42.0,56.0,47.0,40.0,46.0,33.0,33.0,44.0,36.0,41.0,56.0,42.0,81.0,58.0,58.0,28.0,42.0,33.0,34.0,35.0,38.0,46.0,37.0,32.0,30.0,70.0,55.0,65.0,65.0,59.0,31.0,26.0,29.0,69.0,78.0,40.0,24.0,27.0,22.0,24.0,52.0,28.0,76.0,37.0,62.0,57.0,25.0,38.0,34.0,50.0,57.0,17.0,79.0,21.0,36.0,,,
2020-01-17 00:00:00,45.0,46.0,36.0,47.0,43.0,42.0,47.0,58.0,50.0,45.0,48.0,60.0,54.0,51.0,56.0,39.0,37.0,51.0,42.0,45.0,51.0,46.0,71.0,53.0,66.0,34.0,41.0,36.0,36.0,41.0,43.0,48.0,36.0,38.0,38.0,68.0,61.0,66.0,72.0,60.0,32.0,32.0,32.0,66.0,81.0,40.0,24.0,28.0,25.0,28.0,47.0,33.0,74.0,44.0,55.0,63.0,29.0,45.0,32.0,51.0,58.0,16.0,85.0,25.0,40.0,,,
2020-01-18 00:00:00,58.0,58.0,48.0,55.0,52.0,52.0,55.0,59.0,59.0,54.0,56.0,79.0,64.0,61.0,63.0,46.0,49.0,63.0,46.0,60.0,70.0,62.0,90.0,71.0,75.0,44.0,51.0,51.0,48.0,54.0,55.0,56.0,51.0,49.0,51.0,90.0,66.0,73.0,84.0,66.0,32.0,27.0,23.0,54.0,68.0,51.0,22.0,26.0,34.0,38.0,55.0,45.0,78.0,54.0,82.0,60.0,36.0,58.0,37.0,56.0,73.0,18.0,88.0,25.0,52.0,,,
2020-01-19 00:00:00,56.0,58.0,50.0,56.0,53.0,52.0,57.0,58.0,58.0,55.0,56.0,74.0,65.0,59.0,57.0,49.0,49.0,66.0,45.0,58.0,65.0,57.0,87.0,77.0,71.0,46.0,57.0,51.0,45.0,54.0,58.0,58.0,53.0,36.0,43.0,94.0,71.0,81.0,84.0,76.0,26.0,20.0,21.0,50.0,69.0,60.0,20.0,24.0,45.0,27.0,61.0,48.0,80.0,70.0,72.0,55.0,51.0,58.0,47.0,50.0,76.0,14.0,85.0,16.0,57.0,,,
2020-01-20 00:00:00,64.0,60.0,54.0,61.0,58.0,56.0,62.0,72.0,65.0,64.0,63.0,76.0,73.0,66.0,,58.0,52.0,75.0,49.0,62.0,80.0,67.0,91.0,81.0,67.0,52.0,60.0,48.0,41.0,49.0,50.0,60.0,56.0,50.0,51.0,90.0,68.0,74.0,72.0,60.0,25.0,21.0,16.0,35.0,50.0,62.0,16.0,19.0,48.0,23.0,57.0,34.0,79.0,74.0,66.0,45.0,61.0,51.0,44.0,50.0,79.0,12.0,86.0,15.0,54.0,,,
2020-01-21 00:00:00,46.0,47.0,45.0,50.0,45.0,45.0,53.0,55.0,51.0,45.0,56.0,72.0,55.0,54.0,,40.0,40.0,53.0,38.0,56.0,73.0,58.0,97.0,92.0,52.0,26.0,49.0,35.0,36.0,45.0,30.0,53.0,43.0,51.0,57.0,82.0,63.0,73.0,69.0,64.0,12.0,12.0,14.0,38.0,66.0,55.0,17.0,17.0,38.0,29.0,52.0,39.0,73.0,70.0,74.0,48.0,49.0,45.0,40.0,57.0,71.0,10.0,77.0,9.0,41.0,,,
2020-01-22 00:00:00,41.0,36.0,32.0,39.0,32.0,32.0,41.0,45.0,43.0,39.0,43.0,53.0,39.0,44.0,45.0,35.0,31.0,41.0,28.0,40.0,58.0,43.0,90.0,75.0,53.0,25.0,37.0,29.0,28.0,29.0,22.0,38.0,29.0,35.0,,81.0,61.0,74.0,69.0,68.0,20.0,13.0,13.0,59.0,74.0,41.0,16.0,16.0,23.0,33.0,63.0,35.0,77.0,56.0,73.0,54.0,37.0,34.0,41.0,54.0,70.0,10.0,72.0,10.0,36.0,,,
2020-01-23 00:00:00,35.0,35.0,26.0,35.0,32.0,33.0,40.0,46.0,38.0,34.0,35.0,51.0,40.0,38.0,44.0,30.0,30.0,44.0,27.0,44.0,53.0,38.0,71.0,58.0,50.0,26.0,38.0,25.0,27.0,30.0,26.0,35.0,27.0,27.0,31.0,73.0,52.0,65.0,66.0,61.0,13.0,11.0,11.0,65.0,76.0,37.0,16.0,15.0,21.0,28.0,58.0,29.0,77.0,42.0,53.0,59.0,32.0,36.0,34.0,53.0,70.0,12.0,73.0,8.0,31.0,,,
2020-01-24 00:00:00,24.0,21.0,18.0,27.0,24.0,24.0,26.0,30.0,27.0,22.0,21.0,43.0,27.0,25.0,28.0,18.0,19.0,32.0,20.0,27.0,33.0,21.0,43.0,37.0,33.0,15.0,26.0,14.0,15.0,16.0,15.0,29.0,17.0,28.0,34.0,93.0,65.0,84.0,67.0,42.0,18.0,12.0,15.0,75.0,58.0,25.0,16.0,18.0,19.0,35.0,54.0,31.0,99.0,56.0,,57.0,34.0,20.0,25.0,48.0,46.0,12.0,50.0,13.0,20.0,,,
2020-01-25 00:00:00,21.0,18.0,15.0,21.0,17.0,16.0,20.0,20.0,21.0,17.0,16.0,30.0,23.0,20.0,17.0,14.0,17.0,29.0,19.0,21.0,23.0,17.0,34.0,27.0,21.0,13.0,20.0,12.0,19.0,13.0,14.0,20.0,16.0,36.0,34.0,98.0,77.0,134.0,80.0,32.0,15.0,11.0,17.0,51.0,38.0,20.0,15.0,17.0,26.0,32.0,63.0,44.0,131.0,67.0,,41.0,51.0,17.0,34.0,46.0,49.0,14.0,34.0,9.0,17.0,,,
2020-01-26 00:00:00,17.0,12.0,11.0,15.0,13.0,15.0,19.0,23.0,19.0,15.0,12.0,25.0,19.0,18.0,23.0,13.0,12.0,27.0,16.0,16.0,24.0,16.0,32.0,29.0,29.0,14.0,14.0,9.0,15.0,6.0,9.0,16.0,9.0,41.0,46.0,130.0,84.0,,117.0,29.0,17.0,15.0,16.0,36.0,26.0,17.0,15.0,16.0,25.0,37.0,89.0,49.0,136.0,79.0,17.0,33.0,36.0,11.0,43.0,58.0,30.0,14.0,43.0,11.0,17.0,,,
2020-01-27 00:00:00,21.0,20.0,14.0,20.0,21.0,19.0,23.0,29.0,24.0,23.0,19.0,27.0,28.0,22.0,36.0,20.0,20.0,35.0,20.0,18.0,27.0,21.0,37.0,32.0,31.0,25.0,17.0,10.0,19.0,10.0,11.0,18.0,14.0,40.0,45.0,136.0,128.0,266.0,137.0,56.0,16.0,15.0,17.0,28.0,35.0,18.0,15.0,16.0,18.0,41.0,107.0,49.0,151.0,99.0,14.0,28.0,48.0,15.0,63.0,54.0,36.0,16.0,58.0,12.0,28.0,,,
2020-01-28 00:00:00,34.0,26.0,18.0,27.0,25.0,26.0,26.0,40.0,35.0,33.0,29.0,43.0,36.0,33.0,41.0,26.0,27.0,44.0,23.0,29.0,54.0,29.0,49.0,40.0,39.0,30.0,18.0,15.0,19.0,14.0,18.0,30.0,25.0,43.0,50.0,112.0,121.0,131.0,79.0,39.0,18.0,16.0,17.0,35.0,34.0,21.0,15.0,15.0,18.0,35.0,91.0,47.0,119.0,99.0,16.0,35.0,48.0,21.0,63.0,55.0,36.0,12.0,50.0,13.0,32.0,,,
2020-01-29 00:00:00,30.0,27.0,22.0,30.0,24.0,29.0,33.0,39.0,35.0,31.0,30.0,39.0,34.0,36.0,46.0,25.0,26.0,34.0,21.0,33.0,55.0,33.0,77.0,50.0,51.0,26.0,26.0,14.0,18.0,17.0,17.0,38.0,19.0,44.0,42.0,91.0,105.0,103.0,91.0,55.0,19.0,13.0,14.0,26.0,37.0,25.0,14.0,16.0,19.0,36.0,69.0,41.0,107.0,94.0,21.0,37.0,44.0,24.0,49.0,81.0,41.0,12.0,70.0,10.0,37.0,,,
2020-01-30 00:00:00,37.0,37.0,28.0,35.0,35.0,29.0,37.0,41.0,38.0,33.0,34.0,42.0,44.0,38.0,47.0,35.0,33.0,54.0,31.0,37.0,58.0,36.0,70.0,57.0,63.0,36.0,35.0,29.0,23.0,31.0,28.0,42.0,43.0,60.0,56.0,103.0,109.0,106.0,96.0,36.0,20.0,16.0,14.0,29.0,27.0,34.0,14.0,15.0,19.0,45.0,41.0,51.0,107.0,70.0,28.0,24.0,37.0,32.0,32.0,97.0,33.0,12.0,105.0,10.0,35.0,,,
2020-01-31 00:00:00,45.0,45.0,34.0,46.0,44.0,45.0,46.0,43.0,46.0,42.0,44.0,47.0,51.0,46.0,51.0,43.0,40.0,60.0,37.0,45.0,46.0,49.0,57.0,56.0,69.0,45.0,45.0,37.0,41.0,34.0,38.0,48.0,42.0,65.0,70.0,74.0,74.0,66.0,47.0,40.0,21.0,16.0,16.0,47.0,49.0,39.0,17.0,18.0,21.0,52.0,50.0,48.0,73.0,71.0,34.0,39.0,52.0,44.0,34.0,76.0,47.0,11.0,66.0,11.0,49.0,,,
2020-02-01 00:00:00,61.0,60.0,43.0,58.0,57.0,55.0,61.0,63.0,64.0,60.0,60.0,72.0,72.0,66.0,71.0,63.0,59.0,79.0,45.0,62.0,70.0,62.0,82.0,88.0,75.0,60.0,55.0,49.0,47.0,49.0,48.0,57.0,59.0,50.0,54.0,56.0,53.0,47.0,48.0,59.0,22.0,19.0,18.0,51.0,70.0,57.0,17.0,19.0,22.0,46.0,66.0,36.0,70.0,64.0,57.0,55.0,57.0,59.0,42.0,61.0,78.0,10.0,82.0,16.0,55.0,,,
2020-02-02 00:00:00,60.0,60.0,53.0,58.0,58.0,59.0,62.0,62.0,63.0,57.0,65.0,73.0,72.0,62.0,72.0,54.0,55.0,77.0,43.0,66.0,86.0,69.0,110.0,106.0,72.0,49.0,60.0,51.0,41.0,51.0,47.0,62.0,66.0,38.0,38.0,73.0,69.0,61.0,68.0,73.0,21.0,18.0,18.0,56.0,79.0,66.0,19.0,22.0,23.0,40.0,70.0,31.0,75.0,66.0,66.0,61.0,56.0,57.0,45.0,63.0,112.0,15.0,86.0,15.0,54.0,,,
2020-02-03 00:00:00,53.0,54.0,45.0,58.0,48.0,46.0,,55.0,55.0,49.0,56.0,70.0,62.0,57.0,54.0,47.0,47.0,69.0,39.0,57.0,72.0,60.0,108.0,90.0,67.0,40.0,64.0,50.0,51.0,52.0,45.0,63.0,53.0,33.0,37.0,56.0,48.0,48.0,41.0,69.0,30.0,25.0,,63.0,82.0,63.0,18.0,23.0,23.0,37.0,59.0,26.0,74.0,59.0,72.0,69.0,43.0,56.0,43.0,57.0,98.0,16.0,81.0,22.0,44.0,,,
2020-02-04 00:00:00,44.0,42.0,33.0,43.0,40.0,44.0,46.0,49.0,45.0,41.0,42.0,56.0,50.0,45.0,50.0,37.0,39.0,54.0,31.0,43.0,54.0,45.0,74.0,58.0,52.0,34.0,51.0,36.0,35.0,39.0,39.0,54.0,41.0,41.0,40.0,48.0,47.0,46.0,34.0,54.0,27.0,28.0,25.0,74.0,81.0,48.0,19.0,25.0,30.0,42.0,53.0,29.0,60.0,50.0,61.0,81.0,45.0,44.0,36.0,54.0,69.0,19.0,65.0,19.0,38.0,,,
2020-02-05 00:00:00,32.0,29.0,25.0,32.0,27.0,31.0,31.0,39.0,34.0,29.0,32.0,43.0,35.0,35.0,36.0,24.0,31.0,42.0,24.0,33.0,45.0,35.0,55.0,48.0,39.0,23.0,34.0,21.0,22.0,22.0,25.0,39.0,28.0,36.0,37.0,71.0,59.0,59.0,57.0,47.0,15.0,11.0,17.0,55.0,72.0,35.0,16.0,18.0,40.0,40.0,65.0,31.0,62.0,71.0,51.0,65.0,51.0,27.0,51.0,56.0,53.0,14.0,50.0,9.0,26.0,,,
2020-02-06 00:00:00,26.0,24.0,20.0,22.0,21.0,22.0,28.0,35.0,27.0,23.0,22.0,35.0,29.0,27.0,31.0,19.0,21.0,36.0,22.0,29.0,32.0,24.0,58.0,35.0,36.0,18.0,31.0,21.0,23.0,23.0,22.0,38.0,22.0,41.0,43.0,57.0,49.0,48.0,44.0,42.0,17.0,11.0,16.0,59.0,55.0,31.0,17.0,19.0,35.0,40.0,72.0,30.0,60.0,47.0,46.0,60.0,43.0,27.0,51.0,56.0,45.0,10.0,44.0,12.0,24.0,,,
2020-02-07 00:00:00,30.0,29.0,27.0,31.0,25.0,30.0,33.0,38.0,32.0,28.0,35.0,42.0,32.0,36.0,38.0,22.0,26.0,38.0,23.0,30.0,41.0,37.0,56.0,42.0,37.0,20.0,30.0,19.0,21.0,20.0,17.0,33.0,22.0,38.0,44.0,52.0,49.0,49.0,39.0,33.0,19.0,17.0,21.0,80.0,60.0,31.0,20.0,24.0,40.0,45.0,65.0,33.0,54.0,46.0,48.0,70.0,54.0,23.0,40.0,55.0,48.0,15.0,49.0,17.0,25.0,,,
2020-02-08 00:00:00,36.0,35.0,29.0,36.0,35.0,35.0,35.0,38.0,,35.0,40.0,46.0,37.0,41.0,42.0,29.0,31.0,47.0,27.0,39.0,53.0,41.0,93.0,67.0,51.0,25.0,34.0,28.0,26.0,31.0,27.0,41.0,34.0,48.0,47.0,54.0,59.0,58.0,50.0,56.0,27.0,25.0,22.0,46.0,75.0,39.0,18.0,21.0,46.0,51.0,60.0,40.0,60.0,55.0,59.0,50.0,60.0,32.0,42.0,56.0,64.0,19.0,68.0,19.0,34.0,,,
2020-02-09 00:00:00,44.0,42.0,32.0,40.0,39.0,39.0,40.0,40.0,45.0,43.0,43.0,47.0,48.0,45.0,43.0,42.0,38.0,64.0,35.0,40.0,51.0,45.0,67.0,57.0,57.0,43.0,48.0,48.0,42.0,46.0,37.0,45.0,47.0,61.0,63.0,65.0,56.0,55.0,53.0,44.0,24.0,13.0,17.0,25.0,35.0,43.0,16.0,17.0,56.0,62.0,47.0,43.0,56.0,56.0,40.0,30.0,66.0,55.0,38.0,57.0,62.0,13.0,71.0,8.0,45.0,,,
2020-02-10 00:00:00,45.0,42.0,42.0,41.0,41.0,43.0,44.0,47.0,44.0,42.0,44.0,45.0,46.0,45.0,55.0,42.0,37.0,60.0,35.0,39.0,34.0,48.0,41.0,35.0,54.0,54.0,46.0,38.0,45.0,37.0,33.0,44.0,45.0,52.0,54.0,45.0,37.0,31.0,33.0,32.0,27.0,18.0,17.0,22.0,31.0,37.0,15.0,14.0,47.0,63.0,36.0,35.0,35.0,35.0,31.0,19.0,54.0,42.0,23.0,48.0,40.0,7.0,54.0,12.0,44.0,,,
2020-02-11 00:00:00,49.0,48.0,45.0,48.0,48.0,46.0,48.0,53.0,52.0,49.0,49.0,57.0,54.0,50.0,69.0,54.0,48.0,66.0,39.0,50.0,60.0,53.0,63.0,61.0,61.0,54.0,46.0,47.0,49.0,49.0,46.0,55.0,54.0,45.0,45.0,40.0,34.0,37.0,33.0,51.0,16.0,11.0,14.0,41.0,43.0,44.0,15.0,16.0,44.0,66.0,45.0,31.0,41.0,40.0,34.0,37.0,52.0,54.0,37.0,49.0,55.0,4.0,76.0,10.0,58.0,,,
2020-02-12 00:00:00,36.0,32.0,34.0,35.0,38.0,36.0,36.0,44.0,40.0,34.0,34.0,49.0,41.0,36.0,45.0,34.0,34.0,48.0,29.0,36.0,60.0,37.0,73.0,51.0,46.0,32.0,47.0,39.0,37.0,39.0,34.0,47.0,40.0,36.0,41.0,45.0,39.0,43.0,38.0,49.0,11.0,11.0,13.0,48.0,59.0,50.0,11.0,9.0,38.0,74.0,49.0,28.0,49.0,40.0,39.0,49.0,50.0,39.0,37.0,45.0,57.0,6.0,59.0,9.0,35.0,,,
2020-02-13 00:00:00,13.0,11.0,12.0,15.0,13.0,12.0,16.0,17.0,16.0,12.0,10.0,22.0,17.0,14.0,14.0,15.0,10.0,22.0,13.0,13.0,15.0,10.0,22.0,23.0,18.0,8.0,16.0,9.0,18.0,9.0,9.0,17.0,10.0,40.0,38.0,30.0,28.0,26.0,22.0,29.0,10.0,10.0,13.0,50.0,39.0,16.0,11.0,13.0,32.0,75.0,44.0,21.0,44.0,26.0,16.0,43.0,59.0,17.0,34.0,40.0,25.0,5.0,36.0,8.0,11.0,,,
2020-02-14 00:00:00,12.0,10.0,10.0,12.0,13.0,12.0,13.0,19.0,16.0,11.0,10.0,22.0,16.0,13.0,15.0,8.0,11.0,24.0,13.0,13.0,17.0,10.0,24.0,20.0,18.0,7.0,14.0,8.0,18.0,8.0,8.0,14.0,10.0,32.0,33.0,30.0,26.0,26.0,24.0,26.0,13.0,10.0,,37.0,26.0,14.0,11.0,14.0,34.0,77.0,42.0,19.0,35.0,25.0,13.0,34.0,51.0,16.0,32.0,35.0,18.0,6.0,29.0,10.0,11.0,,,
2020-02-15 00:00:00,20.0,15.0,17.0,17.0,20.0,15.0,19.0,25.0,23.0,22.0,16.0,25.0,21.0,22.0,27.0,16.0,16.0,32.0,18.0,17.0,24.0,19.0,25.0,27.0,22.0,20.0,15.0,9.0,20.0,11.0,10.0,15.0,13.0,48.0,50.0,41.0,38.0,41.0,34.0,30.0,11.0,12.0,,36.0,24.0,18.0,13.0,14.0,63.0,115.0,50.0,28.0,37.0,43.0,10.0,41.0,78.0,16.0,41.0,43.0,19.0,6.0,28.0,8.0,22.0,,,
2020-02-16 00:00:00,16.0,11.0,14.0,13.0,12.0,14.0,15.0,19.0,16.0,13.0,11.0,23.0,16.0,15.0,22.0,10.0,10.0,25.0,16.0,16.0,27.0,14.0,32.0,22.0,27.0,13.0,14.0,9.0,19.0,7.0,8.0,17.0,10.0,76.0,81.0,56.0,53.0,49.0,51.0,35.0,12.0,14.0,16.0,61.0,36.0,12.0,13.0,14.0,79.0,123.0,57.0,48.0,69.0,86.0,16.0,73.0,92.0,16.0,47.0,59.0,,9.0,43.0,11.0,18.0,,,
2020-02-17 00:00:00,18.0,15.0,18.0,18.0,17.0,15.0,19.0,21.0,21.0,16.0,17.0,25.0,20.0,18.0,20.0,13.0,14.0,27.0,16.0,21.0,30.0,18.0,62.0,44.0,41.0,12.0,21.0,13.0,19.0,18.0,9.0,22.0,14.0,75.0,86.0,59.0,52.0,52.0,52.0,33.0,12.0,15.0,14.0,32.0,35.0,18.0,12.0,13.0,94.0,91.0,66.0,56.0,87.0,97.0,34.0,37.0,94.0,16.0,73.0,75.0,39.0,9.0,58.0,8.0,18.0,,,
2020-02-18 00:00:00,32.0,32.0,31.0,31.0,32.0,30.0,32.0,36.0,39.0,36.0,32.0,40.0,41.0,34.0,41.0,32.0,32.0,50.0,29.0,32.0,35.0,35.0,45.0,43.0,43.0,39.0,35.0,22.0,26.0,24.0,29.0,38.0,31.0,75.0,78.0,59.0,60.0,60.0,62.0,33.0,15.0,9.0,14.0,33.0,31.0,27.0,14.0,14.0,54.0,78.0,61.0,54.0,68.0,77.0,27.0,31.0,59.0,32.0,49.0,70.0,39.0,7.0,41.0,9.0,35.0,,,
2020-02-19 00:00:00,52.0,49.0,53.0,50.0,50.0,48.0,52.0,52.0,53.0,49.0,53.0,52.0,54.0,51.0,64.0,49.0,42.0,64.0,34.0,49.0,51.0,55.0,53.0,57.0,66.0,59.0,47.0,40.0,43.0,44.0,37.0,44.0,37.0,57.0,56.0,53.0,53.0,51.0,49.0,47.0,22.0,15.0,17.0,40.0,41.0,36.0,20.0,21.0,55.0,63.0,58.0,36.0,65.0,70.0,33.0,36.0,57.0,46.0,46.0,52.0,45.0,10.0,53.0,13.0,66.0,,,
