Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,43T,44T,46T,47T,60T,62T,63T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T,75T,76T,77T,78T,79T,80T,81T,82T,83T,84T
2020-12-24 00:00:00,48.0,38.0,37.0,39.0,41.0,41.0,38.0,49.0,45.0,46.0,50.0,56.0,43.0,,55.0,43.0,37.0,65.0,56.0,37.0,34.0,34.0,,40.0,15.0,58.0,37.0,29.0,33.0,32.0,41.0,33.0,50.0,29.0,26.0,43.0,34.0,17.0,37.0,23.0,31.0,28.0,20.0,41.0,43.0,42.0,12.0,11.0,22.0,27.0,27.0,17.0,37.0,39.0,31.0,18.0,20.0,32.0,15.0,35.0,34.0,6.0,39.0,18.0,47.0,72.0,15.0,32.0
2020-12-25 00:00:00,42.0,31.0,34.0,37.0,38.0,36.0,34.0,47.0,37.0,39.0,42.0,48.0,38.0,,49.0,38.0,33.0,46.0,34.0,34.0,24.0,30.0,28.0,42.0,16.0,65.0,26.0,23.0,20.0,22.0,17.0,21.0,26.0,30.0,29.0,44.0,27.0,23.0,35.0,30.0,22.0,31.0,11.0,35.0,27.0,26.0,16.0,13.0,24.0,19.0,24.0,19.0,32.0,39.0,18.0,19.0,23.0,22.0,16.0,34.0,27.0,5.0,36.0,9.0,38.0,38.0,10.0,32.0
2020-12-26 00:00:00,45.0,27.0,31.0,31.0,33.0,29.0,31.0,52.0,34.0,41.0,41.0,44.0,33.0,,52.0,39.0,25.0,43.0,30.0,36.0,28.0,34.0,35.0,41.0,17.0,70.0,28.0,18.0,17.0,18.0,19.0,20.0,21.0,33.0,29.0,42.0,27.0,22.0,31.0,30.0,8.0,14.0,8.0,46.0,27.0,21.0,10.0,10.0,28.0,19.0,25.0,19.0,29.0,40.0,20.0,19.0,28.0,18.0,17.0,35.0,27.0,3.0,36.0,7.0,47.0,39.0,15.0,33.0
2020-12-27 00:00:00,41.0,32.0,28.0,29.0,31.0,28.0,31.0,48.0,35.0,40.0,35.0,52.0,38.0,,46.0,29.0,27.0,57.0,32.0,34.0,42.0,27.0,45.0,33.0,16.0,54.0,30.0,23.0,20.0,23.0,23.0,28.0,24.0,28.0,26.0,31.0,29.0,20.0,30.0,32.0,9.0,14.0,13.0,65.0,39.0,25.0,11.0,10.0,31.0,14.0,30.0,18.0,28.0,38.0,21.0,20.0,27.0,23.0,15.0,34.0,32.0,4.0,29.0,5.0,45.0,50.0,15.0,22.0
2020-12-28 00:00:00,27.0,16.0,23.0,24.0,22.0,18.0,25.0,58.0,25.0,23.0,25.0,43.0,22.0,,37.0,13.0,14.0,25.0,19.0,31.0,39.0,19.0,59.0,42.0,14.0,16.0,36.0,23.0,20.0,22.0,17.0,25.0,22.0,21.0,19.0,32.0,31.0,19.0,29.0,35.0,11.0,17.0,13.0,70.0,42.0,42.0,21.0,15.0,22.0,14.0,27.0,14.0,27.0,33.0,22.0,29.0,13.0,24.0,15.0,32.0,43.0,4.0,34.0,11.0,30.0,51.0,19.0,17.0
2020-12-29 00:00:00,36.0,24.0,28.0,29.0,27.0,25.0,29.0,45.0,31.0,31.0,33.0,45.0,32.0,,45.0,21.0,20.0,35.0,28.0,33.0,34.0,23.0,52.0,50.0,15.0,27.0,32.0,22.0,19.0,20.0,22.0,26.0,26.0,19.0,17.0,31.0,25.0,17.0,29.0,35.0,12.0,20.0,16.0,66.0,44.0,38.0,17.0,16.0,18.0,15.0,28.0,18.0,27.0,33.0,24.0,29.0,18.0,22.0,17.0,33.0,37.0,6.0,26.0,13.0,31.0,67.0,21.0,18.0
2020-12-30 00:00:00,36.0,21.0,30.0,27.0,27.0,25.0,27.0,30.0,29.0,30.0,31.0,41.0,27.0,,42.0,18.0,19.0,33.0,27.0,32.0,31.0,25.0,31.0,60.0,15.0,35.0,27.0,22.0,24.0,26.0,19.0,25.0,22.0,25.0,23.0,36.0,28.0,21.0,33.0,26.0,15.0,20.0,19.0,24.0,26.0,34.0,18.0,19.0,24.0,19.0,28.0,17.0,24.0,36.0,21.0,23.0,20.0,24.0,18.0,36.0,28.0,7.0,32.0,16.0,41.0,28.0,15.0,22.0
2020-12-31 00:00:00,23.0,17.0,22.0,20.0,19.0,17.0,22.0,20.0,21.0,21.0,20.0,22.0,21.0,,21.0,19.0,16.0,28.0,22.0,19.0,17.0,16.0,18.0,43.0,10.0,22.0,16.0,14.0,15.0,14.0,16.0,18.0,16.0,28.0,24.0,24.0,20.0,17.0,25.0,16.0,17.0,20.0,17.0,24.0,19.0,20.0,17.0,16.0,26.0,28.0,25.0,18.0,23.0,34.0,17.0,19.0,27.0,15.0,,25.0,22.0,11.0,19.0,14.0,17.0,26.0,17.0,15.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
หมายเหตุ : N/A ไม่มีข้อมูล,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
