Date,PM0.1,PM0.1-0.5,PM0.5-1.0,PM1.0-2.5,PM2.5-10,PM>10,PM1,PM2.5
2024-01-03 01:00:00,1.770833333333273,5.2777777777776596,5.729166666666614,3.2638888888888764,9.68750000000005,3.5763888888889,12.777777777777548,16.041666666666423
2024-01-04 01:00:00,1.770833333333273,5.2777777777776596,5.729166666666614,3.2638888888888764,9.68750000000005,3.5763888888889,12.777777777777548,16.041666666666423
2024-01-05 01:00:00,1.770833333333273,5.2777777777776596,5.729166666666614,3.2638888888888764,9.68750000000005,3.5763888888889,12.777777777777548,16.041666666666423
2024-01-06 01:00:00,1.770833333333273,5.2777777777776596,5.729166666666614,3.2638888888888764,9.68750000000005,3.5763888888889,12.777777777777548,16.041666666666423
2024-01-07 01:00:00,1.770833333333273,5.2777777777776596,5.729166666666614,3.2638888888888764,9.68750000000005,3.5763888888889,12.777777777777548,16.041666666666423
2024-01-08 01:00:00,1.770833333333273,5.2777777777776596,5.729166666666614,3.2638888888888764,9.68750000000005,3.5763888888889,12.777777777777548,16.041666666666423
2024-01-09 01:00:00,1.420848350429698,5.1982256723040505,8.351815913501511,4.782367618519615,12.059883559744978,4.920986969780997,14.97088993623526,19.753257554754875
2024-01-10 01:00:00,1.420848350429698,5.1982256723040505,8.351815913501511,4.782367618519615,12.059883559744978,4.920986969780997,14.97088993623526,19.753257554754875
2024-01-11 01:00:00,1.420848350429698,5.1982256723040505,8.351815913501511,4.782367618519615,12.059883559744978,4.920986969780997,14.97088993623526,19.753257554754875
2024-01-12 01:00:00,1.420848350429698,5.1982256723040505,8.351815913501511,4.782367618519615,12.059883559744978,4.920986969780997,14.97088993623526,19.753257554754875
2024-01-13 01:00:00,1.420848350429698,5.1982256723040505,8.351815913501511,4.782367618519615,12.059883559744978,4.920986969780997,14.97088993623526,19.753257554754875
2024-01-14 01:00:00,1.420848350429698,5.1982256723040505,8.351815913501511,4.782367618519615,12.059883559744978,4.920986969780997,14.97088993623526,19.753257554754875
2024-01-15 01:00:00,3.848728246318509,7.571954484605461,8.785140562249072,5.020080321285052,13.805220883534126,5.647590361445858,20.205823293173044,25.225903614458097
2024-01-16 01:00:00,3.848728246318509,7.571954484605461,8.785140562249072,5.020080321285052,13.805220883534126,5.647590361445858,20.205823293173044,25.225903614458097
2024-01-17 01:00:00,3.848728246318509,7.571954484605461,8.785140562249072,5.020080321285052,13.805220883534126,5.647590361445858,20.205823293173044,25.225903614458097
2024-01-18 01:00:00,3.848728246318509,7.571954484605461,8.785140562249072,5.020080321285052,13.805220883534126,5.647590361445858,20.205823293173044,25.225903614458097
