Date,PM0.1,PM0.1-0.5,PM0.5-1.0,PM1.0-2.5,PM2.5-10,PM>10,PM1,PM2.5
2019-01-22 01:00:00,0.1037602722669612,1.279710024625695,1.556404084004226,1.6947511136935398,10.687308043496238,3.181981682853253,2.939874380896882,4.634625494590422
2019-01-23 01:00:00,0.1037602722669612,1.279710024625695,1.556404084004226,1.6947511136935398,10.687308043496238,3.181981682853253,2.939874380896882,4.634625494590422
2019-01-24 01:00:00,0.1037602722669612,1.279710024625695,1.556404084004226,1.6947511136935398,10.687308043496238,3.181981682853253,2.939874380896882,4.634625494590422
2019-01-25 01:00:00,0.1037602722669612,1.279710024625695,1.556404084004226,1.6947511136935398,10.687308043496238,3.181981682853253,2.939874380896882,4.634625494590422
2019-01-26 01:00:00,0.1037602722669612,1.279710024625695,1.556404084004226,1.6947511136935398,10.687308043496238,3.181981682853253,2.939874380896882,4.634625494590422
2019-01-27 01:00:00,0.1037602722669612,1.279710024625695,1.556404084004226,1.6947511136935398,10.687308043496238,3.181981682853253,2.939874380896882,4.634625494590422
2019-02-11 01:00:00,0.20712510356257227,1.13918806959386,2.071251035625627,2.623584645125756,11.35735984534682,4.107981220657364,3.4175642087820597,6.041148853907815
2019-02-12 01:00:00,0.20712510356257227,1.13918806959386,2.071251035625627,2.623584645125756,11.35735984534682,4.107981220657364,3.4175642087820597,6.041148853907815
2019-02-13 01:00:00,0.20712510356257227,1.13918806959386,2.071251035625627,2.623584645125756,11.35735984534682,4.107981220657364,3.4175642087820597,6.041148853907815
2019-02-14 01:00:00,0.20712510356257227,1.13918806959386,2.071251035625627,2.623584645125756,11.35735984534682,4.107981220657364,3.4175642087820597,6.041148853907815
2019-02-15 01:00:00,0.20712510356257227,1.13918806959386,2.071251035625627,2.623584645125756,11.35735984534682,4.107981220657364,3.4175642087820597,6.041148853907815
2019-02-16 01:00:00,0.20712510356257227,1.13918806959386,2.071251035625627,2.623584645125756,11.35735984534682,4.107981220657364,3.4175642087820597,6.041148853907815
2019-03-05 01:00:00,3.3241072397698175,3.697221317703252,6.919570172581961,3.731140779333401,6.9534896342123,4.206013242157661,13.94089873005503,17.67203950938843
2019-03-06 01:00:00,3.3241072397698175,3.697221317703252,6.919570172581961,3.731140779333401,6.9534896342123,4.206013242157661,13.94089873005503,17.67203950938843
2019-03-07 01:00:00,3.3241072397698175,3.697221317703252,6.919570172581961,3.731140779333401,6.9534896342123,4.206013242157661,13.94089873005503,17.67203950938843
2019-03-08 01:00:00,3.3241072397698175,3.697221317703252,6.919570172581961,3.731140779333401,6.9534896342123,4.206013242157661,13.94089873005503,17.67203950938843
2019-03-09 01:00:00,3.3241072397698175,3.697221317703252,6.919570172581961,3.731140779333401,6.9534896342123,4.206013242157661,13.94089873005503,17.67203950938843
2019-03-10 01:00:00,3.3241072397698175,3.697221317703252,6.919570172581961,3.731140779333401,6.9534896342123,4.206013242157661,13.94089873005503,17.67203950938843
2019-04-01 01:00:00,0.9458622824516967,2.5509619132790062,4.786636399073795,2.636949393501656,6.047786109009391,3.2101992616543007,8.283460594804499,10.920409988306155
2019-04-02 01:00:00,0.9458622824516967,2.5509619132790062,4.786636399073795,2.636949393501656,6.047786109009391,3.2101992616543007,8.283460594804499,10.920409988306155
2019-04-03 01:00:00,0.9458622824516967,2.5509619132790062,4.786636399073795,2.636949393501656,6.047786109009391,3.2101992616543007,8.283460594804499,10.920409988306155
2019-04-04 01:00:00,0.9458622824516967,2.5509619132790062,4.786636399073795,2.636949393501656,6.047786109009391,3.2101992616543007,8.283460594804499,10.920409988306155
2019-04-05 01:00:00,0.9458622824516967,2.5509619132790062,4.786636399073795,2.636949393501656,6.047786109009391,3.2101992616543007,8.283460594804499,10.920409988306155
2019-04-06 01:00:00,0.9458622824516967,2.5509619132790062,4.786636399073795,2.636949393501656,6.047786109009391,3.2101992616543007,8.283460594804499,10.920409988306155
2019-05-01 01:00:00,1.0335703654705386,3.5830439336306914,4.651066644617042,4.1342814618817725,10.680227109861406,6.098065156275796,9.267680943718272,13.401962405600045
2019-05-02 01:00:00,1.0335703654705386,3.5830439336306914,4.651066644617042,4.1342814618817725,10.680227109861406,6.098065156275796,9.267680943718272,13.401962405600045
2019-05-03 01:00:00,1.0335703654705386,3.5830439336306914,4.651066644617042,4.1342814618817725,10.680227109861406,6.098065156275796,9.267680943718272,13.401962405600045
2019-05-04 01:00:00,1.0335703654705386,3.5830439336306914,4.651066644617042,4.1342814618817725,10.680227109861406,6.098065156275796,9.267680943718272,13.401962405600045
2019-05-05 01:00:00,1.0335703654705386,3.5830439336306914,4.651066644617042,4.1342814618817725,10.680227109861406,6.098065156275796,9.267680943718272,13.401962405600045
2019-05-06 01:00:00,1.0335703654705386,3.5830439336306914,4.651066644617042,4.1342814618817725,10.680227109861406,6.098065156275796,9.267680943718272,13.401962405600045
2019-06-15 01:00:00,0.8112273870365743,0.946431951543655,5.982801979394958,3.887131229550357,8.957302398529158,3.853330088423892,7.740461317975187,11.627592547525545
2019-06-16 01:00:00,0.8112273870365743,0.946431951543655,5.982801979394958,3.887131229550357,8.957302398529158,3.853330088423892,7.740461317975187,11.627592547525545
2019-06-17 01:00:00,0.8112273870365743,0.946431951543655,5.982801979394958,3.887131229550357,8.957302398529158,3.853330088423892,7.740461317975187,11.627592547525545
2019-06-18 01:00:00,0.8112273870365743,0.946431951543655,5.982801979394958,3.887131229550357,8.957302398529158,3.853330088423892,7.740461317975187,11.627592547525545
